"","page_number","word"
"1",1,"fy"
"2",1,"strategic"
"3",1,"operating"
"4",1,"plan"
"5",1,"and"
"6",1,"f"
"7",1,"y"
"8",1,"fy"
"9",1,"community"
"10",1,"investment"
"11",1,"plan"
"12",2,"page"
"13",2,"intentionally"
"14",2,"left"
"15",2,"blank"
"16",3,"fy"
"17",3,"strategic"
"18",3,"operating"
"19",3,"plan"
"20",3,"and"
"21",3,"fy"
"22",3,"fy"
"23",3,"community"
"24",3,"investment"
"25",3,"plan"
"26",3,"mayor"
"27",3,"jennifer"
"28",3,"roberts"
"29",3,"mayor"
"30",3,"protem"
"31",3,"vi"
"32",3,"lyles"
"33",3,"city"
"34",3,"council"
"35",3,"al"
"36",3,"austin"
"37",3,"john"
"38",3,"autry"
"39",3,"ed"
"40",3,"driggs"
"41",3,"julie"
"42",3,"eiselt"
"43",3,"claire"
"44",3,"fallon"
"45",3,"patsy"
"46",3,"kinsey"
"47",3,"lawana"
"48",3,"mayfield"
"49",3,"james"
"50",3,"mitchell"
"51",3,"greg"
"52",3,"phipps"
"53",3,"kenny"
"54",3,"smith"
"55",4,"government"
"56",4,"finance"
"57",4,"officers"
"58",4,"association"
"59",4,"distinguished"
"60",4,"budget"
"61",4,"pres"
"62",4,"entation"
"63",4,"award"
"64",4,"presented"
"65",4,"to"
"66",4,"city"
"67",4,"of"
"68",4,"charlotte"
"69",4,"north"
"70",4,"carolina"
"71",4,"for"
"72",4,"the"
"73",4,"biennium"
"74",4,"beginning"
"75",4,"july"
"76",4,"executive"
"77",4,"director"
"78",5,"table"
"79",5,"of"
"80",5,"contents"
"81",5,"readers"
"82",5,"guide"
"83",5,"v"
"84",5,"budget"
"85",5,"process"
"86",5,"vi"
"87",5,"finance"
"88",5,"and"
"89",5,"budget"
"90",5,"principles"
"91",5,"ix"
"92",5,"financial"
"93",5,"policies"
"94",5,"and"
"95",5,"practices"
"96",5,"x"
"97",5,"executive"
"98",5,"summary"
"99",5,"managers"
"100",5,"transmittal"
"101",5,"letter"
"102",5,"fyfy"
"103",5,"community"
"104",5,"investment"
"105",5,"plan"
"106",5,"resolution"
"107",5,"organizational"
"108",5,"chart"
"109",5,"executive"
"110",5,"summary"
"111",5,"city"
"112",5,"profile"
"113",5,"city"
"114",5,"strategy"
"115",5,"and"
"116",5,"operating"
"117",5,"budgets"
"118",5,"city"
"119",5,"strategy"
"120",5,"and"
"121",5,"operating"
"122",5,"budgets"
"123",5,"overview"
"124",5,"community"
"125",5,"safety"
"126",5,"cross"
"127",5,"walk"
"128",5,"of"
"129",5,"focus"
"130",5,"area"
"131",5,"by"
"132",5,"strategic"
"133",5,"priority"
"134",5,"housing"
"135",5,"neighborhood"
"136",5,"development"
"137",5,"cross"
"138",5,"walk"
"139",5,"of"
"140",5,"focus"
"141",5,"area"
"142",5,"by"
"143",5,"strategic"
"144",5,"priority"
"145",5,"environment"
"146",5,"cross"
"147",5,"walk"
"148",5,"of"
"149",5,"focus"
"150",5,"area"
"151",5,"by"
"152",5,"strategic"
"153",5,"priority"
"154",5,"transportation"
"155",5,"planning"
"156",5,"cross"
"157",5,"walk"
"158",5,"of"
"159",5,"focus"
"160",5,"area"
"161",5,"by"
"162",5,"strategic"
"163",5,"priority"
"164",5,"economic"
"165",5,"development"
"166",5,"global"
"167",5,"competitiveness"
"168",5,"cross"
"169",5,"walk"
"170",5,"of"
"171",5,"focus"
"172",5,"area"
"173",5,"by"
"174",5,"strategic"
"175",5,"priority"
"176",5,"department"
"177",5,"operating"
"178",5,"budgets"
"179",5,"readers"
"180",5,"guide"
"181",5,"for"
"182",5,"department"
"183",5,"operating"
"184",5,"pages"
"185",5,"overview"
"186",5,"of"
"187",5,"department"
"188",5,"operating"
"189",5,"budgets"
"190",5,"general"
"191",5,"fund"
"192",5,"service"
"193",5,"departments"
"194",5,"general"
"195",5,"fund"
"196",5,"service"
"197",5,"departments"
"198",5,"overview"
"199",5,"police"
"200",5,"fire"
"201",5,"solid"
"202",5,"waste"
"203",5,"services"
"204",5,"transportation"
"205",5,"neighborhood"
"206",5,"business"
"207",5,"services"
"208",5,"engineering"
"209",5,"property"
"210",5,"management"
"211",5,"planning"
"212",5,"enterprise"
"213",5,"service"
"214",5,"departments"
"215",5,"enterprise"
"216",5,"service"
"217",5,"departments"
"218",5,"overview"
"219",5,"aviation"
"220",5,"charlotte"
"221",5,"area"
"222",5,"transit"
"223",5,"system"
"224",5,"charlotte"
"225",5,"water"
"226",5,"storm"
"227",5,"water"
"228",5,"services"
"229",5,"risk"
"230",5,"management"
"231",5,"governance"
"232",5,"departments"
"233",5,"governance"
"234",5,"departments"
"235",5,"overview"
"236",5,"mayor"
"237",5,"city"
"238",5,"council"
"239",5,"city"
"240",5,"attorney"
"241",5,"city"
"242",5,"clerk"
"243",5,"city"
"244",5,"manager"
"245",5,"general"
"246",5,"fund"
"247",5,"support"
"248",5,"departments"
"249",5,"support"
"250",5,"departments"
"251",5,"overview"
"252",5,"human"
"253",5,"resources"
"254",5,"innovation"
"255",5,"technology"
"256",5,"management"
"257",5,"financial"
"258",5,"services"
"259",5,"other"
"260",5,"operating"
"261",5,"budgets"
"262",5,"other"
"263",5,"operating"
"264",5,"overview"
"265",5,"nondepartmental"
"266",5,"accounts"
"267",5,"financial"
"268",5,"partner"
"269",5,"summary"
"270",5,"i"
"271",6,"table"
"272",6,"of"
"273",6,"contents"
"274",6,"summary"
"275",6,"statistics"
"276",6,"and"
"277",6,"schedules"
"278",6,"overview"
"279",6,"of"
"280",6,"summary"
"281",6,"statistics"
"282",6,"fund"
"283",6,"descriptions"
"284",6,"citywide"
"285",6,"summary"
"286",6,"of"
"287",6,"tax"
"288",6,"levies"
"289",6,"summary"
"290",6,"of"
"291",6,"position"
"292",6,"allocations"
"293",6,"summary"
"294",6,"of"
"295",6,"expenditures"
"296",6,"general"
"297",6,"fund"
"298",6,"summary"
"299",6,"of"
"300",6,"expenditures"
"301",6,"summary"
"302",6,"of"
"303",6,"revenues"
"304",6,"summary"
"305",6,"of"
"306",6,"fund"
"307",6,"balances"
"308",6,"aviation"
"309",6,"summary"
"310",6,"of"
"311",6,"revenues"
"312",6,"and"
"313",6,"expenditures"
"314",6,"aviation"
"315",6,"debt"
"316",6,"service"
"317",6,"fundsconsolidated"
"318",6,"charlotte"
"319",6,"water"
"320",6,"water"
"321",6,"and"
"322",6,"sewer"
"323",6,"fund"
"324",6,"summary"
"325",6,"of"
"326",6,"revenues"
"327",6,"and"
"328",6,"expenditures"
"329",6,"consolidated"
"330",6,"water"
"331",6,"and"
"332",6,"sewer"
"333",6,"debt"
"334",6,"service"
"335",6,"funds"
"336",6,"charlotte"
"337",6,"area"
"338",6,"transit"
"339",6,"system"
"340",6,"summary"
"341",6,"of"
"342",6,"revenues"
"343",6,"and"
"344",6,"expenditures"
"345",6,"charlotte"
"346",6,"area"
"347",6,"transit"
"348",6,"system"
"349",6,"debt"
"350",6,"service"
"351",6,"fund"
"352",6,"storm"
"353",6,"water"
"354",6,"fund"
"355",6,"summary"
"356",6,"of"
"357",6,"revenues"
"358",6,"and"
"359",6,"expenditures"
"360",6,"storm"
"361",6,"water"
"362",6,"debt"
"363",6,"service"
"364",6,"fund"
"365",6,"other"
"366",6,"funds"
"367",6,"municipal"
"368",6,"debt"
"369",6,"service"
"370",6,"fund"
"371",6,"convention"
"372",6,"center"
"373",6,"tax"
"374",6,"fund"
"375",6,"convention"
"376",6,"center"
"377",6,"debt"
"378",6,"service"
"379",6,"fund"
"380",6,"hall"
"381",6,"of"
"382",6,"fame"
"383",6,"tax"
"384",6,"fund"
"385",6,"hall"
"386",6,"of"
"387",6,"fame"
"388",6,"debt"
"389",6,"service"
"390",6,"fund"
"391",6,"tourism"
"392",6,"operating"
"393",6,"fund"
"394",6,"tourism"
"395",6,"debt"
"396",6,"service"
"397",6,"fund"
"398",6,"cultural"
"399",6,"facilities"
"400",6,"debt"
"401",6,"service"
"402",6,"fund"
"403",6,"powell"
"404",6,"bill"
"405",6,"fund"
"406",6,"public"
"407",6,"safety"
"408",6,"grants"
"409",6,"fund"
"410",6,"public"
"411",6,"safety"
"412",6,"services"
"413",6,"fund"
"414",6,"neighborhood"
"415",6,"business"
"416",6,"services"
"417",6,"consolidated"
"418",6,"grants"
"419",6,"fund"
"420",6,"risk"
"421",6,"management"
"422",6,"fund"
"423",6,"consolidated"
"424",6,"municipal"
"425",6,"service"
"426",6,"districts"
"427",6,"municipal"
"428",6,"service"
"429",6,"districts"
"430",6,"synthetic"
"431",6,"tax"
"432",6,"increment"
"433",6,"grants"
"434",6,"community"
"435",6,"investment"
"436",6,"plan"
"437",6,"community"
"438",6,"investment"
"439",6,"plan"
"440",6,"introduction"
"441",6,"general"
"442",6,"community"
"443",6,"investment"
"444",6,"plan"
"445",6,"summary"
"446",6,"municipal"
"447",6,"debtfunded"
"448",6,"project"
"449",6,"summary"
"450",6,"payasyougofunded"
"451",6,"project"
"452",6,"summary"
"453",6,"payasyougo"
"454",6,"program"
"455",6,"schedule"
"456",6,"transit"
"457",6,"investment"
"458",6,"payasyougofunded"
"459",6,"project"
"460",6,"summary"
"461",6,"program"
"462",6,"expenditure"
