"","page_number","word","sent_count","sentiment","category"
"1",396,"Budget",27,"Trust","Emotion"
"2",295,"Center",25,"Positive","Sentiment"
"3",295,"Center",25,"Trust","Emotion"
"4",295,"Recreation",24,"Anticipation","Emotion"
"5",295,"Recreation",24,"Joy","Emotion"
"6",295,"Recreation",24,"Positive","Sentiment"
"7",60,"Debt",23,"Negative","Sentiment"
"8",60,"Debt",23,"Sadness","Emotion"
"9",99,"Balance",23,"Positive","Sentiment"
"10",313,"Waste",22,"Disgust","Emotion"
"11",313,"Waste",22,"Negative","Sentiment"
"12",136,"Tax",21,"Negative","Sentiment"
"13",136,"Tax",21,"Sadness","Emotion"
"14",58,"Bonds",20,"Negative","Sentiment"
"15",44,"Budget",19,"Trust","Emotion"
"16",147,"Sewer",19,"Disgust","Emotion"
"17",45,"Budget",17,"Trust","Emotion"
"18",137,"Tax",17,"Negative","Sentiment"
"19",137,"Tax",17,"Sadness","Emotion"
"20",115,"Fire",16,"Fear","Emotion"
"21",142,"County",16,"Trust","Emotion"
"22",380,"Justice",16,"Positive","Sentiment"
"23",380,"Justice",16,"Trust","Emotion"
"24",265,"Community",15,"Positive","Sentiment"
"25",312,"Waste",15,"Disgust","Emotion"
"26",312,"Waste",15,"Negative","Sentiment"
"27",55,"Bonds",14,"Negative","Sentiment"
"28",111,"Emergency",14,"Fear","Emotion"
"29",111,"Emergency",14,"Negative","Sentiment"
"30",111,"Emergency",14,"Sadness","Emotion"
"31",111,"Emergency",14,"Surprise","Emotion"
"32",236,"Planning",14,"Anticipation","Emotion"
"33",236,"Planning",14,"Positive","Sentiment"
"34",236,"Planning",14,"Trust","Emotion"
"35",407,"University",14,"Anticipation","Emotion"
"36",407,"University",14,"Positive","Sentiment"
"37",68,"Budget",13,"Trust","Emotion"
"38",74,"Waste",13,"Disgust","Emotion"
"39",74,"Waste",13,"Negative","Sentiment"
"40",97,"Tax",13,"Negative","Sentiment"
"41",97,"Tax",13,"Sadness","Emotion"
"42",114,"Fire",13,"Fear","Emotion"
"43",262,"Plan",13,"Anticipation","Emotion"
"44",279,"Fleet",13,"Positive","Sentiment"
"45",293,"Management",13,"Positive","Sentiment"
"46",293,"Management",13,"Trust","Emotion"
"47",318,"Waste",13,"Disgust","Emotion"
"48",318,"Waste",13,"Negative","Sentiment"
"49",408,"School",13,"Trust","Emotion"
"50",2,"Tax",12,"Negative","Sentiment"
"51",2,"Tax",12,"Sadness","Emotion"
"52",12,"Recreation",12,"Anticipation","Emotion"
"53",12,"Waste",12,"Disgust","Emotion"
"54",12,"Recreation",12,"Joy","Emotion"
"55",12,"Waste",12,"Negative","Sentiment"
"56",12,"Recreation",12,"Positive","Sentiment"
"57",58,"Debt",12,"Negative","Sentiment"
"58",58,"Debt",12,"Sadness","Emotion"
"59",63,"Savings",12,"Positive","Sentiment"
"60",72,"Police",12,"Fear","Emotion"
"61",72,"Police",12,"Positive","Sentiment"
"62",72,"Police",12,"Trust","Emotion"
"63",98,"Tax",12,"Negative","Sentiment"
"64",98,"Tax",12,"Sadness","Emotion"
"65",106,"Emergency",12,"Fear","Emotion"
"66",106,"Emergency",12,"Negative","Sentiment"
"67",106,"Emergency",12,"Sadness","Emotion"
"68",106,"Emergency",12,"Surprise","Emotion"
"69",114,"Emergency",12,"Fear","Emotion"
"70",114,"Emergency",12,"Negative","Sentiment"
"71",114,"Emergency",12,"Sadness","Emotion"
"72",114,"Emergency",12,"Surprise","Emotion"
"73",121,"Fire",12,"Fear","Emotion"
"74",123,"Provide",12,"Positive","Sentiment"
"75",123,"Provide",12,"Trust","Emotion"
"76",144,"Debt",12,"Negative","Sentiment"
"77",144,"Debt",12,"Sadness","Emotion"
"78",236,"County",12,"Trust","Emotion"
"79",254,"Career",12,"Anticipation","Emotion"
"80",254,"Career",12,"Positive","Sentiment"
"81",394,"Grant",12,"Anticipation","Emotion"
"82",394,"Grant",12,"Joy","Emotion"
"83",394,"Grant",12,"Positive","Sentiment"
"84",394,"Grant",12,"Trust","Emotion"
"85",6,"Plan",11,"Anticipation","Emotion"
"86",18,"Plan",11,"Anticipation","Emotion"
"87",18,"Strategic",11,"Positive","Sentiment"
"88",56,"Debt",11,"Negative","Sentiment"
"89",56,"Debt",11,"Sadness","Emotion"
"90",59,"Debt",11,"Negative","Sentiment"
"91",59,"Debt",11,"Sadness","Emotion"
"92",96,"General",11,"Positive","Sentiment"
"93",96,"General",11,"Trust","Emotion"
"94",151,"Waste",11,"Disgust","Emotion"
"95",151,"Waste",11,"Negative","Sentiment"
"96",272,"Fair",11,"Positive","Sentiment"
"97",340,"Series",11,"Trust","Emotion"
"98",393,"Justice",11,"Positive","Sentiment"
"99",393,"Justice",11,"Trust","Emotion"
"100",410,"Duke",11,"Positive","Sentiment"
"101",12,"Center",10,"Positive","Sentiment"
"102",12,"Center",10,"Trust","Emotion"
"103",54,"Debt",10,"Negative","Sentiment"
"104",54,"Debt",10,"Sadness","Emotion"
"105",114,"Medical",10,"Anticipation","Emotion"
"106",114,"Medical",10,"Fear","Emotion"
"107",114,"Medical",10,"Positive","Sentiment"
"108",114,"Medical",10,"Trust","Emotion"
"109",120,"Fire",10,"Fear","Emotion"
"110",136,"County",10,"Trust","Emotion"
"111",141,"County",10,"Trust","Emotion"
"112",149,"Sewer",10,"Disgust","Emotion"
"113",241,"Planning",10,"Anticipation","Emotion"
"114",241,"Planning",10,"Positive","Sentiment"
"115",241,"Planning",10,"Trust","Emotion"
"116",265,"Neighborhood",10,"Anticipation","Emotion"
"117",280,"Fleet",10,"Positive","Sentiment"
"118",298,"Recreation",10,"Anticipation","Emotion"
"119",298,"Recreation",10,"Joy","Emotion"
"120",298,"Recreation",10,"Positive","Sentiment"
"121",315,"Waste",10,"Disgust","Emotion"
"122",315,"Waste",10,"Negative","Sentiment"
"123",335,"Continue",10,"Anticipation","Emotion"
"124",335,"Continue",10,"Positive","Sentiment"
"125",335,"Continue",10,"Trust","Emotion"
"126",337,"Debt",10,"Negative","Sentiment"
"127",337,"Debt",10,"Sadness","Emotion"
"128",342,"Improvement",10,"Joy","Emotion"
"129",342,"Improvement",10,"Positive","Sentiment"
"130",342,"Improvement",10,"Trust","Emotion"
"131",367,"Grant",10,"Anticipation","Emotion"
"132",367,"Grant",10,"Joy","Emotion"
"133",367,"Grant",10,"Positive","Sentiment"
"134",367,"Grant",10,"Trust","Emotion"
"135",372,"Grant",10,"Anticipation","Emotion"
"136",372,"Grant",10,"Joy","Emotion"
"137",372,"Grant",10,"Positive","Sentiment"
"138",372,"Grant",10,"Trust","Emotion"
"139",373,"Grant",10,"Anticipation","Emotion"
"140",373,"Grant",10,"Joy","Emotion"
"141",373,"Grant",10,"Positive","Sentiment"
