"","page_number","word","sent_count","sentiment","category"
"1",313,"Recreation",30,"Anticipation","Emotion"
"2",313,"Recreation",30,"Joy","Emotion"
"3",313,"Recreation",30,"Positive","Sentiment"
"4",313,"Center",27,"Positive","Sentiment"
"5",313,"Center",27,"Trust","Emotion"
"6",412,"Budget",26,"Trust","Emotion"
"7",79,"Debt",23,"Negative","Sentiment"
"8",79,"Debt",23,"Sadness","Emotion"
"9",118,"Balance",23,"Positive","Sentiment"
"10",11,"Budget",22,"Trust","Emotion"
"11",129,"Tax",21,"Negative","Sentiment"
"12",129,"Tax",21,"Sadness","Emotion"
"13",332,"Waste",21,"Disgust","Emotion"
"14",332,"Waste",21,"Negative","Sentiment"
"15",77,"Bonds",20,"Negative","Sentiment"
"16",285,"Fire",20,"Fear","Emotion"
"17",63,"Budget",19,"Trust","Emotion"
"18",128,"Tax",19,"Negative","Sentiment"
"19",128,"Tax",19,"Sadness","Emotion"
"20",139,"Sewer",19,"Disgust","Emotion"
"21",16,"Tax",17,"Negative","Sentiment"
"22",16,"Tax",17,"Sadness","Emotion"
"23",64,"Budget",17,"Trust","Emotion"
"24",132,"County",17,"Trust","Emotion"
"25",143,"Waste",17,"Disgust","Emotion"
"26",143,"Waste",17,"Negative","Sentiment"
"27",279,"Fire",16,"Fear","Emotion"
"28",93,"Management",15,"Positive","Sentiment"
"29",93,"Management",15,"Trust","Emotion"
"30",257,"Community",15,"Positive","Sentiment"
"31",275,"Emergency",15,"Fear","Emotion"
"32",275,"Emergency",15,"Negative","Sentiment"
"33",275,"Emergency",15,"Sadness","Emotion"
"34",275,"Emergency",15,"Surprise","Emotion"
"35",331,"Waste",15,"Disgust","Emotion"
"36",331,"Waste",15,"Negative","Sentiment"
"37",424,"School",15,"Trust","Emotion"
"38",12,"Budget",14,"Trust","Emotion"
"39",74,"Bonds",14,"Negative","Sentiment"
"40",116,"Tax",14,"Negative","Sentiment"
"41",116,"Tax",14,"Sadness","Emotion"
"42",168,"Legal",14,"Positive","Sentiment"
"43",168,"Legal",14,"Trust","Emotion"
"44",315,"Fee",14,"Anger","Emotion"
"45",315,"Fee",14,"Negative","Sentiment"
"46",336,"Waste",14,"Disgust","Emotion"
"47",336,"Waste",14,"Negative","Sentiment"
"48",423,"University",14,"Anticipation","Emotion"
"49",423,"University",14,"Positive","Sentiment"
"50",87,"Budget",13,"Trust","Emotion"
"51",228,"Planning",13,"Anticipation","Emotion"
"52",228,"Planning",13,"Positive","Sentiment"
"53",228,"Planning",13,"Trust","Emotion"
"54",278,"Fire",13,"Fear","Emotion"
"55",24,"Recreation",12,"Anticipation","Emotion"
"56",24,"Recreation",12,"Joy","Emotion"
"57",24,"Recreation",12,"Positive","Sentiment"
"58",77,"Debt",12,"Negative","Sentiment"
"59",77,"Debt",12,"Sadness","Emotion"
"60",82,"Savings",12,"Positive","Sentiment"
"61",92,"Waste",12,"Disgust","Emotion"
"62",92,"Waste",12,"Negative","Sentiment"
"63",117,"Tax",12,"Negative","Sentiment"
"64",117,"Tax",12,"Sadness","Emotion"
"65",136,"Debt",12,"Negative","Sentiment"
"66",136,"Debt",12,"Sadness","Emotion"
"67",141,"Sewer",12,"Disgust","Emotion"
"68",143,"Solid",12,"Positive","Sentiment"
"69",228,"County",12,"Trust","Emotion"
"70",254,"Career",12,"Anticipation","Emotion"
"71",254,"Career",12,"Positive","Sentiment"
"72",278,"Emergency",12,"Fear","Emotion"
"73",278,"Emergency",12,"Negative","Sentiment"
"74",278,"Emergency",12,"Sadness","Emotion"
"75",278,"Emergency",12,"Surprise","Emotion"
"76",288,"Provide",12,"Positive","Sentiment"
"77",288,"Provide",12,"Trust","Emotion"
"78",297,"Fleet",12,"Positive","Sentiment"
"79",308,"Maintenance",12,"Trust","Emotion"
"80",311,"Management",12,"Positive","Sentiment"
"81",311,"Management",12,"Trust","Emotion"
"82",319,"Recreation",12,"Anticipation","Emotion"
"83",319,"Recreation",12,"Joy","Emotion"
"84",319,"Recreation",12,"Positive","Sentiment"
"85",29,"Strategic",11,"Positive","Sentiment"
"86",75,"Debt",11,"Negative","Sentiment"
"87",75,"Debt",11,"Sadness","Emotion"
"88",78,"Debt",11,"Negative","Sentiment"
"89",78,"Debt",11,"Sadness","Emotion"
"90",115,"General",11,"Positive","Sentiment"
"91",115,"General",11,"Trust","Emotion"
"92",128,"County",11,"Trust","Emotion"
"93",234,"Planning",11,"Anticipation","Emotion"
"94",234,"Planning",11,"Positive","Sentiment"
"95",234,"Planning",11,"Trust","Emotion"
"96",248,"Career",11,"Anticipation","Emotion"
"97",248,"Career",11,"Positive","Sentiment"
"98",271,"Emergency",11,"Fear","Emotion"
"99",271,"Emergency",11,"Negative","Sentiment"
"100",271,"Emergency",11,"Sadness","Emotion"
"101",271,"Emergency",11,"Surprise","Emotion"
"102",312,"Planning",11,"Anticipation","Emotion"
"103",312,"Planning",11,"Positive","Sentiment"
"104",312,"Planning",11,"Trust","Emotion"
"105",385,"Grant",11,"Anticipation","Emotion"
"106",385,"Grant",11,"Joy","Emotion"
"107",385,"Grant",11,"Positive","Sentiment"
"108",385,"Grant",11,"Trust","Emotion"
