"","page_number","word","sent_count","sentiment","category"
"1",19,"Budget",31,"Trust","Emotion"
"2",177,"Debt",25,"Negative","Sentiment"
"3",177,"Debt",25,"Sadness","Emotion"
"4",71,"Tax",24,"Negative","Sentiment"
"5",71,"Tax",24,"Sadness","Emotion"
"6",20,"Budget",23,"Trust","Emotion"
"7",146,"Fire",20,"Fear","Emotion"
"8",137,"Waste",19,"Disgust","Emotion"
"9",137,"Waste",19,"Negative","Sentiment"
"10",72,"Tax",18,"Negative","Sentiment"
"11",72,"Tax",18,"Sadness","Emotion"
"12",96,"Budget",16,"Trust","Emotion"
"13",110,"Public",16,"Anticipation","Emotion"
"14",110,"Public",16,"Positive","Sentiment"
"15",169,"Sewer",16,"Disgust","Emotion"
"16",35,"Debt",15,"Negative","Sentiment"
"17",35,"Debt",15,"Sadness","Emotion"
"18",121,"Planning",15,"Anticipation","Emotion"
"19",121,"Planning",15,"Positive","Sentiment"
"20",121,"Planning",15,"Trust","Emotion"
"21",23,"Budget",14,"Trust","Emotion"
"22",126,"Public",14,"Anticipation","Emotion"
"23",126,"Public",14,"Positive","Sentiment"
"24",147,"Fire",14,"Fear","Emotion"
"25",179,"Council",14,"Anticipation","Emotion"
"26",179,"Bonds",14,"Negative","Sentiment"
"27",179,"Debt",14,"Negative","Sentiment"
"28",179,"Council",14,"Positive","Sentiment"
"29",179,"Debt",14,"Sadness","Emotion"
"30",179,"Council",14,"Trust","Emotion"
"31",20,"Council",13,"Anticipation","Emotion"
"32",20,"Council",13,"Positive","Sentiment"
"33",20,"Council",13,"Trust","Emotion"
"34",29,"Population",13,"Positive","Sentiment"
"35",96,"Management",13,"Positive","Sentiment"
"36",96,"Management",13,"Trust","Emotion"
"37",150,"Police",13,"Fear","Emotion"
"38",150,"Police",13,"Positive","Sentiment"
"39",150,"Police",13,"Trust","Emotion"
"40",178,"Council",13,"Anticipation","Emotion"
"41",178,"Council",13,"Positive","Sentiment"
"42",178,"Council",13,"Trust","Emotion"
"43",7,"Council",12,"Anticipation","Emotion"
"44",7,"Council",12,"Positive","Sentiment"
"45",7,"Council",12,"Trust","Emotion"
"46",83,"General",12,"Positive","Sentiment"
"47",83,"General",12,"Trust","Emotion"
"48",165,"Center",12,"Positive","Sentiment"
"49",165,"Center",12,"Trust","Emotion"
"50",186,"Budget",12,"Trust","Emotion"
"51",201,"Trust",12,"Trust","Emotion"
"52",18,"Budget",11,"Trust","Emotion"
"53",59,"Balance",11,"Positive","Sentiment"
"54",66,"Specialist",11,"Trust","Emotion"
"55",78,"Utility",11,"Positive","Sentiment"
"56",84,"Council",11,"Anticipation","Emotion"
"57",84,"Council",11,"Positive","Sentiment"
"58",84,"Council",11,"Trust","Emotion"
"59",118,"Community",11,"Positive","Sentiment"
"60",137,"Solid",11,"Positive","Sentiment"
"61",178,"Bonds",11,"Negative","Sentiment"
"62",12,"Budget",10,"Trust","Emotion"
"63",25,"Budget",10,"Trust","Emotion"
"64",49,"Center",10,"Positive","Sentiment"
"65",49,"Center",10,"Trust","Emotion"
"66",50,"Appropriation",10,"Negative","Sentiment"
"67",51,"Appropriation",10,"Negative","Sentiment"
"68",143,"Emergency",10,"Fear","Emotion"
"69",143,"Emergency",10,"Negative","Sentiment"
"70",143,"Emergency",10,"Sadness","Emotion"
"71",143,"Emergency",10,"Surprise","Emotion"
"72",178,"Participation",10,"Positive","Sentiment"
"73",180,"Debt",10,"Negative","Sentiment"
"74",180,"Debt",10,"Sadness","Emotion"
"75",210,"Fee",10,"Anger","Emotion"
"76",210,"Fee",10,"Negative","Sentiment"
"77",214,"Improvement",10,"Joy","Emotion"
"78",214,"Improvement",10,"Positive","Sentiment"
"79",214,"Improvement",10,"Trust","Emotion"
"80",12,"Increase",9,"Positive","Sentiment"
"81",19,"Council",9,"Anticipation","Emotion"
"82",19,"Council",9,"Positive","Sentiment"
"83",19,"Council",9,"Trust","Emotion"
"84",59,"General",9,"Positive","Sentiment"
"85",59,"General",9,"Trust","Emotion"
