"","page_number","word"
"1",1,"c"
"2",1,"i"
"3",1,"t"
"4",1,"y"
"5",1,"o"
"6",1,"f"
"7",1,"r"
"8",1,"a"
"9",1,"l"
"10",1,"e"
"11",1,"i"
"12",1,"g"
"13",1,"h"
"14",1,"adopted"
"15",1,"budget"
"16",2,"annual"
"17",2,"budget"
"18",2,"city"
"19",2,"of"
"20",2,"raleigh"
"21",2,"north"
"22",2,"carolina"
"23",2,"fiscal"
"24",2,"year"
"25",2,"beginning"
"26",2,"july"
"27",2,"recommended"
"28",2,"to"
"29",2,"the"
"30",2,"city"
"31",2,"council"
"32",2,"by"
"33",2,"the"
"34",2,"city"
"35",2,"manager"
"36",2,"may"
"37",2,"adopted"
"38",2,"by"
"39",2,"the"
"40",2,"city"
"41",2,"council"
"42",2,"june"
"43",2,"the"
"44",2,"city"
"45",2,"council"
"46",2,"nancy"
"47",2,"mcfarlane"
"48",2,"mayor"
"49",2,"russ"
"50",2,"stephenson"
"51",2,"mayor"
"52",2,"pro"
"53",2,"tem"
"54",2,"mary"
"55",2,"ann"
"56",2,"baldwin"
"57",2,"thomas"
"58",2,"g"
"59",2,"crowder"
"60",2,"bonner"
"61",2,"gaylord"
"62",2,"john"
"63",2,"odom"
"64",2,"randall"
"65",2,"stagner"
"66",2,"eugene"
"67",2,"weeks"
"68",2,"executive"
"69",2,"staff"
"70",2,"j"
"71",2,"russell"
"72",2,"allen"
"73",2,"city"
"74",2,"manager"
"75",2,"perry"
"76",2,"e"
"77",2,"james"
"78",2,"iii"
"79",2,"chief"
"80",2,"financial"
"81",2,"officer"
"82",2,"joyce"
"83",2,"l"
"84",2,"munro"
"85",2,"budget"
"86",2,"management"
"87",2,"services"
"88",2,"director"
"89",2,"kirsten"
"90",2,"m"
"91",2,"larson"
"92",2,"operating"
"93",2,"budget"
"94",2,"manager"
"95",2,"stephen"
"96",2,"c"
"97",2,"bentley"
"98",2,"capital"
"99",2,"improvement"
"100",2,"program"
"101",2,"manager"
"102",2,"catherine"
"103",2,"m"
"104",2,"clark"
"105",2,"grants"
"106",2,"program"
"107",2,"administrative"
"108",2,"manager"
"109",2,"jamie"
"110",2,"a"
"111",2,"brown"
"112",2,"budget"
"113",2,"analyst"
"114",2,"ben"
"115",2,"canada"
"116",2,"business"
"117",2,"strategist"
"118",2,"heather"
"119",2,"a"
"120",2,"drennan"
"121",2,"budget"
"122",2,"analyst"
"123",2,"clayton"
"124",2,"t"
"125",2,"hainline"
"126",2,"budget"
"127",2,"analyst"
"128",2,"amber"
"129",2,"b"
"130",2,"smith"
"131",2,"budget"
"132",2,"analyst"
"133",3,"the"
"134",3,"following"
"135",3,"individuals"
"136",3,"whose"
"137",3,"assistance"
"138",3,"and"
"139",3,"contributions"
"140",3,"to"
"141",3,"the"
"142",3,"annual"
"143",3,"budget"
"144",3,"development"
"145",3,"process"
"146",3,"are"
"147",3,"immeasurable"
"148",3,"are"
"149",3,"hereby"
"150",3,"acknowledged"
"151",3,"fred"
"152",3,"m"
"153",3,"blackwood"
"154",3,"debt"
"155",3,"manager"
"156",3,"allison"
"157",3,"bradsher"
"158",3,"controller"
"159",3,"david"
"160",3,"p"
"161",3,"erwin"
"162",3,"assistant"
"163",3,"controller"
"164",3,"tyrone"
"165",3,"s"
"166",3,"williamson"
"167",3,"business"
"168",3,"analyst"
"169",3,"cover"
"170",3,"design"
"171",3,"by"
"172",3,"javier"
"173",3,"oseguera"
"174",3,"public"
"175",3,"affairs"
"176",3,"department"
"177",4,"table"
"178",4,"of"
"179",4,"contents"
"180",4,"introduction"
"181",4,"adopted"
"182",4,"budget"
"183",4,"message"
"184",4,"a"
"185",4,"proposed"
"186",4,"budget"
"187",4,"message"
"188",4,"a"
"189",4,"introduction"
"190",4,"a"
"191",4,"budget"
"192",4,"and"
"193",4,"fiscal"
"194",4,"framework"
"195",4,"a"
"196",4,"financial"
"197",4,"policies"
"198",4,"a"
"199",4,"budget"
"200",4,"guide"
"201",4,"a"
"202",4,"city"
"203",4,"council"
"204",4,"information"
"205",4,"a"
"206",4,"mission"
"207",4,"statement"
"208",4,"a"
"209",4,"profile"
"210",4,"of"
"211",4,"city"
"212",4,"of"
"213",4,"raleigh"
"214",4,"a"
"215",4,"city"
"216",4,"of"
"217",4,"raleigh"
"218",4,"statistics"
"219",4,"a"
"220",4,"urban"
"221",4,"measures"
"222",4,"a"
"223",4,"organization"
"224",4,"chart"
"225",4,"a"
"226",4,"customer"
"227",4,"costs"
"228",4,"for"
"229",4,"municipal"
"230",4,"services"
"231",4,"a"
"232",4,"budget"
"233",4,"summary"
"234",4,"revenue"
"235",4,"expenditure"
"236",4,"summary"
"237",4,"b"
"238",4,"total"
"239",4,"budget"
"240",4,"summary"
"241",4,"b"
"242",4,"general"
"243",4,"fund"
"244",4,"summary"
"245",4,"b"
"246",4,"appropriations"
"247",4,"by"
"248",4,"fund"
"249",4,"b"
"250",4,"general"
"251",4,"fund"
"252",4,"appropriations"
"253",4,"by"
"254",4,"division"
"255",4,"b"
"256",4,"general"
"257",4,"fund"
"258",4,"appropriations"
"259",4,"by"
"260",4,"type"
"261",4,"b"
"262",4,"public"
"263",4,"utilities"
"264",4,"fund"
"265",4,"appropriations"
"266",4,"by"
"267",4,"division"
"268",4,"b"
"269",4,"statement"
"270",4,"on"
"271",4,"fund"
"272",4,"balance"
"273",4,"b"
"274",4,"position"
"275",4,"summary"
"276",4,"b"
"277",4,"position"
"278",4,"count"
"279",4,"changes"
"280",4,"b"
"281",4,"position"
"282",4,"classification"
"283",4,"changes"
"284",4,"b"
"285",4,"revenue"
"286",4,"revenue"
"287",4,"summary"
"288",4,"c"
"289",4,"revenue"
"290",4,"estimates"
"291",4,"c"
"292",4,"tax"
"293",4,"values"
"294",4,"rates"
"295",4,"and"
"296",4,"collections"
"297",4,"c"
"298",4,"general"
"299",4,"government"
"300",4,"city"
"301",4,"council"
"302",4,"d"
"303",4,"city"
"304",4,"clerk"
"305",4,"d"
"306",4,"city"
"307",4,"attorney"
"308",4,"d"
"309",4,"city"
"310",4,"manager"
"311",4,"d"
"312",4,"agency"
"313",4,"appropriations"
"314",4,"d"
"315",4,"economic"
"316",4,"development"
"317",4,"fund"
"318",4,"d"
"319",4,"budget"
"320",4,"management"
"321",4,"services"
"322",4,"d"
"323",4,"finance"
"324",4,"d"
"325",4,"risk"
"326",4,"management"
"327",4,"fund"
"328",4,"d"
"329",4,"information"
"330",4,"technology"
"331",4,"d"
"332",4,"human"
"333",4,"resources"
"334",4,"d"
"335",4,"healthdental"
"336",4,"trust"
"337",4,"and"
"338",4,"opeb"
"339",4,"trust"
"340",4,"funds"
"341",4,"d"
"342",4,"public"
"343",4,"affairs"
"344",4,"d"
"345",4,"special"
"346",4,"appropriations"
"347",4,"d"
"348",5,"infrastructure"
"349",5,"and"
"350",5,"public"
"351",5,"services"
"352",5,"infrastructure"
"353",5,"services"
"354",5,"map"
"355",5,"e"
"356",5,"community"
"357",5,"development"
"358",5,"funds"
"359",5,"e"
"360",5,"community"
"361",5,"services"
"362",5,"e"
"363",5,"planning"
"364",5,"and"
"365",5,"development"
"366",5,"e"
"367",5,"public"
"368",5,"works"
"369",5,"e"
"370",5,"parking"
"371",5,"facilities"
"372",5,"fund"
"373",5,"e"
"374",5,"stormwater"
"375",5,"utility"
"376",5,"fund"
"377",5,"e"
"378",5,"public"
"379",5,"transit"
"380",5,"fund"
"381",5,"e"
"382",5,"vehicle"
"383",5,"fleet"
"384",5,"services"
"385",5,"internal"
"386",5,"service"
"387",5,"fund"
"388",5,"e"
"389",5,"solid"
"390",5,"waste"
"391",5,"services"
"392",5,"fund"
"393",5,"e"
"394",5,"public"
"395",5,"safety"
"396",5,"public"
"397",5,"safety"
"398",5,"station"
"399",5,"map"
"400",5,"f"
"401",5,"emergency"
"402",5,"communications"
"403",5,"f"
"404",5,"emergency"
"405",5,"telephone"
"406",5,"system"
"407",5,"fund"
"408",5,"f"
"409",5,"fire"
"410",5,"f"
"411",5,"police"
"412",5,"f"
"413",5,"leisure"
"414",5,"services"
"415",5,"leisure"
"416",5,"services"
"417",5,"map"
"418",5,"g"
"419",5,"convention"
"420",5,"center"
"421",5,"complex"
"422",5,"fund"
"423",5,"g"
"424",5,"parks"
"425",5,"and"
"426",5,"recreation"
"427",5,"g"
"428",5,"revolving"
"429",5,"fund"
"430",5,"g"
"431",5,"public"
"432",5,"utilities"
"433",5,"public"
"434",5,"utilities"
"435",5,"map"
"436",5,"h"
"437",5,"public"
"438",5,"utilities"
"439",5,"fund"
"440",5,"h"
"441",5,"debt"
"442",5,"summary"
"443",5,"long"
"444",5,"term"
"445",5,"debt"
"446",5,"program"
"447",5,"i"
"448",5,"convention"
"449",5,"center"
"450",5,"debt"
"451",5,"service"
"452",5,"fundi"
"453",5,"general"
"454",5,"debt"
"455",5,"service"
"456",5,"fund"
"457",5,"i"
"458",5,"parking"
"459",5,"debt"
"460",5,"service"
"461",5,"fundi"
"462",5,"utilities"
"463",5,"debt"
"464",5,"service"
"465",5,"fund"
"466",5,"i"
"467",5,"capital"
"468",5,"budget"
"469",5,"capital"
"470",5,"budget"
"471",5,"by"
"472",5,"fund"
"473",5,"j"
"474",5,"appendix"
"475",5,"glossary"
"476",5,"k"
"477",5,"ordinances"
"478",5,"and"
"479",5,"resoultions"
"480",6,"june"
"481",6,"mayor"
"482",6,"nancy"
"483",6,"mcfarlane"
"484",6,"mayor"
"485",6,"pro"
"486",6,"tem"
"487",6,"russ"
"488",6,"stephenson"
"489",6,"councilor"
"490",6,"maryann"
"491",6,"baldwin"
"492",6,"councilor"
"493",6,"thomas"
"494",6,"g"
"495",6,"crowder"
"496",6,"councilor"
"497",6,"bonner"
"498",6,"gaylord"
"499",6,"councilor"
"500",6,"john"
"501",6,"odom"
"502",6,"councilor"
"503",6,"randall"
"504",6,"stagner"
"505",6,"councilor"
"506",6,"eugene"
