,page_number,word,organization
51004,241,minimum,Durham City
51005,241,firefighting,Durham City
51006,241,unit,Durham City
51007,241,personnel,Durham City
51008,241,and,Durham City
51009,241,the,Durham City
51010,241,occupational,Durham City
51011,241,safety,Durham City
51012,241,and,Durham City
51013,241,health,Durham City
51014,241,administrations,Durham City
51015,241,osha,Durham City
51016,241,cfr,Durham City
51017,241,on,Durham City
51018,241,respiratory,Durham City
51019,241,protection,Durham City
51020,241,and,Durham City
51021,241,by,Durham City
51022,241,reference,Durham City
51023,241,the,Durham City
51024,241,north,Durham City
51025,241,carolina,Durham City
51026,241,department,Durham City
51027,241,of,Durham City
51028,241,labors,Durham City
51029,241,division,Durham City
51030,241,of,Durham City
51031,241,occupation,Durham City
51032,241,safety,Durham City
51033,241,and,Durham City
51034,241,healths,Durham City
51035,241,twointwoout,Durham City
51036,241,requirements,Durham City
51037,241,by,Durham City
51038,241,a,Durham City
51039,241,single,Durham City
51040,241,operational,Durham City
51041,241,firefighting,Durham City
51042,241,unit,Durham City
51043,241,the,Durham City
51044,241,fire,Durham City
51045,241,department,Durham City
51046,241,needs,Durham City
51047,241,to,Durham City
51048,241,continue,Durham City
51049,241,building,Durham City
51050,241,capacity,Durham City
51051,241,in,Durham City
51052,241,order,Durham City
51053,241,to,Durham City
51054,241,respond,Durham City
51055,241,to,Durham City
51056,241,rapid,Durham City
51057,241,growth,Durham City
51058,241,and,Durham City
51059,241,development,Durham City
51060,241,the,Durham City
51061,241,department,Durham City
51062,241,continues,Durham City
51063,241,to,Durham City
51064,241,work,Durham City
51065,241,collaboratively,Durham City
51066,241,with,Durham City
51067,241,durham,Durham City
51068,241,public,Durham City
51069,241,schools,Durham City
51070,241,to,Durham City
51071,241,build,Durham City
51072,241,capacity,Durham City
51073,241,for,Durham City
51074,241,their,Durham City
51075,241,high,Durham City
51076,241,school,Durham City
51077,241,fire,Durham City
51078,241,academy,Durham City
51079,241,concept,Durham City
51080,242,the,Durham City
51081,242,department,Durham City
51082,242,will,Durham City
51083,242,continue,Durham City
51084,242,to,Durham City
51085,242,examine,Durham City
51086,242,its,Durham City
51087,242,new,Durham City
51088,242,firefighter,Durham City
51089,242,training,Durham City
51090,242,partnership,Durham City
51091,242,with,Durham City
51092,242,durham,Durham City
51093,242,technical,Durham City
51094,242,community,Durham City
51095,242,college,Durham City
51096,242,to,Durham City
51097,242,meet,Durham City
51098,242,the,Durham City
51099,242,needs,Durham City
51100,242,of,Durham City
51101,242,both,Durham City
51102,242,organizations,Durham City
51103,242,the,Durham City
51104,242,fire,Durham City
51105,242,department,Durham City
51106,242,seeks,Durham City
51107,242,to,Durham City
51108,242,increase,Durham City
51109,242,capacity,Durham City
51110,242,to,Durham City
51111,242,provide,Durham City
51112,242,closer,Durham City
51113,242,oversight,Durham City
51114,242,of,Durham City
51115,242,emergency,Durham City
51116,242,medical,Durham City
51117,242,service,Durham City
51118,242,delivery,Durham City
51119,242,and,Durham City
51120,242,reporting,Durham City
51121,242,by,Durham City
51122,242,employing,Durham City
51123,242,two,Durham City
51124,242,ems,Durham City
51125,242,trainers,Durham City
51126,242,who,Durham City
51127,242,will,Durham City
51128,242,monitor,Durham City
51129,242,personnel,Durham City
51130,242,certifications,Durham City
51131,242,and,Durham City
51132,242,provide,Durham City
51133,242,ems,Durham City
51134,242,continuing,Durham City
51135,242,education,Durham City
51136,242,for,Durham City
51137,242,all,Durham City
51138,242,fire,Durham City
51139,242,department,Durham City
51140,242,operations,Durham City
51141,242,personnel,Durham City
51142,242,the,Durham City
51143,242,department,Durham City
51144,242,needs,Durham City
51145,242,to,Durham City
51146,242,enhance,Durham City
51147,242,the,Durham City
51148,242,ability,Durham City
51149,242,for,Durham City
51150,242,any,Durham City
51151,242,suspicious,Durham City
51152,242,fires,Durham City
51153,242,to,Durham City
51154,242,be,Durham City
51155,242,investigated,Durham City
51156,242,in,Durham City
51157,242,the,Durham City
51158,242,most,Durham City
51159,242,efficient,Durham City
51160,242,way,Durham City
51161,242,possible,Durham City
51162,242,the,Durham City
51163,242,department,Durham City
51164,242,will,Durham City
51165,242,be,Durham City
51166,242,moving,Durham City
51167,242,forward,Durham City
51168,242,with,Durham City
51169,242,the,Durham City
51170,242,development,Durham City
51171,242,of,Durham City
51172,242,hour,Durham City
51173,242,availability,Durham City
51174,242,of,Durham City
51175,242,fire,Durham City
51176,242,investigators,Durham City
51177,242,this,Durham City
51178,242,service,Durham City
51179,242,will,Durham City
51180,242,provide,Durham City
51181,242,for,Durham City
51182,242,better,Durham City
51183,242,investigations,Durham City
51184,242,addressing,Durham City
51185,242,of,Durham City
51186,242,overcrowding,Durham City
51187,242,issues,Durham City
51188,242,and,Durham City
51189,242,other,Durham City
51190,242,challenges,Durham City
51191,242,of,Durham City
51192,242,a,Durham City
51193,242,rapidly,Durham City
51194,242,growing,Durham City
51195,242,city,Durham City
51196,242,the,Durham City
51197,242,fire,Durham City
51198,242,department,Durham City
51199,242,needs,Durham City
51200,242,to,Durham City
51201,242,continue,Durham City
51202,242,building,Durham City
51203,242,on,Durham City
51204,242,the,Durham City
51205,242,capacity,Durham City
51206,242,to,Durham City
51207,242,train,Durham City
51208,242,its,Durham City
51209,242,personnel,Durham City
51210,242,to,Durham City
51211,242,respond,Durham City
51212,242,to,Durham City
51213,242,active,Durham City
51214,242,assailant,Durham City
51215,242,and,Durham City
51216,242,other,Durham City
51217,242,asymmetrical,Durham City
51218,242,threats,Durham City
51219,242,develop,Durham City
51220,242,and,Durham City
51221,242,implement,Durham City
51222,242,a,Durham City
51223,242,staffing,Durham City
51224,242,and,Durham City
51225,242,service,Durham City
51226,242,delivery,Durham City
51227,242,model,Durham City
51228,242,to,Durham City
51229,242,increase,Durham City
51230,242,the,Durham City
51231,242,quality,Durham City
51232,242,and,Durham City
51233,242,quantity,Durham City
51234,242,of,Durham City
51235,242,codeenforcement,Durham City
51236,242,occurring,Durham City
51237,242,in,Durham City
51238,242,the,Durham City
51239,242,jurisdiction,Durham City
51240,242,accomplishments,Durham City
51241,242,for,Durham City
51242,242,fy,Durham City
51243,242,continued,Durham City
51244,242,the,Durham City
51245,242,replacement,Durham City
51246,242,of,Durham City
51247,242,vehicle,Durham City
51248,242,extrication,Durham City
51249,242,equipment,Durham City
51250,242,which,Durham City
51251,242,has,Durham City
51252,242,reached,Durham City
51253,242,the,Durham City
51254,242,end,Durham City
51255,242,of,Durham City
51256,242,its,Durham City
51257,242,useful,Durham City
51258,242,life,Durham City
51259,242,with,Durham City
51260,242,new,Durham City
51261,242,equipment,Durham City
51262,242,capable,Durham City
51263,242,of,Durham City
51264,242,dealing,Durham City
51265,242,with,Durham City
51266,242,reinforced,Durham City
51267,242,high,Durham City
51268,242,strength,Durham City
51269,242,steel,Durham City
51270,242,in,Durham City
51271,242,many,Durham City
51272,242,of,Durham City
51273,242,the,Durham City
51274,242,newer,Durham City
51275,242,car,Durham City
51276,242,models,Durham City
51277,242,continued,Durham City
51278,242,advanced,Durham City
51279,242,testing,Durham City
51280,242,and,Durham City
51281,242,replacement,Durham City
51282,242,of,Durham City
51283,242,turnout,Durham City
51284,242,gear,Durham City
51285,242,according,Durham City
51286,242,to,Durham City
51287,242,nfpa,Durham City
51288,242,standard,Durham City
51289,242,edition,Durham City
51290,242,continued,Durham City
51291,242,annual,Durham City
51292,242,fitness,Durham City
51293,242,testing,Durham City
51294,242,for,Durham City
51295,242,all,Durham City
51296,242,operations,Durham City
51297,242,personnel,Durham City
51298,242,to,Durham City
51299,242,maintain,Durham City
51300,242,operational,Durham City
51301,242,readiness,Durham City
51302,242,for,Durham City
51303,242,emergency,Durham City
51304,242,responses,Durham City
51305,242,continued,Durham City
51306,242,to,Durham City
51307,242,check,Durham City
51308,242,the,Durham City
51309,242,operational,Durham City
51310,242,readiness,Durham City
51311,242,and,Durham City
51312,242,appearance,Durham City
51313,242,of,Durham City
51314,242,all,Durham City
51315,242,hydrants,Durham City
51316,242,continued,Durham City
51317,242,to,Durham City
51318,242,participate,Durham City
51319,242,in,Durham City
51320,242,regional,Durham City
51321,242,urban,Durham City
51322,242,search,Durham City
51323,242,and,Durham City
51324,242,rescue,Durham City
51325,242,usar,Durham City
51326,242,and,Durham City
51327,242,hazardous,Durham City
51328,242,materials,Durham City
51329,242,training,Durham City
51330,242,with,Durham City
51331,242,the,Durham City
51332,242,raleigh,Durham City
51333,242,and,Durham City
51334,242,chapel,Durham City
51335,242,hill,Durham City
51336,242,fire,Durham City
51337,242,departments,Durham City
51338,242,continued,Durham City
51339,242,attendance,Durham City
51340,242,at,Durham City
51341,242,pac,Durham City
51342,242,meetings,Durham City
51343,242,open,Durham City
51344,242,command,Durham City
51345,242,staff,Durham City
51346,242,meeting,Durham City
51347,242,format,Durham City
51348,242,and,Durham City
51349,242,the,Durham City
51350,242,station,Durham City
51351,242,meeting,Durham City
51352,242,program,Durham City
51353,242,to,Durham City
51354,242,ensure,Durham City
51355,242,effective,Durham City
51356,242,internal,Durham City
51357,242,and,Durham City
51358,242,external,Durham City
51359,242,communication,Durham City
51360,242,began,Durham City
51361,242,the,Durham City
51362,242,formation,Durham City
51363,242,of,Durham City
51364,242,thee,Durham City
51365,242,new,Durham City
51366,242,advisory,Durham City
51367,242,committees,Durham City
51368,242,to,Durham City
51369,242,address,Durham City
51370,242,departmental,Durham City
51371,242,and,Durham City
51372,242,emerging,Durham City
51373,242,fire,Durham City
51374,242,service,Durham City
51375,242,issues,Durham City
51376,242,such,Durham City
51377,242,firefighter,Durham City
51378,242,cancer,Durham City
51379,242,personal,Durham City
51380,242,protective,Durham City
51381,242,equipment,Durham City
51382,242,ppe,Durham City
51383,242,and,Durham City
51384,242,peer,Durham City
51385,242,counseling,Durham City
51386,242,more,Durham City
51387,242,than,Durham City
51388,242,doubled,Durham City
51389,242,the,Durham City
51390,242,number,Durham City
51391,242,of,Durham City
51392,242,courtesy,Durham City
51393,242,home,Durham City
51394,242,fire,Durham City
51395,242,and,Durham City
51396,242,life,Durham City
51397,242,safety,Durham City
51398,242,evaluations,Durham City
51399,242,at,Durham City
51400,242,no,Durham City
51401,242,cost,Durham City
51402,242,to,Durham City
51403,242,residents,Durham City
51404,242,on,Durham City
51405,242,track,Durham City
51406,242,to,Durham City
51407,242,more,Durham City
51408,242,than,Durham City
51409,242,triple,Durham City
51410,242,the,Durham City
51411,242,distribution,Durham City
51412,242,of,Durham City
51413,242,smoke,Durham City
51414,242,and,Durham City
51415,242,carbon,Durham City
51416,242,monoxide,Durham City
51417,242,alarms,Durham City
51418,242,to,Durham City
51419,242,city,Durham City
51420,242,of,Durham City
51421,242,durham,Durham City
51422,242,residents,Durham City
51423,242,at,Durham City
51424,242,no,Durham City
51425,242,cost,Durham City
51426,242,through,Durham City
51427,242,the,Durham City
51428,242,first,Durham City
51429,242,months,Durham City
51430,242,of,Durham City
51431,242,the,Durham City
51432,242,year,Durham City
51433,242,our,Durham City
51434,242,fire,Durham City
51435,242,education,Durham City
51436,242,captain,Durham City
51437,242,conducted,Durham City
51438,242,over,Durham City
51439,242,programs,Durham City
51440,242,engaging,Durham City
51441,242,over,Durham City
51442,242,residents,Durham City
51443,242,operations,Durham City
51444,242,companies,Durham City
51445,242,engaged,Durham City
51446,242,in,Durham City
51447,242,another,Durham City
51448,242,events,Durham City
51449,242,partnerships,Durham City
51450,242,on,Durham City
51451,242,fire,Durham City
51452,242,and,Durham City
51453,242,life,Durham City
51454,242,safety,Durham City
51455,242,programs,Durham City
51456,242,regularly,Durham City
51457,242,include,Durham City
51458,242,the,Durham City
51459,242,american,Durham City
51460,242,red,Durham City
51461,242,cross,Durham City
51462,242,durham,Durham City
51463,242,police,Durham City
51464,242,department,Durham City
51465,242,neighborhood,Durham City
51466,242,improvement,Durham City
51467,242,services,Durham City
51468,242,durham,Durham City
51469,242,parks,Durham City
51470,242,and,Durham City
51471,242,recreation,Durham City
51472,242,safe,Durham City
51473,242,kids,Durham City
51474,242,nc,Durham City
51475,242,duke,Durham City
51476,242,university,Durham City
51477,242,north,Durham City
51478,242,carolina,Durham City
51479,242,central,Durham City
51480,242,university,Durham City
51481,242,durham,Durham City
51482,242,bike,Durham City
51483,242,coop,Durham City
51484,242,nc,Durham City
51485,242,office,Durham City
51486,242,of,Durham City
51487,242,the,Durham City
51488,242,state,Durham City
51489,242,fire,Durham City
51490,242,marshal,Durham City
51491,242,department,Durham City
51492,242,of,Durham City
51493,242,health,Durham City
51494,242,and,Durham City
51495,242,human,Durham City
51496,242,services,Durham City
51497,242,durham,Durham City
51498,242,rescue,Durham City
51499,242,mission,Durham City
51500,242,durham,Durham City
51501,242,housing,Durham City
51502,242,authority,Durham City
51503,242,vision,Durham City
51504,242,zero,Durham City
51505,242,triangle,Durham City
51506,242,fall,Durham City
51507,242,prevention,Durham City
51508,242,coalition,Durham City
51509,242,and,Durham City
51510,242,the,Durham City
51511,242,refugee,Durham City
51512,242,coalition,Durham City
51513,242,nearly,Durham City
51514,242,completed,Durham City
51515,242,the,Durham City
51516,242,database,Durham City
51517,242,of,Durham City
51518,242,businesses,Durham City
51519,242,subject,Durham City
51520,242,to,Durham City
51521,242,an,Durham City
51522,242,nc,Durham City
51523,242,fire,Durham City
51524,242,code,Durham City
51525,242,inspection,Durham City
51526,242,continuned,Durham City
51527,242,efforts,Durham City
51528,242,to,Durham City
51529,242,increase,Durham City
51530,242,the,Durham City
51531,242,representation,Durham City
51532,242,of,Durham City
51533,242,uniformed,Durham City
51534,242,women,Durham City
51535,242,and,Durham City
51536,242,minorities,Durham City
51537,242,in,Durham City
51538,242,the,Durham City
51539,242,durham,Durham City
51540,242,fire,Durham City
51541,242,department,Durham City
51542,242,with,Durham City
51543,242,a,Durham City
51544,242,focus,Durham City
51545,242,on,Durham City
51546,242,reflecting,Durham City
51547,242,our,Durham City
51548,242,community,Durham City
51549,242,continued,Durham City
51550,242,monitoring,Durham City
51551,242,the,Durham City
51552,242,success,Durham City
51553,242,of,Durham City
51554,242,training,Durham City
51555,242,hour,Durham City
51556,242,requirements,Durham City
51557,242,for,Durham City
51558,242,all,Durham City
51559,242,uniformed,Durham City
51560,242,personnel,Durham City
51561,242,one,Durham City
51562,242,chief,Durham City
51563,242,officer,Durham City
51564,242,is,Durham City
51565,242,participating,Durham City
51566,242,in,Durham City
51567,242,the,Durham City
51568,242,national,Durham City
51569,242,fire,Durham City
51570,242,academys,Durham City
51571,242,executive,Durham City
51572,242,fire,Durham City
51573,242,officer,Durham City
51574,242,program,Durham City
51575,242,continued,Durham City
51576,242,the,Durham City
51577,242,development,Durham City
51578,242,and,Durham City
51579,242,evaluation,Durham City
51580,242,of,Durham City
51581,242,operational,Durham City
51582,242,sogs,Durham City
51583,242,successfully,Durham City
51584,242,onboarded,Durham City
51585,242,new,Durham City
51586,242,firefighters,Durham City
51587,242,inclusive,Durham City
51588,242,of,Durham City
51589,242,the,Durham City
51590,242,consolidation,Durham City
51591,242,opened,Durham City
51592,242,fire,Durham City
51593,242,station,Durham City
51594,242,and,Durham City
51595,242,absorbed,Durham City
51596,242,stations,Durham City
51597,242,and,Durham City
51598,242,from,Durham City
51599,242,durham,Durham City
51600,242,county,Durham City
51601,242,reinstituted,Durham City
51602,242,the,Durham City
51603,242,target,Durham City
51604,242,solutions,Durham City
51605,242,learning,Durham City
51606,242,management,Durham City
51607,242,platform,Durham City
51608,242,for,Durham City
51609,242,distance,Durham City
51610,242,learning,Durham City
51611,242,and,Durham City
51612,242,continuing,Durham City
51613,242,education,Durham City
51614,242,training,Durham City
51615,242,promoted,Durham City
51616,242,eight,Durham City
51617,242,chief,Durham City
51618,242,officers,Durham City
51619,242,and,Durham City
51620,242,eight,Durham City
51621,242,fire,Durham City
51622,242,drivers,Durham City
51623,242,in,Durham City
51624,242,the,Durham City
51625,242,operations,Durham City
51626,242,division,Durham City
51627,242,promoted,Durham City
51628,242,an,Durham City
51629,242,assistant,Durham City
51630,242,chief,Durham City
51631,242,and,Durham City
51632,242,two,Durham City
51633,242,assistant,Durham City
51634,242,fire,Durham City
51635,242,marshals,Durham City
51636,242,in,Durham City
51637,242,the,Durham City
51638,242,prevention,Durham City
51639,242,division,Durham City
51640,242,all,Durham City
51641,242,employees,Durham City
51642,242,completed,Durham City
51643,242,diversity,Durham City
51644,242,and,Durham City
51645,242,inclusion,Durham City
51646,242,training,Durham City
51647,243,anticipated,Durham City
51648,243,accomplishments,Durham City
51649,243,for,Durham City
51650,243,fy,Durham City
51651,243,provide,Durham City
51652,243,and,Durham City
51653,243,install,Durham City
51654,243,smoke,Durham City
51655,243,and,Durham City
51656,243,carbon,Durham City
51657,243,monoxide,Durham City
51658,243,alarms,Durham City
51659,243,to,Durham City
51660,243,our,Durham City
51661,243,residents,Durham City
51662,243,free,Durham City
51663,243,of,Durham City
51664,243,charge,Durham City
51665,243,through,Durham City
51666,243,a,Durham City
51667,243,weekly,Durham City
51668,243,canvas,Durham City
51669,243,of,Durham City
51670,243,all,Durham City
51671,243,stations,Durham City
51672,243,throughout,Durham City
51673,243,the,Durham City
51674,243,late,Durham City
51675,243,spring,Durham City
51676,243,and,Durham City
51677,243,summer,Durham City
51678,243,review,Durham City
51679,243,and,Durham City
51680,243,update,Durham City
51681,243,one,Durham City
51682,243,third,Durham City
51683,243,of,Durham City
51684,243,fire,Durham City
51685,243,department,Durham City
51686,243,policies,Durham City
51687,243,promote,Durham City
51688,243,captains,Durham City
51689,243,and,Durham City
51690,243,drivers,Durham City
51691,243,in,Durham City
51692,243,the,Durham City
51693,243,operations,Durham City
51694,243,division,Durham City
51695,243,and,Durham City
51696,243,two,Durham City
51697,243,assistant,Durham City
51698,243,fire,Durham City
51699,243,marshals,Durham City
51700,243,in,Durham City
51701,243,the,Durham City
51702,243,prevention,Durham City
51703,243,division,Durham City
51704,243,develop,Durham City
51705,243,a,Durham City
51706,243,powerful,Durham City
51707,243,data,Durham City
51708,243,management,Durham City
51709,243,program,Durham City
51710,243,to,Durham City
51711,243,more,Durham City
51712,243,accurately,Durham City
51713,243,capture,Durham City
51714,243,and,Durham City
51715,243,use,Durham City
51716,243,data,Durham City
51717,243,for,Durham City
51718,243,strategic,Durham City
51719,243,planning,Durham City
51720,243,and,Durham City
51721,243,resource,Durham City
51722,243,deployment,Durham City
51723,243,expand,Durham City
51724,243,advanced,Durham City
51725,243,testing,Durham City
51726,243,and,Durham City
51727,243,replacement,Durham City
51728,243,of,Durham City
51729,243,turnout,Durham City
51730,243,gear,Durham City
51731,243,according,Durham City
51732,243,to,Durham City
51733,243,nfpa,Durham City
51734,243,standard,Durham City
51735,243,edition,Durham City
51736,243,continue,Durham City
51737,243,the,Durham City
51738,243,replacement,Durham City
51739,243,of,Durham City
51740,243,vehicle,Durham City
51741,243,extrication,Durham City
51742,243,equipment,Durham City
51743,243,which,Durham City
51744,243,has,Durham City
51745,243,reached,Durham City
51746,243,the,Durham City
51747,243,end,Durham City
51748,243,of,Durham City
51749,243,its,Durham City
51750,243,useful,Durham City
51751,243,life,Durham City
51752,243,with,Durham City
51753,243,new,Durham City
51754,243,equipment,Durham City
51755,243,capable,Durham City
51756,243,of,Durham City
51757,243,dealing,Durham City
51758,243,with,Durham City
51759,243,reinforced,Durham City
51760,243,high,Durham City
51761,243,strength,Durham City
51762,243,steel,Durham City
51763,243,in,Durham City
51764,243,many,Durham City
51765,243,of,Durham City
51766,243,the,Durham City
51767,243,newer,Durham City
51768,243,car,Durham City
51769,243,models,Durham City
51770,243,continue,Durham City
51771,243,to,Durham City
51772,243,check,Durham City
51773,243,the,Durham City
51774,243,operational,Durham City
51775,243,readiness,Durham City
51776,243,and,Durham City
51777,243,appearance,Durham City
51778,243,of,Durham City
51779,243,all,Durham City
51780,243,hydrants,Durham City
51781,243,pursue,Durham City
51782,243,compliance,Durham City
51783,243,with,Durham City
51784,243,nfpa,Durham City
51785,243,guidelines,Durham City
51786,243,continue,Durham City
51787,243,to,Durham City
51788,243,participate,Durham City
51789,243,in,Durham City
51790,243,regional,Durham City
51791,243,urban,Durham City
51792,243,search,Durham City
51793,243,and,Durham City
51794,243,rescue,Durham City
51795,243,usar,Durham City
51796,243,and,Durham City
51797,243,hazardous,Durham City
51798,243,materials,Durham City
51799,243,training,Durham City
51800,243,with,Durham City
51801,243,the,Durham City
51802,243,raleigh,Durham City
51803,243,and,Durham City
51804,243,chapel,Durham City
51805,243,hill,Durham City
51806,243,fire,Durham City
51807,243,departments,Durham City
51808,243,continue,Durham City
51809,243,attendance,Durham City
51810,243,at,Durham City
51811,243,pac,Durham City
51812,243,meetings,Durham City
51813,243,open,Durham City
51814,243,command,Durham City
51815,243,staff,Durham City
51816,243,meeting,Durham City
51817,243,format,Durham City
51818,243,and,Durham City
51819,243,the,Durham City
51820,243,station,Durham City
51821,243,meeting,Durham City
51822,243,program,Durham City
51823,243,to,Durham City
51824,243,ensure,Durham City
51825,243,effective,Durham City
51826,243,internal,Durham City
51827,243,and,Durham City
51828,243,external,Durham City
51829,243,communication,Durham City
51830,243,conduct,Durham City
51831,243,courtesy,Durham City
51832,243,home,Durham City
51833,243,fire,Durham City
51834,243,and,Durham City
51835,243,life,Durham City
51836,243,safety,Durham City
51837,243,evaluations,Durham City
51838,243,the,Durham City
51839,243,department,Durham City
51840,243,will,Durham City
51841,243,continue,Durham City
51842,243,its,Durham City
51843,243,effort,Durham City
51844,243,to,Durham City
51845,243,address,Durham City
51846,243,the,Durham City
51847,243,impacts,Durham City
51848,243,on,Durham City
51849,243,fire,Durham City
51850,243,protection,Durham City
51851,243,resulting,Durham City
51852,243,from,Durham City
51853,243,continued,Durham City
51854,243,development,Durham City
51855,243,in,Durham City
51856,243,the,Durham City
51857,243,downtown,Durham City
51858,243,city,Durham City
51859,243,center,Durham City
51860,243,as,Durham City
51861,243,well,Durham City
51862,243,as,Durham City
51863,243,in,Durham City
51864,243,the,Durham City
51865,243,newly,Durham City
51866,243,annexed,Durham City
51867,243,areas,Durham City
51868,243,in,Durham City
51869,243,eastern,Durham City
51870,243,and,Durham City
51871,243,southern,Durham City
51872,243,durham,Durham City
51873,243,conduct,Durham City
51874,243,a,Durham City
51875,243,needs,Durham City
51876,243,analysis,Durham City
51877,243,and,Durham City
51878,243,develop,Durham City
51879,243,a,Durham City
51880,243,training,Durham City
51881,243,plan,Durham City
51882,243,for,Durham City
51883,243,the,Durham City
51884,243,the,Durham City
51885,243,number,Durham City
51886,243,of,Durham City
51887,243,personnel,Durham City
51888,243,with,Durham City
51889,243,advanced,Durham City
51890,243,certifications,Durham City
51891,243,in,Durham City
51892,243,special,Durham City
51893,243,operations,Durham City
51894,243,and,Durham City
51895,243,emergency,Durham City
51896,243,medical,Durham City
51897,243,services,Durham City
51898,243,increase,Durham City
51899,243,the,Durham City
51900,243,focus,Durham City
51901,243,on,Durham City
51902,243,leadership,Durham City
51903,243,training,Durham City
51904,243,and,Durham City
51905,243,succession,Durham City
51906,243,planning,Durham City
51907,244,department,Durham City
51908,244,performance,Durham City
51909,244,summary,Durham City
51910,244,objective,Durham City
51911,244,enhance,Durham City
51912,244,emergency,Durham City
51913,244,response,Durham City
51914,244,capabilities,Durham City
51915,244,program,Durham City
51916,244,operations,Durham City
51917,244,and,Durham City
51918,244,emergency,Durham City
51919,244,responses,Durham City
51920,244,program,Durham City
51921,244,operations,Durham City
51922,244,and,Durham City
51923,244,emergency,Durham City
51924,244,responses,Durham City
51925,244,dollar,Durham City
51926,244,lossdollar,Durham City
51927,244,save,Durham City
51928,244,community,Durham City
51929,244,impact,Durham City
51930,244,response,Durham City
51931,244,times,Durham City
51932,244,fy,Durham City
51933,244,fy,Durham City
51934,244,fy,Durham City
51935,244,fy,Durham City
51936,244,fy,Durham City
51937,244,fy,Durham City
51938,244,fy,Durham City
51939,244,fy,Durham City
51940,244,fy,Durham City
51941,244,fy,Durham City
51942,244,target,Durham City
51943,244,fire,Durham City
51944,244,disp,Durham City
51945,244,st,Durham City
51946,244,arriv,Durham City
51947,244,e,Durham City
51948,244,mins,Durham City
51949,244,secs,Durham City
51950,244,target,Durham City
51951,244,percent,Durham City
51952,244,sav,Durham City
51953,244,ed,Durham City
51954,244,total,Durham City
51955,244,percent,Durham City
51956,244,sav,Durham City
51957,244,ed,Durham City
51958,244,ems,Durham City
51959,244,disparriv,Durham City
51960,244,e,Durham City
51961,244,mins,Durham City
51962,244,and,Durham City
51963,244,secs,Durham City
51964,244,estimate,Durham City
51965,244,percent,Durham City
51966,244,sav,Durham City
51967,244,ed,Durham City
51968,244,objective,Durham City
51969,244,increase,Durham City
51970,244,code,Durham City
51971,244,enforcement,Durham City
51972,244,and,Durham City
51973,244,community,Durham City
51974,244,education,Durham City
51975,244,efforts,Durham City
51976,244,program,Durham City
51977,244,fire,Durham City
51978,244,prevention,Durham City
51979,244,program,Durham City
51980,244,fire,Durham City
51981,244,prevention,Durham City
51982,244,program,Durham City
51983,244,fire,Durham City
51984,244,prevention,Durham City
51985,244,number,Durham City
51986,244,of,Durham City
51987,244,inspectionsroutine,Durham City
51988,244,of,Durham City
51989,244,population,Durham City
51990,244,that,Durham City
51991,244,received,Durham City
51992,244,fire,Durham City
51993,244,amount,Durham City
51994,244,of,Durham City
51995,244,revenue,Durham City
51996,244,billed,Durham City
51997,244,new,Durham City
51998,244,construction,Durham City
51999,244,and,Durham City
52000,244,life,Durham City
52001,244,safety,Durham City
52002,244,training,Durham City
52003,244,fy,Durham City
52004,244,fy,Durham City
52005,244,fy,Durham City
52006,244,fy,Durham City
52007,244,fy,Durham City
52008,244,fy,Durham City
52009,244,fy,Durham City
52010,244,fy,Durham City
52011,244,fy,Durham City
52012,244,fy,Durham City
52013,244,total,Durham City
52014,244,to,Durham City
52015,244,date,Durham City
52016,244,fy,Durham City
52017,244,fy,Durham City
52018,244,fy,Durham City
52019,244,total,Durham City
52020,244,construction,Durham City
52021,244,inspections,Durham City
52022,244,ytd,Durham City
52023,244,total,Durham City
52024,244,fire,Durham City
52025,244,inspections,Durham City
52026,244,ytd,Durham City
52027,244,target,Durham City
52028,244,annual,Durham City
52029,244,annual,Durham City
52030,244,target,Durham City
52031,244,all,Durham City
52032,244,inspections,Durham City
52033,244,estimate,Durham City
52034,244,annual,Durham City
52035,244,actual,Durham City
52036,244,target,Durham City
52037,244,estimate,Durham City
52038,245,objective,Durham City
52039,245,increase,Durham City
52040,245,staff,Durham City
52041,245,preparedness,Durham City
52042,245,through,Durham City
52043,245,training,Durham City
52044,245,program,Durham City
52045,245,safety,Durham City
52046,245,and,Durham City
52047,245,training,Durham City
52048,245,program,Durham City
52049,245,safety,Durham City
52050,245,and,Durham City
52051,245,training,Durham City
52052,245,of,Durham City
52053,245,operations,Durham City
52054,245,staff,Durham City
52055,245,response,Durham City
52056,245,unit,Durham City
52057,245,assigned,Durham City
52058,245,meeting,Durham City
52059,245,of,Durham City
52060,245,total,Durham City
52061,245,training,Durham City
52062,245,hours,Durham City
52063,245,dedicated,Durham City
52064,245,to,Durham City
52065,245,emergency,Durham City
52066,245,training,Durham City
52067,245,hour,Durham City
52068,245,requirements,Durham City
52069,245,medical,Durham City
52070,245,response,Durham City
52071,245,cy,Durham City
52072,245,cy,Durham City
52073,245,cy,Durham City
52074,245,cy,Durham City
52075,245,fy,Durham City
52076,245,fy,Durham City
52077,245,fy,Durham City
52078,245,fy,Durham City
52079,245,fy,Durham City
52080,245,actualytd,Durham City
52081,245,target,Durham City
52082,245,estimate,Durham City
52083,245,actualytd,Durham City
52084,245,target,Durham City
52085,245,estimate,Durham City
52086,246,police,Durham City
52087,246,department,Durham City
52088,246,ftes,Durham City
52089,246,chief,Durham City
52090,246,of,Durham City
52091,246,police,Durham City
52092,246,executive,Durham City
52093,246,assistant,Durham City
52094,246,ftes,Durham City
