,page_number,word,organization
24131,114,fte,Charlotte City
24132,114,amount,Charlotte City
24133,114,provide,Charlotte City
24134,114,funds,Charlotte City
24135,114,for,Charlotte City
24136,114,a,Charlotte City
24137,114,citywide,Charlotte City
24138,114,compensation,Charlotte City
24139,114,increase,Charlotte City
24140,114,support,Charlotte City
24141,114,compensation,Charlotte City
24142,114,increase,Charlotte City
24143,114,for,Charlotte City
24144,114,employees,Charlotte City
24145,114,in,Charlotte City
24146,114,fy,Charlotte City
24147,114,which,Charlotte City
24148,114,includes,Charlotte City
24149,114,a,Charlotte City
24150,114,three,Charlotte City
24151,114,percent,Charlotte City
24152,114,merit,Charlotte City
24153,114,increase,Charlotte City
24154,114,pool,Charlotte City
24155,114,for,Charlotte City
24156,114,salaried,Charlotte City
24157,114,employees,Charlotte City
24158,114,a,Charlotte City
24159,114,percent,Charlotte City
24160,114,market,Charlotte City
24161,114,increase,Charlotte City
24162,114,and,Charlotte City
24163,114,percent,Charlotte City
24164,114,merit,Charlotte City
24165,114,increase,Charlotte City
24166,114,pool,Charlotte City
24167,114,for,Charlotte City
24168,114,hourly,Charlotte City
24169,114,employees,Charlotte City
24170,114,and,Charlotte City
24171,114,a,Charlotte City
24172,114,percent,Charlotte City
24173,114,market,Charlotte City
24174,114,increase,Charlotte City
24175,114,and,Charlotte City
24176,114,step,Charlotte City
24177,114,increase,Charlotte City
24178,114,to,Charlotte City
24179,114,five,Charlotte City
24180,114,percent,Charlotte City
24181,114,for,Charlotte City
24182,114,eligible,Charlotte City
24183,114,public,Charlotte City
24184,114,safety,Charlotte City
24185,114,pay,Charlotte City
24186,114,plan,Charlotte City
24187,114,employees,Charlotte City
24188,114,additional,Charlotte City
24189,114,funds,Charlotte City
24190,114,are,Charlotte City
24191,114,included,Charlotte City
24192,114,in,Charlotte City
24193,114,the,Charlotte City
24194,114,non,Charlotte City
24195,114,department,Charlotte City
24196,114,budget,Charlotte City
24197,114,to,Charlotte City
24198,114,ensure,Charlotte City
24199,114,that,Charlotte City
24200,114,all,Charlotte City
24201,114,general,Charlotte City
24202,114,employees,Charlotte City
24203,114,with,Charlotte City
24204,114,a,Charlotte City
24205,114,positive,Charlotte City
24206,114,performance,Charlotte City
24207,114,review,Charlotte City
24208,114,receive,Charlotte City
24209,114,at,Charlotte City
24210,114,least,Charlotte City
24211,114,a,Charlotte City
24212,114,one,Charlotte City
24213,114,dollar,Charlotte City
24214,114,per,Charlotte City
24215,114,hour,Charlotte City
24216,114,increase,Charlotte City
24217,114,by,Charlotte City
24218,114,the,Charlotte City
24219,114,end,Charlotte City
24220,114,of,Charlotte City
24221,114,fy,Charlotte City
24222,114,update,Charlotte City
24223,114,personnel,Charlotte City
24224,114,expenditures,Charlotte City
24225,114,technical,Charlotte City
24226,114,adjustment,Charlotte City
24227,114,to,Charlotte City
24228,114,update,Charlotte City
24229,114,department,Charlotte City
24230,114,costs,Charlotte City
24231,114,for,Charlotte City
24232,114,personnel,Charlotte City
24233,114,services,Charlotte City
24234,114,the,Charlotte City
24235,114,update,Charlotte City
24236,114,includes,Charlotte City
24237,114,the,Charlotte City
24238,114,full,Charlotte City
24239,114,annual,Charlotte City
24240,114,cost,Charlotte City
24241,114,of,Charlotte City
24242,114,salary,Charlotte City
24243,114,increases,Charlotte City
24244,114,approved,Charlotte City
24245,114,in,Charlotte City
24246,114,fy,Charlotte City
24247,114,an,Charlotte City
24248,114,update,Charlotte City
24249,114,to,Charlotte City
24250,114,employer,Charlotte City
24251,114,healthcare,Charlotte City
24252,114,costs,Charlotte City
24253,114,and,Charlotte City
24254,114,the,Charlotte City
24255,114,impact,Charlotte City
24256,114,of,Charlotte City
24257,114,staffing,Charlotte City
24258,114,changes,Charlotte City
24259,114,that,Charlotte City
24260,114,have,Charlotte City
24261,114,occurred,Charlotte City
24262,114,in,Charlotte City
24263,114,fy,Charlotte City
24264,114,these,Charlotte City
24265,114,are,Charlotte City
24266,114,routine,Charlotte City
24267,114,actions,Charlotte City
24268,114,that,Charlotte City
24269,114,occur,Charlotte City
24270,114,at,Charlotte City
24271,114,the,Charlotte City
24272,114,beginning,Charlotte City
24273,114,of,Charlotte City
24274,114,the,Charlotte City
24275,114,budget,Charlotte City
24276,114,cycle,Charlotte City
24277,114,the,Charlotte City
24278,114,update,Charlotte City
24279,114,also,Charlotte City
24280,114,includes,Charlotte City
24281,114,funding,Charlotte City
24282,114,for,Charlotte City
24283,114,a,Charlotte City
24284,114,community,Charlotte City
24285,114,relations,Charlotte City
24286,114,administrator,Charlotte City
24287,114,and,Charlotte City
24288,114,community,Charlotte City
24289,114,affairs,Charlotte City
24290,114,manager,Charlotte City
24291,114,added,Charlotte City
24292,114,in,Charlotte City
24293,114,fy,Charlotte City
24294,114,adjust,Charlotte City
24295,114,employer,Charlotte City
24296,114,contribution,Charlotte City
24297,114,to,Charlotte City
24298,114,the,Charlotte City
24299,114,north,Charlotte City
24300,114,carolina,Charlotte City
24301,114,local,Charlotte City
24302,114,governmental,Charlotte City
24303,114,employees,Charlotte City
24304,114,retirement,Charlotte City
24305,114,system,Charlotte City
24306,114,nclgers,Charlotte City
24307,114,technical,Charlotte City
24308,114,adjustment,Charlotte City
24309,114,for,Charlotte City
24310,114,the,Charlotte City
24311,114,required,Charlotte City
24312,114,employer,Charlotte City
24313,114,retirement,Charlotte City
24314,114,contribution,Charlotte City
24315,114,based,Charlotte City
24316,114,on,Charlotte City
24317,114,the,Charlotte City
24318,114,nclgers,Charlotte City
24319,114,board,Charlotte City
24320,114,of,Charlotte City
24321,114,trustees,Charlotte City
24322,114,january,Charlotte City
24323,114,action,Charlotte City
24324,114,to,Charlotte City
24325,114,increase,Charlotte City
24326,114,employer,Charlotte City
24327,114,rates,Charlotte City
24328,114,from,Charlotte City
24329,114,percent,Charlotte City
24330,114,to,Charlotte City
24331,114,percent,Charlotte City
24332,114,for,Charlotte City
24333,114,general,Charlotte City
24334,114,employees,Charlotte City
24335,114,and,Charlotte City
24336,114,percent,Charlotte City
24337,114,to,Charlotte City
24338,114,percent,Charlotte City
24339,114,for,Charlotte City
24340,114,law,Charlotte City
24341,114,enforcement,Charlotte City
24342,114,officers,Charlotte City
24343,114,update,Charlotte City
24344,114,allocations,Charlotte City
24345,114,for,Charlotte City
24346,114,internal,Charlotte City
24347,114,service,Charlotte City
24348,114,providers,Charlotte City
24349,114,isps,Charlotte City
24350,114,technical,Charlotte City
24351,114,adjustment,Charlotte City
24352,114,to,Charlotte City
24353,114,update,Charlotte City
24354,114,funds,Charlotte City
24355,114,needed,Charlotte City
24356,114,to,Charlotte City
24357,114,support,Charlotte City
24358,114,isps,Charlotte City
24359,114,based,Charlotte City
24360,114,on,Charlotte City
24361,114,anticipated,Charlotte City
24362,114,cost,Charlotte City
24363,114,of,Charlotte City
24364,114,services,Charlotte City
24365,114,isps,Charlotte City
24366,114,provide,Charlotte City
24367,114,services,Charlotte City
24368,114,to,Charlotte City
24369,114,other,Charlotte City
24370,114,city,Charlotte City
24371,114,departments,Charlotte City
24372,114,including,Charlotte City
24373,114,building,Charlotte City
24374,114,maintenance,Charlotte City
24375,114,rent,Charlotte City
24376,114,of,Charlotte City
24377,114,land,Charlotte City
24378,114,and,Charlotte City
24379,114,buildings,Charlotte City
24380,114,telecommunication,Charlotte City
24381,114,insurance,Charlotte City
24382,114,liabilities,Charlotte City
24383,114,insurance,Charlotte City
24384,114,premiums,Charlotte City
24385,114,and,Charlotte City
24386,114,risk,Charlotte City
24387,114,administration,Charlotte City
24388,114,net,Charlotte City
24389,114,change,Charlotte City
24390,115,community,Charlotte City
24391,115,relations,Charlotte City
24392,115,performance,Charlotte City
24393,115,measure,Charlotte City
24394,115,highlights,Charlotte City
24395,115,fy,Charlotte City
24396,115,fy,Charlotte City
24397,115,fy,Charlotte City
24398,115,objective,Charlotte City
24399,115,measure,Charlotte City
24400,115,actual,Charlotte City
24401,115,target,Charlotte City
24402,115,target,Charlotte City
24403,115,strategic,Charlotte City
24404,115,priority,Charlotte City
24405,115,area,Charlotte City
24406,115,neighborhood,Charlotte City
24407,115,development,Charlotte City
24408,115,safe,Charlotte City
24409,115,healthy,Charlotte City
24410,115,and,Charlotte City
24411,115,inclusive,Charlotte City
24412,115,communities,Charlotte City
24413,115,improve,Charlotte City
24414,115,human,Charlotte City
24415,115,relations,Charlotte City
24416,115,number,Charlotte City
24417,115,of,Charlotte City
24418,115,collaborations,Charlotte City
24419,115,work,Charlotte City
24420,115,process,Charlotte City
24421,115,for,Charlotte City
24422,115,and,Charlotte City
24423,115,partnerships,Charlotte City
24424,115,with,Charlotte City
24425,115,the,Charlotte City
24426,115,international,Charlotte City
24427,115,community,Charlotte City
24428,115,international,Charlotte City
24429,115,community,Charlotte City
24430,115,improve,Charlotte City
24431,115,service,Charlotte City
24432,115,delivery,Charlotte City
24433,115,to,Charlotte City
24434,115,average,Charlotte City
24435,115,rating,Charlotte City
24436,115,on,Charlotte City
24437,115,community,Charlotte City
24438,115,relations,Charlotte City
24439,115,community,Charlotte City
24440,115,relations,Charlotte City
24441,115,survey,Charlotte City
24442,115,members,Charlotte City
24443,115,volunteers,Charlotte City
24444,115,of,Charlotte City
24445,115,members,Charlotte City
24446,115,volunteers,Charlotte City
24447,115,customers,Charlotte City
24448,115,and,Charlotte City
24449,115,partners,Charlotte City
24450,115,customers,Charlotte City
24451,115,and,Charlotte City
24452,115,partners,Charlotte City
24453,115,regarding,Charlotte City
24454,115,service,Charlotte City
24455,115,delivery,Charlotte City
24456,115,on,Charlotte City
24457,115,a,Charlotte City
24458,115,scale,Charlotte City
24459,115,investigate,Charlotte City
24460,115,housing,Charlotte City
24461,115,number,Charlotte City
24462,115,of,Charlotte City
24463,115,housing,Charlotte City
24464,115,discrimination,Charlotte City
24465,115,discrimination,Charlotte City
24466,115,cases,Charlotte City
24467,115,investigated,Charlotte City
24468,115,percent,Charlotte City
24469,115,of,Charlotte City
24470,115,fair,Charlotte City
24471,115,housing,Charlotte City
24472,115,discrimination,Charlotte City
24473,115,cases,Charlotte City
24474,115,closed,Charlotte City
24475,115,within,Charlotte City
24476,115,days,Charlotte City
24477,115,prevent,Charlotte City
24478,115,housing,Charlotte City
24479,115,number,Charlotte City
24480,115,of,Charlotte City
24481,115,fair,Charlotte City
24482,115,housing,Charlotte City
24483,115,new,Charlotte City
24484,115,measure,Charlotte City
24485,115,discrimination,Charlotte City
24486,115,conciliation,Charlotte City
24487,115,attempts,Charlotte City
24488,115,reduce,Charlotte City
24489,115,interpersonal,Charlotte City
24490,115,and,Charlotte City
24491,115,percent,Charlotte City
24492,115,of,Charlotte City
24493,115,cases,Charlotte City
24494,115,referred,Charlotte City
24495,115,to,Charlotte City
24496,115,community,Charlotte City
24497,115,conflicts,Charlotte City
24498,115,community,Charlotte City
24499,115,relations,Charlotte City
24500,115,that,Charlotte City
24501,115,are,Charlotte City
24502,115,successfully,Charlotte City
24503,115,resolved,Charlotte City
24504,115,fulltime,Charlotte City
24505,115,equivalent,Charlotte City
24506,115,fte,Charlotte City
24507,115,position,Charlotte City
24508,115,summary,Charlotte City
24509,115,position,Charlotte City
24510,115,title,Charlotte City
24511,115,fy,Charlotte City
24512,115,fte,Charlotte City
24513,115,change,Charlotte City
24514,115,in,Charlotte City
24515,115,fte,Charlotte City
24516,115,fy,Charlotte City
24517,115,fte,Charlotte City
24518,115,administrative,Charlotte City
24519,115,officer,Charlotte City
24520,115,i,Charlotte City
24521,115,community,Charlotte City
24522,115,affairs,Charlotte City
24523,115,manager,Charlotte City
24524,115,community,Charlotte City
24525,115,programs,Charlotte City
24526,115,coordinator,Charlotte City
24527,115,community,Charlotte City
24528,115,relations,Charlotte City
24529,115,administrator,Charlotte City
24530,115,community,Charlotte City
24531,115,relations,Charlotte City
24532,115,manager,Charlotte City
24533,115,community,Charlotte City
24534,115,relations,Charlotte City
24535,115,specialist,Charlotte City
24536,115,deputy,Charlotte City
24537,115,community,Charlotte City
24538,115,relations,Charlotte City
24539,115,director,Charlotte City
24540,115,community,Charlotte City
24541,115,relations,Charlotte City
24542,115,director,Charlotte City
24543,115,department,Charlotte City
24544,115,total,Charlotte City
24545,115,fte,Charlotte City
24546,116,economic,Charlotte City
24547,116,development,Charlotte City
24548,116,mission,Charlotte City
24549,116,statement,Charlotte City
24550,116,economic,Charlotte City
24551,116,developments,Charlotte City
24552,116,mission,Charlotte City
24553,116,is,Charlotte City
24554,116,to,Charlotte City
24555,116,help,Charlotte City
24556,116,charlottes,Charlotte City
24557,116,businesses,Charlotte City
24558,116,and,Charlotte City
24559,116,residents,Charlotte City
24560,116,thrive,Charlotte City
24561,116,collectively,Charlotte City
24562,116,the,Charlotte City
24563,116,team,Charlotte City
24564,116,advances,Charlotte City
24565,116,the,Charlotte City
24566,116,community,Charlotte City
24567,116,through,Charlotte City
24568,116,building,Charlotte City
24569,116,great,Charlotte City
24570,116,places,Charlotte City
24571,116,creating,Charlotte City
24572,116,a,Charlotte City
24573,116,climate,Charlotte City
24574,116,where,Charlotte City
24575,116,all,Charlotte City
24576,116,businesses,Charlotte City
24577,116,innovate,Charlotte City
24578,116,and,Charlotte City
24579,116,prosper,Charlotte City
24580,116,and,Charlotte City
24581,116,developing,Charlotte City
24582,116,a,Charlotte City
24583,116,diversified,Charlotte City
24584,116,talent,Charlotte City
24585,116,pipeline,Charlotte City
24586,116,department,Charlotte City
24587,116,overview,Charlotte City
24588,116,provide,Charlotte City
24589,116,services,Charlotte City
24590,116,to,Charlotte City
24591,116,build,Charlotte City
24592,116,and,Charlotte City
24593,116,sustain,Charlotte City
24594,116,prosperity,Charlotte City
24595,116,retain,Charlotte City
24596,116,jobs,Charlotte City
24597,116,increase,Charlotte City
24598,116,the,Charlotte City
24599,116,tax,Charlotte City
24600,116,base,Charlotte City
24601,116,support,Charlotte City
24602,116,publicprivate,Charlotte City
24603,116,partnerships,Charlotte City
24604,116,business,Charlotte City
24605,116,attraction,Charlotte City
24606,116,and,Charlotte City
24607,116,retention,Charlotte City
24608,116,small,Charlotte City
24609,116,business,Charlotte City
24610,116,and,Charlotte City
24611,116,entrepreneurial,Charlotte City
24612,116,growth,Charlotte City
24613,116,corridor,Charlotte City
24614,116,revitalization,Charlotte City
24615,116,and,Charlotte City
24616,116,workforce,Charlotte City
24617,116,development,Charlotte City
24618,116,organizational,Charlotte City
24619,116,chart,Charlotte City
24620,116,office,Charlotte City
24621,116,of,Charlotte City
24622,116,the,Charlotte City
24623,116,director,Charlotte City
24624,116,business,Charlotte City
24625,116,talent,Charlotte City
24626,116,prospective,Charlotte City
24627,116,great,Charlotte City
24628,116,places,Charlotte City
24629,116,innovation,Charlotte City
24630,116,development,Charlotte City
24631,116,business,Charlotte City
24632,116,budget,Charlotte City
24633,116,overview,Charlotte City
24634,116,percent,Charlotte City
24635,116,change,Charlotte City
24636,116,fy,Charlotte City
24637,116,fy,Charlotte City
24638,116,fy,Charlotte City
24639,116,fy,Charlotte City
24640,116,fy,Charlotte City
24641,116,actual,Charlotte City
24642,116,actual,Charlotte City
24643,116,budget,Charlotte City
24644,116,adopted,Charlotte City
24645,116,fy,Charlotte City
24646,116,expenditures,Charlotte City
24647,116,personnel,Charlotte City
24648,116,services,Charlotte City
24649,116,operating,Charlotte City
24650,116,expenses,Charlotte City
24651,116,departmental,Charlotte City
24652,116,charges,Charlotte City
24653,116,total,Charlotte City
24654,116,expenditures,Charlotte City
24655,117,economic,Charlotte City
24656,117,development,Charlotte City
24657,117,fy,Charlotte City
24658,117,adjustments,Charlotte City
24659,117,budget,Charlotte City
24660,117,action,Charlotte City
24661,117,fte,Charlotte City
24662,117,amount,Charlotte City
24663,117,provide,Charlotte City
24664,117,funds,Charlotte City
24665,117,for,Charlotte City
24666,117,a,Charlotte City
24667,117,citywide,Charlotte City
24668,117,compensation,Charlotte City
24669,117,increase,Charlotte City
24670,117,support,Charlotte City
24671,117,compensation,Charlotte City
24672,117,increase,Charlotte City
24673,117,for,Charlotte City
24674,117,employees,Charlotte City
24675,117,in,Charlotte City
24676,117,fy,Charlotte City
24677,117,which,Charlotte City
24678,117,includes,Charlotte City
24679,117,a,Charlotte City
24680,117,three,Charlotte City
24681,117,percent,Charlotte City
24682,117,merit,Charlotte City
24683,117,increase,Charlotte City
24684,117,pool,Charlotte City
24685,117,for,Charlotte City
24686,117,salaried,Charlotte City
24687,117,employees,Charlotte City
24688,117,a,Charlotte City
24689,117,percent,Charlotte City
24690,117,market,Charlotte City
24691,117,increase,Charlotte City
24692,117,and,Charlotte City
24693,117,percent,Charlotte City
24694,117,merit,Charlotte City
24695,117,increase,Charlotte City
24696,117,pool,Charlotte City
24697,117,for,Charlotte City
24698,117,hourly,Charlotte City
24699,117,employees,Charlotte City
24700,117,and,Charlotte City
24701,117,a,Charlotte City
24702,117,percent,Charlotte City
24703,117,market,Charlotte City
24704,117,increase,Charlotte City
24705,117,and,Charlotte City
24706,117,step,Charlotte City
24707,117,increase,Charlotte City
24708,117,to,Charlotte City
24709,117,five,Charlotte City
24710,117,percent,Charlotte City
24711,117,for,Charlotte City
24712,117,eligible,Charlotte City
24713,117,public,Charlotte City
24714,117,safety,Charlotte City
24715,117,pay,Charlotte City
24716,117,plan,Charlotte City
24717,117,employees,Charlotte City
24718,117,additional,Charlotte City
24719,117,funds,Charlotte City
24720,117,are,Charlotte City
24721,117,included,Charlotte City
24722,117,in,Charlotte City
24723,117,the,Charlotte City
24724,117,non,Charlotte City
24725,117,department,Charlotte City
24726,117,budget,Charlotte City
24727,117,to,Charlotte City
24728,117,ensure,Charlotte City
24729,117,that,Charlotte City
24730,117,all,Charlotte City
24731,117,general,Charlotte City
24732,117,employees,Charlotte City
24733,117,with,Charlotte City
24734,117,a,Charlotte City
24735,117,positive,Charlotte City
24736,117,performance,Charlotte City
24737,117,review,Charlotte City
24738,117,receive,Charlotte City
24739,117,at,Charlotte City
24740,117,least,Charlotte City
24741,117,a,Charlotte City
24742,117,one,Charlotte City
24743,117,dollar,Charlotte City
24744,117,per,Charlotte City
24745,117,hour,Charlotte City
24746,117,increase,Charlotte City
24747,117,by,Charlotte City
24748,117,the,Charlotte City
24749,117,end,Charlotte City
24750,117,of,Charlotte City
24751,117,fy,Charlotte City
24752,117,expand,Charlotte City
24753,117,economic,Charlotte City
24754,117,development,Charlotte City
24755,117,programs,Charlotte City
24756,117,to,Charlotte City
24757,117,align,Charlotte City
24758,117,with,Charlotte City
24759,117,four,Charlotte City
24760,117,strategic,Charlotte City
24761,117,priorities,Charlotte City
24762,117,expand,Charlotte City
24763,117,the,Charlotte City
24764,117,economic,Charlotte City
24765,117,development,Charlotte City
24766,117,department,Charlotte City
24767,117,to,Charlotte City
24768,117,align,Charlotte City
24769,117,with,Charlotte City
24770,117,the,Charlotte City
24771,117,four,Charlotte City
24772,117,strategic,Charlotte City
24773,117,priorities,Charlotte City
24774,117,of,Charlotte City
24775,117,great,Charlotte City
24776,117,places,Charlotte City
24777,117,business,Charlotte City
24778,117,innovation,Charlotte City
24779,117,talent,Charlotte City
24780,117,development,Charlotte City
24781,117,and,Charlotte City
24782,117,prospective,Charlotte City
24783,117,and,Charlotte City
24784,117,existing,Charlotte City
24785,117,businesses,Charlotte City
24786,117,this,Charlotte City
24787,117,action,Charlotte City
24788,117,reclassifies,Charlotte City
24789,117,existing,Charlotte City
24790,117,positions,Charlotte City
24791,117,and,Charlotte City
24792,117,adds,Charlotte City
24793,117,five,Charlotte City
24794,117,additional,Charlotte City
24795,117,fulltime,Charlotte City
24796,117,positions,Charlotte City
24797,117,to,Charlotte City
24798,117,achieve,Charlotte City
24799,117,priority,Charlotte City
24800,117,goals,Charlotte City
24801,117,reconcile,Charlotte City
24802,117,funds,Charlotte City
24803,117,for,Charlotte City
24804,117,centralina,Charlotte City
24805,117,economic,Charlotte City
24806,117,development,Charlotte City
24807,117,commission,Charlotte City
24808,117,membership,Charlotte City
24809,117,provide,Charlotte City
24810,117,funds,Charlotte City
24811,117,for,Charlotte City
24812,117,the,Charlotte City
24813,117,city,Charlotte City
24814,117,of,Charlotte City
24815,117,charlotte,Charlotte City
24816,117,to,Charlotte City
24817,117,remain,Charlotte City
24818,117,a,Charlotte City
24819,117,partner,Charlotte City
24820,117,with,Charlotte City
24821,117,the,Charlotte City
24822,117,centralina,Charlotte City
24823,117,council,Charlotte City
24824,117,of,Charlotte City
24825,117,governments,Charlotte City
24826,117,ccog,Charlotte City
24827,117,ccog,Charlotte City
24828,117,provides,Charlotte City
24829,117,a,Charlotte City
24830,117,variety,Charlotte City
24831,117,of,Charlotte City
24832,117,services,Charlotte City
24833,117,for,Charlotte City
24834,117,the,Charlotte City
24835,117,region,Charlotte City
24836,117,including,Charlotte City
24837,117,the,Charlotte City
24838,117,administration,Charlotte City
24839,117,of,Charlotte City
24840,117,state,Charlotte City
24841,117,and,Charlotte City
24842,117,federal,Charlotte City
24843,117,grants,Charlotte City
24844,117,in,Charlotte City
24845,117,the,Charlotte City
24846,117,areas,Charlotte City
24847,117,of,Charlotte City
24848,117,aging,Charlotte City
24849,117,workforce,Charlotte City
24850,117,development,Charlotte City
24851,117,economic,Charlotte City
24852,117,development,Charlotte City
24853,117,and,Charlotte City
24854,117,planning,Charlotte City
24855,117,provide,Charlotte City
24856,117,additional,Charlotte City
24857,117,funds,Charlotte City
24858,117,for,Charlotte City
24859,117,operating,Charlotte City
24860,117,support,Charlotte City
24861,117,provide,Charlotte City
24862,117,funds,Charlotte City
24863,117,for,Charlotte City
24864,117,additional,Charlotte City
24865,117,operating,Charlotte City
24866,117,costs,Charlotte City
24867,117,such,Charlotte City
24868,117,as,Charlotte City
24869,117,supplies,Charlotte City
24870,117,training,Charlotte City
24871,117,contractual,Charlotte City
24872,117,services,Charlotte City
24873,117,and,Charlotte City
24874,117,technology,Charlotte City
24875,117,this,Charlotte City
24876,117,action,Charlotte City
24877,117,aligns,Charlotte City
24878,117,with,Charlotte City
24879,117,the,Charlotte City
24880,117,departments,Charlotte City
24881,117,desire,Charlotte City
24882,117,to,Charlotte City
24883,117,expand,Charlotte City
24884,117,service,Charlotte City
24885,117,around,Charlotte City
24886,117,its,Charlotte City
24887,117,four,Charlotte City
24888,117,priorities,Charlotte City
24889,117,great,Charlotte City
24890,117,places,Charlotte City
24891,117,business,Charlotte City
24892,117,innovation,Charlotte City
24893,117,talent,Charlotte City
24894,117,development,Charlotte City
24895,117,and,Charlotte City
24896,117,prospective,Charlotte City
24897,117,and,Charlotte City
24898,117,existing,Charlotte City
24899,117,businesses,Charlotte City
24900,117,transfer,Charlotte City
24901,117,sustainability,Charlotte City
24902,117,division,Charlotte City
24903,117,fund,Charlotte City
24904,117,into,Charlotte City
24905,117,general,Charlotte City
24906,117,services,Charlotte City
24907,117,transfer,Charlotte City
24908,117,three,Charlotte City
24909,117,positions,Charlotte City
24910,117,and,Charlotte City
24911,117,operating,Charlotte City
24912,117,expenses,Charlotte City
24913,117,from,Charlotte City
24914,117,economic,Charlotte City
24915,117,development,Charlotte City
24916,117,to,Charlotte City
24917,117,general,Charlotte City
24918,117,services,Charlotte City
24919,117,the,Charlotte City
24920,117,city,Charlotte City
24921,117,of,Charlotte City
24922,117,charlotte,Charlotte City
24923,117,is,Charlotte City
24924,117,restructuring,Charlotte City
24925,117,how,Charlotte City
24926,117,city,Charlotte City
24927,117,departments,Charlotte City
24928,117,collaborate,Charlotte City
24929,117,and,Charlotte City
24930,117,work,Charlotte City
24931,117,together,Charlotte City
24932,117,this,Charlotte City
24933,117,transition,Charlotte City
24934,117,into,Charlotte City
24935,117,general,Charlotte City
24936,117,services,Charlotte City
24937,117,will,Charlotte City
24938,117,allow,Charlotte City
24939,117,for,Charlotte City
24940,117,sustainability,Charlotte City
24941,117,to,Charlotte City
24942,117,be,Charlotte City
24943,117,a,Charlotte City
24944,117,major,Charlotte City
24945,117,focus,Charlotte City
24946,117,in,Charlotte City
24947,117,cityrelated,Charlotte City
24948,117,projects,Charlotte City
24949,117,a,Charlotte City
24950,117,corresponding,Charlotte City
24951,117,entry,Charlotte City
24952,117,can,Charlotte City
24953,117,be,Charlotte City
24954,117,found,Charlotte City
24955,117,in,Charlotte City
24956,117,general,Charlotte City
24957,117,services,Charlotte City
24958,117,update,Charlotte City
24959,117,expense,Charlotte City
24960,117,budget,Charlotte City
24961,117,for,Charlotte City
24962,117,grants,Charlotte City
24963,117,technical,Charlotte City
24964,117,adjustment,Charlotte City
24965,117,to,Charlotte City
24966,117,realign,Charlotte City
24967,117,expenses,Charlotte City
24968,117,for,Charlotte City
24969,117,grants,Charlotte City
24970,117,from,Charlotte City
24971,117,economic,Charlotte City
24972,117,development,Charlotte City
24973,117,to,Charlotte City
24974,117,housing,Charlotte City
24975,117,and,Charlotte City
24976,117,neighborhood,Charlotte City
24977,117,services,Charlotte City
24978,117,a,Charlotte City
24979,117,corresponding,Charlotte City
24980,117,adjustment,Charlotte City
24981,117,is,Charlotte City
24982,117,found,Charlotte City
24983,117,in,Charlotte City
24984,117,housing,Charlotte City
24985,117,and,Charlotte City
24986,117,neighborhood,Charlotte City
24987,117,services,Charlotte City
24988,118,economic,Charlotte City
24989,118,development,Charlotte City
24990,118,fy,Charlotte City
24991,118,adjustments,Charlotte City
24992,118,budget,Charlotte City
24993,118,action,Charlotte City
24994,118,fte,Charlotte City
24995,118,amount,Charlotte City
24996,118,update,Charlotte City
24997,118,personnel,Charlotte City
24998,118,expenditures,Charlotte City
24999,118,technical,Charlotte City
25000,118,adjustment,Charlotte City
25001,118,to,Charlotte City
25002,118,update,Charlotte City
25003,118,department,Charlotte City
25004,118,costs,Charlotte City
25005,118,for,Charlotte City
25006,118,personnel,Charlotte City
25007,118,services,Charlotte City
25008,118,the,Charlotte City
25009,118,update,Charlotte City
25010,118,includes,Charlotte City
25011,118,the,Charlotte City
25012,118,full,Charlotte City
25013,118,annual,Charlotte City
25014,118,cost,Charlotte City
25015,118,of,Charlotte City
25016,118,salary,Charlotte City
25017,118,increases,Charlotte City
25018,118,approved,Charlotte City
25019,118,in,Charlotte City
25020,118,fy,Charlotte City
25021,118,an,Charlotte City
25022,118,update,Charlotte City
25023,118,to,Charlotte City
25024,118,employer,Charlotte City
25025,118,healthcare,Charlotte City
25026,118,costs,Charlotte City
25027,118,and,Charlotte City
25028,118,the,Charlotte City
25029,118,impact,Charlotte City
25030,118,of,Charlotte City
25031,118,staffing,Charlotte City
25032,118,changes,Charlotte City
25033,118,that,Charlotte City
25034,118,have,Charlotte City
25035,118,occurred,Charlotte City
25036,118,in,Charlotte City
25037,118,fy,Charlotte City
25038,118,these,Charlotte City
25039,118,are,Charlotte City
25040,118,routine,Charlotte City
25041,118,actions,Charlotte City
25042,118,that,Charlotte City
25043,118,occur,Charlotte City
25044,118,at,Charlotte City
25045,118,the,Charlotte City
25046,118,beginning,Charlotte City
25047,118,of,Charlotte City
25048,118,the,Charlotte City
25049,118,budget,Charlotte City
25050,118,cycle,Charlotte City
25051,118,adjust,Charlotte City
25052,118,employer,Charlotte City
25053,118,contribution,Charlotte City
25054,118,to,Charlotte City
25055,118,the,Charlotte City
25056,118,north,Charlotte City
25057,118,carolina,Charlotte City
25058,118,local,Charlotte City
25059,118,governmental,Charlotte City
25060,118,employees,Charlotte City
25061,118,retirement,Charlotte City
25062,118,system,Charlotte City
25063,118,nclgers,Charlotte City
25064,118,technical,Charlotte City
25065,118,adjustment,Charlotte City
25066,118,for,Charlotte City
25067,118,the,Charlotte City
25068,118,required,Charlotte City
25069,118,employer,Charlotte City
25070,118,retirement,Charlotte City
25071,118,contribution,Charlotte City
25072,118,based,Charlotte City
25073,118,on,Charlotte City
25074,118,the,Charlotte City
25075,118,nclgers,Charlotte City
25076,118,board,Charlotte City
25077,118,of,Charlotte City
