,page_number,word,organization
0,1,approved,Durham County
1,1,budget,Durham County
2,1,fy,Durham County
3,2,durham,Durham County
4,2,county,Durham County
5,2,north,Durham County
6,2,carolina,Durham County
7,2,fy,Durham County
8,2,approved,Durham County
9,2,budget,Durham County
10,2,board,Durham County
11,2,of,Durham County
12,2,county,Durham County
13,2,commissioners,Durham County
14,2,wendy,Durham County
15,2,jacobs,Durham County
16,2,chair,Durham County
17,2,james,Durham County
18,2,hill,Durham County
19,2,vicechair,Durham County
20,2,heidi,Durham County
21,2,carter,Durham County
22,2,brenda,Durham County
23,2,howerton,Durham County
24,2,ellen,Durham County
25,2,w,Durham County
26,2,reckhow,Durham County
27,2,county,Durham County
28,2,officials,Durham County
29,2,budget,Durham County
30,2,and,Durham County
31,2,management,Durham County
32,2,staff,Durham County
33,2,s,Durham County
34,2,keith,Durham County
35,2,lane,Durham County
36,2,budget,Durham County
37,2,director,Durham County
38,2,wendell,Durham County
39,2,davis,Durham County
40,2,county,Durham County
41,2,manager,Durham County
42,2,drew,Durham County
43,2,cummings,Durham County
44,2,chief,Durham County
45,2,of,Durham County
46,2,staff,Durham County
47,2,david,Durham County
48,2,ades,Durham County
49,2,assistant,Durham County
50,2,budget,Durham County
51,2,director,Durham County
52,2,claudia,Durham County
53,2,hager,Durham County
54,2,general,Durham County
55,2,manager,Durham County
56,2,lowell,Durham County
57,2,siler,Durham County
58,2,county,Durham County
59,2,attorney,Durham County
60,2,kim,Durham County
61,2,connally,Durham County
62,2,sr,Durham County
63,2,budget,Durham County
64,2,analyst,Durham County
65,2,jay,Durham County
66,2,gibson,Durham County
67,2,general,Durham County
68,2,manager,Durham County
69,2,monica,Durham County
70,2,toomer,Durham County
71,2,clerk,Durham County
72,2,to,Durham County
73,2,the,Durham County
74,2,board,Durham County
75,2,josh,Durham County
76,2,edwards,Durham County
77,2,budget,Durham County
78,2,analyst,Durham County
79,2,jodi,Durham County
80,2,miller,Durham County
81,2,general,Durham County
82,2,manager,Durham County
83,2,susan,Durham County
84,2,tezai,Durham County
85,2,chief,Durham County
86,2,financial,Durham County
87,2,officer,Durham County
88,2,jonathan,Durham County
89,2,yeomans,Durham County
90,2,budget,Durham County
91,2,analyst,Durham County
92,2,gayle,Durham County
93,2,harris,Durham County
94,2,general,Durham County
95,2,manager,Durham County
96,2,matt,Durham County
97,2,hunt,Durham County
98,2,budget,Durham County
99,2,analyst,Durham County
100,2,deborah,Durham County
101,2,craigray,Durham County
102,2,general,Durham County
103,2,manager,Durham County
104,2,bethany,Durham County
105,2,shewmaker,Durham County
106,2,performance,Durham County
107,2,analyst,Durham County
108,3,citizens,Durham County
109,3,county,Durham County
110,3,bocc,Durham County
111,3,clerk,Durham County
112,3,to,Durham County
113,3,board,Durham County
114,3,attorney,Durham County
115,3,tax,Durham County
116,3,administrator,Durham County
117,3,county,Durham County
118,3,human,Durham County
119,3,manager,Durham County
120,3,internal,Durham County
121,3,resources,Durham County
122,3,auditor,Durham County
123,3,chief,Durham County
124,3,of,Durham County
125,3,staff,Durham County
126,3,gmstrategic,Durham County
127,3,mgmt,Durham County
128,3,gmenvironmental,Durham County
129,3,gmfin,Durham County
130,3,affairs,Durham County
131,3,gmpublic,Durham County
132,3,health,Durham County
133,3,gmcmty,Durham County
134,3,public,Durham County
135,3,public,Durham County
136,3,affairs,Durham County
137,3,stewardship,Durham County
138,3,process,Durham County
139,3,impvm,Durham County
140,3,cmty,Durham County
141,3,wellbeing,Durham County
142,3,safety,Durham County
143,3,special,Durham County
144,3,projects,Durham County
145,3,cmty,Durham County
146,3,prosperity,Durham County
147,3,gov,Durham County
148,3,efficency,Durham County
149,3,strategic,Durham County
150,3,sheriff,Durham County
151,3,offices,Durham County
152,3,citycounty,Durham County
153,3,planning,Durham County
154,3,public,Durham County
155,3,health,Durham County
156,3,jail,Durham County
157,3,finance,Durham County
158,3,planning,Durham County
159,3,innovation,Durham County
160,3,operations,Durham County
161,3,public,Durham County
162,3,citycounty,Durham County
163,3,budget,Durham County
164,3,social,Durham County
165,3,svcs,Durham County
166,3,fire,Durham County
167,3,marshal,Durham County
168,3,information,Durham County
169,3,gis,Durham County
170,3,mgmt,Durham County
171,3,svcs,Durham County
172,3,legislative,Durham County
173,3,information,Durham County
174,3,cooperative,Durham County
175,3,emergency,Durham County
176,3,citycounty,Durham County
177,3,svcs,Durham County
178,3,tech,Durham County
179,3,sap,Durham County
180,3,extension,Durham County
181,3,mgmt,Durham County
182,3,inspections,Durham County
183,3,advocacy,Durham County
184,3,shared,Durham County
185,3,svcs,Durham County
186,3,e,Durham County
187,3,youth,Durham County
188,3,economic,Durham County
189,3,tax,Durham County
190,3,veteran,Durham County
191,3,svcs,Durham County
192,3,emergency,Durham County
193,3,initiatives,Durham County
194,3,development,Durham County
195,3,administration,Durham County
196,3,comm,Durham County
197,3,forest,Durham County
198,3,county,Durham County
199,3,durham,Durham County
200,3,public,Durham County
201,3,liaisonalliance,Durham County
202,3,general,Durham County
203,3,svcs,Durham County
204,3,protection,Durham County
205,3,engineering,Durham County
206,3,schools,Durham County
207,3,behavioral,Durham County
208,3,svcs,Durham County
209,3,youth,Durham County
210,3,soil,Durham County
211,3,water,Durham County
212,3,board,Durham County
213,3,of,Durham County
214,3,housing,Durham County
215,3,detention,Durham County
216,3,conservation,Durham County
217,3,elections,Durham County
218,3,programs,Durham County
219,3,home,Durham County
220,3,district,Durham County
221,3,libraries,Durham County
222,3,emergency,Durham County
223,3,register,Durham County
224,3,of,Durham County
225,3,mgmt,Durham County
226,3,deeds,Durham County
227,3,reporting,Durham County
228,3,medical,Durham County
229,3,svcs,Durham County
230,3,board,Durham County
231,3,request,Durham County
232,3,cjrc,Durham County
233,3,constituent,Durham County
234,3,svcs,Durham County
235,3,special,Durham County
236,3,programs,Durham County
237,4,background,Durham County
238,4,history,Durham County
239,4,durham,Durham County
240,4,county,Durham County
241,4,provides,Durham County
242,4,a,Durham County
243,4,full,Durham County
244,4,range,Durham County
245,4,of,Durham County
246,4,services,Durham County
247,4,including,Durham County
248,4,sheriff,Durham County
249,4,and,Durham County
250,4,fire,Durham County
251,4,protection,Durham County
252,4,emergency,Durham County
253,4,medical,Durham County
254,4,services,Durham County
255,4,durham,Durham County
256,4,began,Durham County
257,4,as,Durham County
258,4,a,Durham County
259,4,railroad,Durham County
260,4,station,Durham County
261,4,and,Durham County
262,4,settlement,Durham County
263,4,named,Durham County
264,4,human,Durham County
265,4,services,Durham County
266,4,public,Durham County
267,4,health,Durham County
268,4,mental,Durham County
269,4,health,Durham County
270,4,and,Durham County
271,4,social,Durham County
272,4,for,Durham County
273,4,dr,Durham County
274,4,bartlett,Durham County
275,4,durham,Durham County
276,4,while,Durham County
277,4,the,Durham County
278,4,official,Durham County
279,4,birth,Durham County
280,4,date,Durham County
281,4,is,Durham County
282,4,april,Durham County
283,4,services,Durham County
284,4,elections,Durham County
285,4,register,Durham County
286,4,of,Durham County
287,4,deeds,Durham County
288,4,animal,Durham County
289,4,control,Durham County
290,4,when,Durham County
291,4,the,Durham County
292,4,us,Durham County
293,4,post,Durham County
294,4,office,Durham County
295,4,was,Durham County
296,4,established,Durham County
297,4,the,Durham County
298,4,youth,Durham County
299,4,home,Durham County
300,4,criminal,Durham County
301,4,justice,Durham County
302,4,and,Durham County
303,4,culture,Durham County
304,4,and,Durham County
305,4,recreation,Durham County
306,4,town,Durham County
307,4,was,Durham County
308,4,not,Durham County
309,4,incorporated,Durham County
310,4,until,Durham County
311,4,april,Durham County
312,4,the,Durham County
313,4,tobacco,Durham County
314,4,services,Durham County
315,4,funding,Durham County
316,4,is,Durham County
317,4,provided,Durham County
318,4,for,Durham County
319,4,educational,Durham County
320,4,services,Durham County
321,4,of,Durham County
322,4,the,Durham County
323,4,manufacturing,Durham County
324,4,industry,Durham County
325,4,focused,Durham County
326,4,worldwide,Durham County
327,4,attention,Durham County
328,4,on,Durham County
329,4,the,Durham County
330,4,durham,Durham County
331,4,public,Durham County
332,4,schools,Durham County
333,4,and,Durham County
334,4,durham,Durham County
335,4,technical,Durham County
336,4,community,Durham County
337,4,area,Durham County
338,4,after,Durham County
339,4,the,Durham County
340,4,civil,Durham County
341,4,war,Durham County
342,4,as,Durham County
343,4,a,Durham County
344,4,result,Durham County
345,4,of,Durham County
346,4,this,Durham County
347,4,thriving,Durham County
348,4,business,Durham County
349,4,college,Durham County
350,4,also,Durham County
351,4,the,Durham County
352,4,county,Durham County
353,4,funds,Durham County
354,4,services,Durham County
355,4,provided,Durham County
356,4,in,Durham County
357,4,durham,Durham County
358,4,grew,Durham County
359,4,and,Durham County
360,4,prospered,Durham County
361,4,tremendously,Durham County
362,4,conjunction,Durham County
363,4,with,Durham County
364,4,the,Durham County
365,4,city,Durham County
366,4,of,Durham County
367,4,durham,Durham County
368,4,through,Durham County
369,4,interlocal,Durham County
370,4,in,Durham County
371,4,durham,Durham County
372,4,officials,Durham County
373,4,sought,Durham County
374,4,to,Durham County
375,4,become,Durham County
376,4,an,Durham County
377,4,autonomous,Durham County
378,4,agreements,Durham County
379,4,including,Durham County
380,4,economic,Durham County
381,4,and,Durham County
382,4,physical,Durham County
383,4,development,Durham County
384,4,political,Durham County
385,4,subdivision,Durham County
386,4,and,Durham County
387,4,decided,Durham County
388,4,to,Durham County
389,4,separate,Durham County
390,4,from,Durham County
391,4,orange,Durham County
392,4,emergency,Durham County
393,4,communications,Durham County
394,4,environmental,Durham County
395,4,engineering,Durham County
396,4,county,Durham County
397,4,durham,Durham County
398,4,county,Durham County
399,4,was,Durham County
400,4,formed,Durham County
401,4,on,Durham County
402,4,april,Durham County
403,4,from,Durham County
404,4,and,Durham County
405,4,inspections,Durham County
406,4,portions,Durham County
407,4,of,Durham County
408,4,land,Durham County
409,4,transferred,Durham County
410,4,into,Durham County
411,4,the,Durham County
412,4,county,Durham County
413,4,from,Durham County
414,4,wake,Durham County
415,4,and,Durham County
416,4,orange,Durham County
417,4,counties,Durham County
418,4,in,Durham County
419,4,an,Durham County
420,4,additional,Durham County
421,4,portion,Durham County
422,4,of,Durham County
423,4,land,Durham County
424,4,was,Durham County
425,4,economy,Durham County
426,4,transferred,Durham County
427,4,into,Durham County
428,4,the,Durham County
429,4,county,Durham County
430,4,from,Durham County
431,4,wake,Durham County
432,4,county,Durham County
433,4,durham,Durham County
434,4,is,Durham County
435,4,home,Durham County
436,4,to,Durham County
437,4,north,Durham County
438,4,carolinas,Durham County
439,4,famous,Durham County
440,4,research,Durham County
441,4,the,Durham County
442,4,first,Durham County
443,4,board,Durham County
444,4,of,Durham County
445,4,county,Durham County
446,4,commissioners,Durham County
447,4,convened,Durham County
448,4,its,Durham County
449,4,initial,Durham County
450,4,triangle,Durham County
451,4,park,Durham County
452,4,rtp,Durham County
453,4,which,Durham County
454,4,was,Durham County
455,4,formed,Durham County
456,4,in,Durham County
457,4,by,Durham County
458,4,duke,Durham County
459,4,meeting,Durham County
460,4,on,Durham County
461,4,may,Durham County
462,4,durham,Durham County
463,4,county,Durham County
464,4,operated,Durham County
465,4,under,Durham County
466,4,university,Durham County
467,4,in,Durham County
468,4,durham,Durham County
469,4,north,Durham County
470,4,carolina,Durham County
471,4,state,Durham County
472,4,university,Durham County
473,4,in,Durham County
474,4,the,Durham County
475,4,commission,Durham County
476,4,form,Durham County
477,4,of,Durham County
478,4,government,Durham County
479,4,with,Durham County
480,4,the,Durham County
481,4,chairman,Durham County
482,4,raleigh,Durham County
483,4,and,Durham County
484,4,the,Durham County
485,4,university,Durham County
486,4,of,Durham County
487,4,north,Durham County
488,4,carolina,Durham County
489,4,at,Durham County
490,4,chapel,Durham County
491,4,hill,Durham County
492,4,serving,Durham County
493,4,as,Durham County
494,4,chief,Durham County
495,4,administrator,Durham County
496,4,until,Durham County
497,4,the,Durham County
498,4,manager,Durham County
499,4,form,Durham County
500,4,most,Durham County
501,4,of,Durham County
502,4,the,Durham County
503,4,currentlydeveloped,Durham County
504,4,portion,Durham County
505,4,of,Durham County
506,4,rtp,Durham County
507,4,of,Durham County
508,4,its,Durham County
509,4,of,Durham County
510,4,government,Durham County
511,4,was,Durham County
512,4,then,Durham County
513,4,adopted,Durham County
514,4,and,Durham County
515,4,dw,Durham County
516,4,newsome,Durham County
517,4,acres,Durham County
518,4,is,Durham County
519,4,in,Durham County
520,4,durham,Durham County
521,4,county,Durham County
522,4,rtp,Durham County
523,4,is,Durham County
524,4,home,Durham County
525,4,to,Durham County
526,4,more,Durham County
527,4,than,Durham County
528,4,became,Durham County
529,4,the,Durham County
530,4,first,Durham County
531,4,manager,Durham County
532,4,of,Durham County
533,4,durham,Durham County
534,4,county,Durham County
535,4,serving,Durham County
536,4,until,Durham County
537,4,major,Durham County
538,4,research,Durham County
539,4,and,Durham County
540,4,development,Durham County
541,4,organizations,Durham County
542,4,his,Durham County
543,4,death,Durham County
544,4,in,Durham County
545,4,es,Durham County
546,4,swindell,Durham County
547,4,jr,Durham County
548,4,succeeded,Durham County
549,4,him,Durham County
550,4,and,Durham County
551,4,including,Durham County
552,4,ibm,Durham County
553,4,and,Durham County
554,4,glaxosmithkline,Durham County
555,4,served,Durham County
556,4,until,Durham County
557,4,his,Durham County
558,4,retirement,Durham County
559,4,in,Durham County
560,4,december,Durham County
561,4,john,Durham County
562,4,p,Durham County
563,4,bond,Durham County
564,4,the,Durham County
565,4,success,Durham County
566,4,of,Durham County
567,4,rtp,Durham County
568,4,is,Durham County
569,4,evidenced,Durham County
570,4,by,Durham County
571,4,the,Durham County
572,4,growth,Durham County
573,4,of,Durham County
574,4,durham,Durham County
575,4,iii,Durham County
576,4,was,Durham County
577,4,named,Durham County
578,4,county,Durham County
579,4,manager,Durham County
580,4,and,Durham County
581,4,served,Durham County
582,4,until,Durham County
583,4,his,Durham County
584,4,county,Durham County
585,4,as,Durham County
586,4,a,Durham County
587,4,major,Durham County
588,4,center,Durham County
589,4,for,Durham County
590,4,healthcare,Durham County
591,4,activity,Durham County
592,4,and,Durham County
593,4,as,Durham County
594,4,a,Durham County
595,4,resignation,Durham County
596,4,in,Durham County
597,4,january,Durham County
598,4,george,Durham County
599,4,h,Durham County
600,4,williams,Durham County
601,4,became,Durham County
602,4,the,Durham County
603,4,focal,Durham County
604,4,point,Durham County
605,4,for,Durham County
606,4,high,Durham County
607,4,technology,Durham County
608,4,research,Durham County
609,4,business,Durham County
610,4,research,Durham County
611,4,fourth,Durham County
612,4,county,Durham County
613,4,manager,Durham County
614,4,and,Durham County
615,4,served,Durham County
616,4,until,Durham County
617,4,october,Durham County
618,4,being,Durham County
619,4,conducted,Durham County
620,4,in,Durham County
621,4,durham,Durham County
622,4,county,Durham County
623,4,covers,Durham County
624,4,a,Durham County
625,4,broad,Durham County
626,4,range,Durham County
627,4,of,Durham County
628,4,david,Durham County
629,4,f,Durham County
630,4,thompson,Durham County
631,4,served,Durham County
632,4,as,Durham County
633,4,fifth,Durham County
634,4,county,Durham County
635,4,manager,Durham County
636,4,from,Durham County
637,4,fields,Durham County
638,4,such,Durham County
639,4,as,Durham County
640,4,biotechnology,Durham County
641,4,medical,Durham County
642,4,instrumentation,Durham County
643,4,may,Durham County
644,4,until,Durham County
645,4,february,Durham County
646,4,michael,Durham County
647,4,m,Durham County
648,4,ruffin,Durham County
649,4,was,Durham County
650,4,the,Durham County
651,4,health,Durham County
652,4,care,Durham County
653,4,products,Durham County
654,4,metallurgy,Durham County
655,4,electronic,Durham County
656,4,hardware,Durham County
657,4,sixth,Durham County
658,4,county,Durham County
659,4,manager,Durham County
660,4,he,Durham County
661,4,retired,Durham County
662,4,after,Durham County
663,4,years,Durham County
664,4,of,Durham County
665,4,service,Durham County
666,4,in,Durham County
667,4,software,Durham County
668,4,digital,Durham County
669,4,switching,Durham County
670,4,digital,Durham County
671,4,transmission,Durham County
672,4,electronics,Durham County
673,4,january,Durham County
674,4,wendell,Durham County
675,4,m,Durham County
676,4,davis,Durham County
677,4,former,Durham County
678,4,deputy,Durham County
679,4,manager,Durham County
680,4,of,Durham County
681,4,and,Durham County
682,4,telecommunications,Durham County
683,4,other,Durham County
684,4,leading,Durham County
685,4,organizations,Durham County
686,4,are,Durham County
687,4,years,Durham County
688,4,is,Durham County
689,4,the,Durham County
690,4,seventh,Durham County
691,4,and,Durham County
692,4,current,Durham County
693,4,county,Durham County
694,4,manager,Durham County
695,4,located,Durham County
696,4,in,Durham County
697,4,the,Durham County
698,4,northern,Durham County
699,4,section,Durham County
700,4,of,Durham County
701,4,durham,Durham County
702,4,county,Durham County
703,4,such,Durham County
704,4,as,Durham County
705,4,organizational,Durham County
706,4,overview,Durham County
707,4,merck,Durham County
708,4,and,Durham County
709,4,biom̩rieux,Durham County
710,4,manufacturing,Durham County
711,4,locations,Durham County
712,4,representing,Durham County
713,4,a,Durham County
714,4,significant,Durham County
715,4,investment,Durham County
716,4,in,Durham County
717,4,treyburn,Durham County
718,4,corporate,Durham County
719,4,policymaking,Durham County
720,4,and,Durham County
721,4,legislative,Durham County
722,4,authority,Durham County
723,4,are,Durham County
724,4,vested,Durham County
725,4,in,Durham County
726,4,the,Durham County
727,4,park,Durham County
728,4,board,Durham County
729,4,of,Durham County
730,4,county,Durham County
731,4,commissioners,Durham County
732,4,consisting,Durham County
733,4,of,Durham County
734,4,the,Durham County
735,4,chairman,Durham County
736,4,vicechairman,Durham County
737,4,and,Durham County
738,4,three,Durham County
739,4,members,Durham County
740,4,the,Durham County
741,4,governing,Durham County
742,4,board,Durham County
743,4,is,Durham County
744,4,quality,Durham County
745,4,of,Durham County
746,4,life,Durham County
747,4,responsible,Durham County
748,4,among,Durham County
749,4,other,Durham County
750,4,things,Durham County
751,4,for,Durham County
752,4,passing,Durham County
753,4,ordinances,Durham County
754,4,durham,Durham County
755,4,county,Durham County
756,4,today,Durham County
757,4,has,Durham County
758,4,evolved,Durham County
759,4,from,Durham County
760,4,an,Durham County
761,4,agricultural,Durham County
762,4,and,Durham County
763,4,adopting,Durham County
764,4,the,Durham County
765,4,budget,Durham County
766,4,appointing,Durham County
767,4,committees,Durham County
768,4,and,Durham County
769,4,hiring,Durham County
770,4,the,Durham County
771,4,manufacturing,Durham County
772,4,economy,Durham County
773,4,to,Durham County
774,4,achieve,Durham County
775,4,worldclass,Durham County
776,4,status,Durham County
777,4,it,Durham County
778,4,county,Durham County
779,4,manager,Durham County
780,4,attorney,Durham County
781,4,clerk,Durham County
782,4,to,Durham County
783,4,the,Durham County
784,4,board,Durham County
785,4,and,Durham County
786,4,tax,Durham County
787,4,has,Durham County
788,4,become,Durham County
789,4,one,Durham County
790,4,of,Durham County
791,4,the,Durham County
792,4,countrys,Durham County
793,4,most,Durham County
794,4,desirable,Durham County
795,4,places,Durham County
796,4,to,Durham County
797,4,administrator,Durham County
798,4,the,Durham County
799,4,county,Durham County
800,4,manager,Durham County
801,4,is,Durham County
802,4,responsible,Durham County
803,4,for,Durham County
804,4,live,Durham County
805,4,in,Durham County
806,4,us,Durham County
807,4,news,Durham County
808,4,world,Durham County
809,4,report,Durham County
810,4,ranked,Durham County
811,4,the,Durham County
812,4,raleigh,Durham County
813,4,carrying,Durham County
814,4,out,Durham County
815,4,the,Durham County
816,4,policies,Durham County
817,4,and,Durham County
818,4,ordinances,Durham County
819,4,of,Durham County
820,4,the,Durham County
821,4,governing,Durham County
822,4,durhamchapel,Durham County
823,4,hill,Durham County
824,4,area,Durham County
825,4,out,Durham County
826,4,of,Durham County
827,4,us,Durham County
828,4,metro,Durham County
829,4,areas,Durham County
830,4,board,Durham County
831,4,overseeing,Durham County
832,4,the,Durham County
833,4,daytoday,Durham County
834,4,operations,Durham County
835,4,of,Durham County
836,4,the,Durham County
837,4,for,Durham County
838,4,best,Durham County
839,4,places,Durham County
840,4,to,Durham County
841,4,live,Durham County
842,4,in,Durham County
843,4,may,Durham County
844,4,of,Durham County
845,4,wallet,Durham County
846,4,hub,Durham County
847,4,listed,Durham County
848,4,government,Durham County
849,4,and,Durham County
850,4,supervising,Durham County
851,4,the,Durham County
852,4,directors,Durham County
853,4,of,Durham County
854,4,various,Durham County
855,4,durham,Durham County
856,4,as,Durham County
857,4,out,Durham County
858,4,of,Durham County
859,4,large,Durham County
860,4,cities,Durham County
861,4,across,Durham County
862,4,the,Durham County
863,4,united,Durham County
864,4,states,Durham County
865,4,departments,Durham County
866,4,board,Durham County
867,4,members,Durham County
868,4,serve,Durham County
869,4,fouryear,Durham County
870,4,terms,Durham County
871,4,the,Durham County
872,4,to,Durham County
873,4,start,Durham County
874,4,a,Durham County
875,4,business,Durham County
876,4,ranking,Durham County
877,4,durham,Durham County
878,4,very,Durham County
879,4,high,Durham County
880,4,in,Durham County
881,4,access,Durham County
882,4,to,Durham County
883,4,chairman,Durham County
884,4,and,Durham County
885,4,the,Durham County
886,4,vicechairman,Durham County
887,4,of,Durham County
888,4,the,Durham County
889,4,board,Durham County
890,4,are,Durham County
891,4,voted,Durham County
892,4,on,Durham County
893,4,resources,Durham County
894,4,in,Durham County
895,4,april,Durham County
896,4,growella,Durham County
897,4,ranked,Durham County
898,4,durham,Durham County
899,4,nc,Durham County
900,4,by,Durham County
901,4,the,Durham County
902,4,board,Durham County
903,4,during,Durham County
904,4,the,Durham County
905,4,first,Durham County
906,4,meeting,Durham County
907,4,in,Durham County
908,4,december,Durham County
909,4,after,Durham County
910,4,as,Durham County
911,4,best,Durham County
912,4,cities,Durham County
913,4,for,Durham County
914,4,millenials,Durham County
915,4,in,Durham County
916,4,the,Durham County
917,4,us,Durham County
918,4,and,Durham County
919,4,in,Durham County
920,4,april,Durham County
921,4,being,Durham County
922,4,sworn,Durham County
923,4,into,Durham County
924,4,office,Durham County
925,4,in,Durham County
926,4,addition,Durham County
927,4,the,Durham County
928,4,sheriff,Durham County
929,4,and,Durham County
930,4,register,Durham County
931,4,forbes,Durham County
932,4,ranked,Durham County
933,4,the,Durham County
934,4,research,Durham County
935,4,triangle,Durham County
936,4,area,Durham County
937,4,on,Durham County
938,4,its,Durham County
939,4,list,Durham County
940,4,of,Durham County
941,4,of,Durham County
942,4,deeds,Durham County
943,4,are,Durham County
944,4,elected,Durham County
945,4,county,Durham County
946,4,positions,Durham County
947,4,the,Durham County
948,4,best,Durham County
949,4,places,Durham County
950,4,to,Durham County
951,4,rent,Durham County
952,5,demographics,Durham County
953,5,general,Durham County
954,5,incorporated,Durham County
955,5,form,Durham County
956,5,of,Durham County
957,5,government,Durham County
958,5,land,Durham County
959,5,area,Durham County
960,5,elevation,Durham County
961,5,in,Durham County
962,5,commissionmanager,Durham County
963,5,sq,Durham County
964,5,mi,Durham County
965,5,ft,Durham County
966,5,climate,Durham County
967,5,mean,Durham County
968,5,temperature,Durham County
969,5,mean,Durham County
970,5,annual,Durham County
971,5,rainfall,Durham County
972,5,f,Durham County
973,5,source,Durham County
974,5,wwusclimatedatacom,Durham County
975,5,raleigh,Durham County
976,5,durham,Durham County
977,5,and,Durham County
978,5,chapel,Durham County
979,5,hill,Durham County
980,5,triangle,Durham County
981,5,are,Durham County
982,5,ranked,Durham County
983,5,as,Durham County
984,5,number,Durham County
985,5,in,Durham County
986,5,the,Durham County
987,5,best,Durham County
988,5,places,Durham County
989,5,to,Durham County
990,5,live,Durham County
991,5,in,Durham County
992,5,the,Durham County
993,5,united,Durham County
994,5,states,Durham County
995,5,source,Durham County
996,5,us,Durham County
997,5,news,Durham County
998,5,and,Durham County
999,5,world,Durham County
1000,5,report,Durham County
1001,5,general,Durham County
1002,5,statistics,Durham County
1003,5,population,Durham County
1004,5,projected,Durham County
1005,5,growth,Durham County
1006,5,growth,Durham County
1007,5,of,Durham County
1008,5,pastactual,Durham County
1009,5,average,Durham County
1010,5,growth,Durham County
1011,5,of,Durham County
1012,5,average,Durham County
1013,5,source,Durham County
1014,5,north,Durham County
1015,5,carolina,Durham County
1016,5,office,Durham County
1017,5,of,Durham County
1018,5,state,Durham County
1019,5,budget,Durham County
1020,5,and,Durham County
1021,5,management,Durham County
1022,5,projection,Durham County
1023,5,education,Durham County
1024,5,higher,Durham County
1025,5,public,Durham County
1026,5,libraries,Durham County
1027,5,universities,Durham County
1028,5,and,Durham County
1029,5,colleges,Durham County
1030,5,elementary,Durham County
1031,5,schools,Durham County
1032,5,middle,Durham County
1033,5,schools,Durham County
1034,5,locations,Durham County
1035,5,high,Durham County
1036,5,schools,Durham County
1037,5,other,Durham County
1038,5,mobile,Durham County
1039,5,units,Durham County
1040,5,bookmobile,Durham County
1041,5,and,Durham County
1042,5,older,Durham County
1043,5,adult,Durham County
1044,5,service,Durham County
1045,6,demographics,Durham County
1046,6,age,Durham County
1047,6,breakdown,Durham County
1048,6,percentage,Durham County
1049,6,population,Durham County
1050,6,by,Durham County
1051,6,age,Durham County
1052,6,compared,Durham County
1053,6,to,Durham County
1054,6,similar,Durham County
1055,6,counties,Durham County
1056,6,durham,Durham County
1057,6,buncombe,Durham County
1058,6,guilford,Durham County
1059,6,registered,Durham County
1060,6,mecklenburg,Durham County
1061,6,voters,Durham County
1062,6,orange,Durham County
1063,6,wake,Durham County
1064,6,source,Durham County
1065,6,fact,Durham County
1066,6,finder,Durham County
1067,6,united,Durham County
1068,6,states,Durham County
1069,6,bureau,Durham County
1070,6,of,Durham County
1071,6,census,Durham County
1072,6,source,Durham County
1073,6,durham,Durham County
1074,6,county,Durham County
1075,6,board,Durham County
1076,6,of,Durham County
1077,6,elections,Durham County
1078,6,employment,Durham County
1079,6,rate,Durham County
1080,6,by,Durham County
1081,6,type,Durham County
1082,6,of,Durham County
1083,6,occupation,Durham County
1084,6,office,Durham County
1085,6,and,Durham County
1086,6,administrative,Durham County
1087,6,support,Durham County
1088,6,healthcare,Durham County
1089,6,practitioners,Durham County
1090,6,and,Durham County
1091,6,technical,Durham County
1092,6,education,Durham County
1093,6,training,Durham County
1094,6,and,Durham County
1095,6,library,Durham County
1096,6,food,Durham County
1097,6,preparation,Durham County
1098,6,and,Durham County
1099,6,serving,Durham County
1100,6,related,Durham County
1101,6,sales,Durham County
1102,6,and,Durham County
1103,6,related,Durham County
1104,6,business,Durham County
1105,6,and,Durham County
1106,6,financial,Durham County
1107,6,operations,Durham County
1108,6,computer,Durham County
1109,6,and,Durham County
1110,6,mathematical,Durham County
1111,6,management,Durham County
1112,6,production,Durham County
1113,6,transportation,Durham County
1114,6,and,Durham County
1115,6,material,Durham County
1116,6,moving,Durham County
1117,6,healthcare,Durham County
1118,6,support,Durham County
1119,6,installation,Durham County
1120,6,maintenance,Durham County
1121,6,and,Durham County
1122,6,repair,Durham County
1123,6,building,Durham County
1124,6,and,Durham County
1125,6,grounds,Durham County
1126,6,cleaning,Durham County
1127,6,and,Durham County
1128,6,maintenance,Durham County
1129,6,life,Durham County
1130,6,physical,Durham County
1131,6,and,Durham County
1132,6,social,Durham County
1133,6,science,Durham County
1134,6,personal,Durham County
1135,6,care,Durham County
1136,6,and,Durham County
1137,6,service,Durham County
1138,6,construction,Durham County
1139,6,and,Durham County
1140,6,extraction,Durham County
1141,6,architecture,Durham County
1142,6,and,Durham County
1143,6,engineering,Durham County
1144,6,protective,Durham County
1145,6,service,Durham County
1146,6,community,Durham County
1147,6,and,Durham County
1148,6,social,Durham County
1149,6,service,Durham County
1150,6,arts,Durham County
1151,6,design,Durham County
1152,6,entertainment,Durham County
1153,6,sports,Durham County
1154,6,and,Durham County
1155,6,media,Durham County
1156,6,source,Durham County
1157,6,united,Durham County
1158,6,states,Durham County
1159,6,department,Durham County
1160,6,of,Durham County
1161,6,labor,Durham County
1162,6,bureau,Durham County
1163,6,of,Durham County
1164,6,labor,Durham County
1165,6,statistics,Durham County
1166,6,southeast,Durham County
1167,6,information,Durham County
1168,6,office,Durham County
1169,6,public,Durham County
1170,6,safety,Durham County
