"","page_number","word","sent_count","sentiment","category"
"1",12,"Budget",35,"Trust","Emotion"
"2",11,"Budget",32,"Trust","Emotion"
"3",189,"Sewer",27,"Disgust","Emotion"
"4",10,"Budget",23,"Trust","Emotion"
"5",197,"Regulatory",23,"Fear","Emotion"
"6",197,"Regulatory",23,"Negative","Sentiment"
"7",132,"Tax",21,"Negative","Sentiment"
"8",132,"Tax",21,"Sadness","Emotion"
"9",221,"Budget",21,"Trust","Emotion"
"10",192,"Maintenance",20,"Trust","Emotion"
"11",12,"Council",18,"Anticipation","Emotion"
"12",12,"Council",18,"Positive","Sentiment"
"13",12,"Council",18,"Trust","Emotion"
"14",169,"Plan",18,"Anticipation","Emotion"
"15",193,"Maintenance",18,"Trust","Emotion"
"16",219,"Fee",18,"Anger","Emotion"
"17",219,"Fee",18,"Negative","Sentiment"
"18",81,"Planning",17,"Anticipation","Emotion"
"19",81,"Planning",17,"Positive","Sentiment"
"20",81,"Planning",17,"Trust","Emotion"
"21",209,"Fee",17,"Anger","Emotion"
"22",209,"Fee",17,"Negative","Sentiment"
"23",165,"Plan",16,"Anticipation","Emotion"
"24",165,"Community",16,"Positive","Sentiment"
"25",195,"Debt",16,"Negative","Sentiment"
"26",195,"Debt",16,"Sadness","Emotion"
"27",48,"Tax",15,"Negative","Sentiment"
"28",48,"Tax",15,"Sadness","Emotion"
"29",162,"Tax",15,"Negative","Sentiment"
"30",162,"Tax",15,"Sadness","Emotion"
"31",49,"Strategic",14,"Positive","Sentiment"
"32",197,"Recovery",14,"Positive","Sentiment"
"33",219,"Regulatory",14,"Fear","Emotion"
"34",219,"Regulatory",14,"Negative","Sentiment"
"35",10,"Council",13,"Anticipation","Emotion"
"36",10,"Council",13,"Positive","Sentiment"
"37",10,"Council",13,"Trust","Emotion"
"38",175,"Gold",13,"Positive","Sentiment"
"39",221,"Council",13,"Anticipation","Emotion"
"40",221,"Council",13,"Positive","Sentiment"
"41",221,"Council",13,"Trust","Emotion"
"42",122,"Actual",12,"Positive","Sentiment"
"43",13,"Budget",11,"Trust","Emotion"
"44",27,"Budget",11,"Trust","Emotion"
"45",38,"Storm",11,"Anger","Emotion"
"46",38,"Storm",11,"Negative","Sentiment"
"47",65,"Fire",11,"Fear","Emotion"
"48",66,"Fire",11,"Fear","Emotion"
"49",203,"Fee",11,"Anger","Emotion"
"50",203,"Fee",11,"Negative","Sentiment"
"51",224,"Plan",11,"Anticipation","Emotion"
"52",6,"Debt",10,"Negative","Sentiment"
"53",6,"Debt",10,"Sadness","Emotion"
"54",9,"Plan",10,"Anticipation","Emotion"
"55",11,"Council",10,"Anticipation","Emotion"
"56",11,"Council",10,"Positive","Sentiment"
"57",11,"Council",10,"Trust","Emotion"
"58",39,"Pay",10,"Anticipation","Emotion"
"59",39,"Pay",10,"Joy","Emotion"
"60",39,"Pay",10,"Positive","Sentiment"
"61",39,"Pay",10,"Trust","Emotion"
"62",56,"Plan",10,"Anticipation","Emotion"
"63",62,"Community",10,"Positive","Sentiment"
"64",111,"Management",10,"Positive","Sentiment"
"65",111,"Management",10,"Trust","Emotion"
"66",126,"Accounts",10,"Trust","Emotion"
"67",132,"General",10,"Positive","Sentiment"
"68",132,"General",10,"Trust","Emotion"
"69",146,"Debt",10,"Negative","Sentiment"
"70",146,"Debt",10,"Sadness","Emotion"
"71",192,"Increase",10,"Positive","Sentiment"
"72",203,"Tree",10,"Anger","Emotion"
"73",203,"Tree",10,"Anticipation","Emotion"
"74",203,"Tree",10,"Disgust","Emotion"
"75",203,"Tree",10,"Joy","Emotion"
"76",203,"Tree",10,"Positive","Sentiment"
"77",203,"Tree",10,"Surprise","Emotion"
"78",203,"Tree",10,"Trust","Emotion"
"79",224,"Budget",10,"Trust","Emotion"
"80",14,"General",9,"Positive","Sentiment"
"81",14,"General",9,"Trust","Emotion"
"82",36,"Budget",9,"Trust","Emotion"
"83",37,"Sewer",9,"Disgust","Emotion"
"84",40,"Holiday",9,"Anticipation","Emotion"
"85",40,"Plan",9,"Anticipation","Emotion"
"86",40,"Holiday",9,"Joy","Emotion"
"87",40,"Holiday",9,"Positive","Sentiment"
"88",49,"Policy",9,"Trust","Emotion"
"89",53,"Resources",9,"Joy","Emotion"
"90",53,"Resources",9,"Positive","Sentiment"
"91",53,"Resources",9,"Trust","Emotion"
"92",65,"Community",9,"Positive","Sentiment"
"93",82,"Planning",9,"Anticipation","Emotion"
"94",82,"Planning",9,"Positive","Sentiment"
"95",82,"Planning",9,"Trust","Emotion"
"96",123,"Debt",9,"Negative","Sentiment"
"97",123,"Debt",9,"Sadness","Emotion"
"98",139,"Debt",9,"Negative","Sentiment"
"99",139,"Debt",9,"Sadness","Emotion"
"100",143,"Debt",9,"Negative","Sentiment"
"101",143,"Debt",9,"Sadness","Emotion"
"102",161,"Budget",9,"Trust","Emotion"
"103",165,"General",9,"Positive","Sentiment"
"104",165,"General",9,"Trust","Emotion"
"105",172,"Tree",9,"Anger","Emotion"
"106",172,"Tree",9,"Anticipation","Emotion"
"107",172,"Tree",9,"Disgust","Emotion"
"108",172,"Tree",9,"Joy","Emotion"
"109",172,"Tree",9,"Positive","Sentiment"
"110",172,"Tree",9,"Surprise","Emotion"
"111",172,"Tree",9,"Trust","Emotion"
"112",187,"Storm",9,"Anger","Emotion"
"113",187,"Storm",9,"Negative","Sentiment"
"114",194,"Community",9,"Positive","Sentiment"
"115",208,"Fire",9,"Fear","Emotion"
"116",211,"Fee",9,"Anger","Emotion"
"117",211,"Fee",9,"Negative","Sentiment"
"118",221,"Plan",9,"Anticipation","Emotion"
"119",10,"Mayor",8,"Positive","Sentiment"
"120",12,"Plan",8,"Anticipation","Emotion"
"121",12,"General",8,"Positive","Sentiment"
"122",12,"General",8,"Trust","Emotion"
"123",17,"Approve",8,"Joy","Emotion"
"124",17,"Approve",8,"Positive","Sentiment"
"125",17,"Approve",8,"Trust","Emotion"
"126",19,"Budget",8,"Trust","Emotion"
"127",20,"Increase",8,"Positive","Sentiment"
"128",25,"Budget",8,"Trust","Emotion"
"129",39,"Plan",8,"Anticipation","Emotion"
"130",53,"Crime",8,"Anger","Emotion"
"131",53,"Crime",8,"Negative","Sentiment"
"132",71,"Planning",8,"Anticipation","Emotion"
"133",71,"Planning",8,"Positive","Sentiment"
"134",71,"Planning",8,"Trust","Emotion"
"135",74,"Neighborhood",8,"Anticipation","Emotion"
"136",82,"Community",8,"Positive","Sentiment"
"137",85,"Planning",8,"Anticipation","Emotion"
"138",85,"Planning",8,"Positive","Sentiment"
"139",85,"Planning",8,"Trust","Emotion"
"140",107,"Management",8,"Positive","Sentiment"
"141",107,"Management",8,"Trust","Emotion"
"142",133,"Tax",8,"Negative","Sentiment"
"143",133,"Tax",8,"Sadness","Emotion"
"144",138,"Airport",8,"Anticipation","Emotion"
"145",157,"Grant",8,"Anticipation","Emotion"
"146",157,"Grant",8,"Joy","Emotion"
"147",157,"Grant",8,"Positive","Sentiment"
"148",157,"Grant",8,"Trust","Emotion"
"149",167,"Community",8,"Positive","Sentiment"
"150",175,"Tax",8,"Negative","Sentiment"
"151",175,"Tax",8,"Sadness","Emotion"
"152",180,"Neighborhood",8,"Anticipation","Emotion"
"153",185,"Plan",8,"Anticipation","Emotion"
"154",190,"Maintenance",8,"Trust","Emotion"
"155",192,"Budget",8,"Trust","Emotion"
"156",193,"Budget",8,"Trust","Emotion"
"157",205,"Plan",8,"Anticipation","Emotion"
"158",212,"Fee",8,"Anger","Emotion"
"159",212,"Fee",8,"Negative","Sentiment"
"160",13,"General",7,"Positive","Sentiment"
"161",13,"General",7,"Trust","Emotion"
"162",14,"Budget",7,"Trust","Emotion"
"163",16,"Cash",7,"Anger","Emotion"
"164",16,"Cash",7,"Anticipation","Emotion"
"165",16,"Cash",7,"Fear","Emotion"
"166",16,"Cash",7,"Joy","Emotion"
"167",16,"Cash",7,"Positive","Sentiment"
"168",16,"Cash",7,"Trust","Emotion"
"169",20,"Budget",7,"Trust","Emotion"
"170",32,"Community",7,"Positive","Sentiment"
"171",35,"General",7,"Positive","Sentiment"
"172",35,"General",7,"Trust","Emotion"
"173",46,"System",7,"Trust","Emotion"
"174",49,"Focus",7,"Positive","Sentiment"
"175",53,"Community",7,"Positive","Sentiment"
"176",68,"Waste",7,"Disgust","Emotion"
"177",68,"Waste",7,"Negative","Sentiment"
"178",85,"Airport",7,"Anticipation","Emotion"
"179",89,"Planning",7,"Anticipation","Emotion"
"180",89,"Planning",7,"Positive","Sentiment"
"181",89,"Planning",7,"Trust","Emotion"
"182",99,"Budget",7,"Trust","Emotion"
"183",105,"Community",7,"Positive","Sentiment"
"184",117,"County",7,"Trust","Emotion"
"185",124,"Accounts",7,"Trust","Emotion"
"186",127,"Accounts",7,"Trust","Emotion"
"187",132,"Increase",7,"Positive","Sentiment"
"188",132,"Budget",7,"Trust","Emotion"
"189",163,"Payment",7,"Negative","Sentiment"
"190",175,"Pay",7,"Anticipation","Emotion"
"191",175,"Pay",7,"Joy","Emotion"
"192",175,"Pay",7,"Positive","Sentiment"
"193",175,"Pay",7,"Trust","Emotion"
"194",182,"Maintenance",7,"Trust","Emotion"
"195",194,"Plan",7,"Anticipation","Emotion"
"196",197,"Fee",7,"Anger","Emotion"
"197",197,"Fee",7,"Negative","Sentiment"
"198",203,"Plan",7,"Anticipation","Emotion"
"199",211,"Plan",7,"Anticipation","Emotion"
"200",211,"Sewer",7,"Disgust","Emotion"
"201",212,"Daily",7,"Anticipation","Emotion"
"202",224,"Public",7,"Anticipation","Emotion"
"203",224,"Public",7,"Positive","Sentiment"
"204",10,"Policy",6,"Trust","Emotion"
"205",12,"Waste",6,"Disgust","Emotion"
"206",12,"Waste",6,"Negative","Sentiment"
"207",12,"Community",6,"Positive","Sentiment"
"208",12,"Solid",6,"Positive","Sentiment"
"209",12,"Committee",6,"Trust","Emotion"
"210",15,"Budget",6,"Trust","Emotion"
"211",17,"Cash",6,"Anger","Emotion"
"212",17,"Cash",6,"Anticipation","Emotion"
"213",17,"Cash",6,"Fear","Emotion"
"214",17,"Cash",6,"Joy","Emotion"
"215",17,"Authorized",6,"Positive","Sentiment"
"216",17,"Cash",6,"Positive","Sentiment"
