"","page_number","word","sent_count","sentiment","category"
"1",397,"Budget",26,"Trust","Emotion"
"2",98,"Balance",24,"Positive","Sentiment"
"3",341,"Debt",23,"Negative","Sentiment"
"4",341,"Debt",23,"Sadness","Emotion"
"5",9,"Budget",22,"Trust","Emotion"
"6",286,"Recreation",22,"Anticipation","Emotion"
"7",286,"Recreation",22,"Joy","Emotion"
"8",286,"Recreation",22,"Positive","Sentiment"
"9",306,"Waste",21,"Disgust","Emotion"
"10",306,"Waste",21,"Negative","Sentiment"
"11",339,"Bonds",20,"Negative","Sentiment"
"12",60,"Budget",19,"Trust","Emotion"
"13",286,"Center",19,"Positive","Sentiment"
"14",286,"Center",19,"Trust","Emotion"
"15",119,"Sewer",18,"Disgust","Emotion"
"16",61,"Budget",17,"Trust","Emotion"
"17",109,"Tax",17,"Negative","Sentiment"
"18",109,"Tax",17,"Sadness","Emotion"
"19",112,"County",17,"Trust","Emotion"
"20",108,"Tax",16,"Negative","Sentiment"
"21",108,"Tax",16,"Sadness","Emotion"
"22",255,"Fire",16,"Fear","Emotion"
"23",305,"Waste",16,"Disgust","Emotion"
"24",305,"Waste",16,"Negative","Sentiment"
"25",74,"Management",15,"Positive","Sentiment"
"26",74,"Management",15,"Trust","Emotion"
"27",235,"Community",15,"Positive","Sentiment"
"28",409,"School",15,"Trust","Emotion"
"29",10,"Budget",14,"Trust","Emotion"
"30",95,"General",14,"Positive","Sentiment"
"31",95,"General",14,"Trust","Emotion"
"32",107,"Actual",14,"Positive","Sentiment"
"33",336,"Bonds",14,"Negative","Sentiment"
"34",408,"University",14,"Anticipation","Emotion"
"35",408,"University",14,"Positive","Sentiment"
"36",68,"Budget",13,"Trust","Emotion"
"37",96,"Tax",13,"Negative","Sentiment"
"38",96,"Tax",13,"Sadness","Emotion"
"39",122,"Sewer",13,"Disgust","Emotion"
"40",124,"Waste",13,"Disgust","Emotion"
"41",124,"Waste",13,"Negative","Sentiment"
"42",254,"Fire",13,"Fear","Emotion"
"43",310,"Waste",13,"Disgust","Emotion"
"44",310,"Waste",13,"Negative","Sentiment"
"45",11,"Budget",12,"Trust","Emotion"
"46",73,"Waste",12,"Disgust","Emotion"
"47",73,"Waste",12,"Negative","Sentiment"
"48",97,"Tax",12,"Negative","Sentiment"
"49",97,"Tax",12,"Sadness","Emotion"
"50",116,"Debt",12,"Negative","Sentiment"
"51",116,"Debt",12,"Sadness","Emotion"
"52",209,"County",12,"Trust","Emotion"
"53",251,"Emergency",12,"Fear","Emotion"
"54",251,"Emergency",12,"Negative","Sentiment"
"55",251,"Emergency",12,"Sadness","Emotion"
"56",251,"Emergency",12,"Surprise","Emotion"
"57",254,"Emergency",12,"Fear","Emotion"
"58",254,"Emergency",12,"Negative","Sentiment"
"59",254,"Emergency",12,"Sadness","Emotion"
"60",254,"Emergency",12,"Surprise","Emotion"
"61",272,"Fleet",12,"Positive","Sentiment"
"62",284,"Management",12,"Positive","Sentiment"
"63",284,"Management",12,"Trust","Emotion"
"64",308,"Waste",12,"Disgust","Emotion"
"65",308,"Waste",12,"Negative","Sentiment"
"66",339,"Debt",12,"Negative","Sentiment"
"67",339,"Debt",12,"Sadness","Emotion"
"68",344,"Savings",12,"Positive","Sentiment"
"69",411,"Duke",12,"Positive","Sentiment"
"70",13,"Increase",11,"Positive","Sentiment"
"71",21,"Recreation",11,"Anticipation","Emotion"
"72",21,"Recreation",11,"Joy","Emotion"
"73",21,"Center",11,"Positive","Sentiment"
"74",21,"Recreation",11,"Positive","Sentiment"
"75",21,"Center",11,"Trust","Emotion"
"76",108,"County",11,"Trust","Emotion"
"77",124,"Solid",11,"Positive","Sentiment"
"78",150,"Legal",11,"Positive","Sentiment"
"79",150,"Legal",11,"Trust","Emotion"
"80",209,"Planning",11,"Anticipation","Emotion"
"81",209,"Planning",11,"Positive","Sentiment"
"82",209,"Planning",11,"Trust","Emotion"
"83",213,"Director",11,"Positive","Sentiment"
"84",213,"Director",11,"Trust","Emotion"
"85",247,"Emergency",11,"Fear","Emotion"
"86",247,"Emergency",11,"Negative","Sentiment"
"87",247,"Emergency",11,"Sadness","Emotion"
"88",247,"Emergency",11,"Surprise","Emotion"
"89",251,"County",11,"Trust","Emotion"
"90",259,"Fire",11,"Fear","Emotion"
"91",262,"Provide",11,"Positive","Sentiment"
"92",262,"Provide",11,"Trust","Emotion"
"93",285,"Planning",11,"Anticipation","Emotion"
"94",285,"Planning",11,"Positive","Sentiment"
"95",285,"Planning",11,"Trust","Emotion"
"96",334,"Series",11,"Trust","Emotion"
"97",337,"Debt",11,"Negative","Sentiment"
"98",337,"Debt",11,"Sadness","Emotion"
"99",340,"Debt",11,"Negative","Sentiment"
"100",340,"Debt",11,"Sadness","Emotion"
"101",73,"Solid",10,"Positive","Sentiment"
"102",172,"Budget",10,"Trust","Emotion"
"103",213,"Planning",10,"Anticipation","Emotion"
"104",213,"Planning",10,"Positive","Sentiment"
"105",213,"Planning",10,"Trust","Emotion"
"106",214,"Planning",10,"Anticipation","Emotion"
"107",214,"Planning",10,"Positive","Sentiment"
"108",214,"Planning",10,"Trust","Emotion"
"109",215,"Plan",10,"Anticipation","Emotion"
"110",254,"Medical",10,"Anticipation","Emotion"
"111",254,"Medical",10,"Fear","Emotion"
"112",254,"Medical",10,"Positive","Sentiment"
"113",254,"Medical",10,"Trust","Emotion"
"114",273,"Fleet",10,"Positive","Sentiment"
"115",322,"Maintenance",10,"Trust","Emotion"
"116",329,"Debt",10,"Negative","Sentiment"
"117",329,"Debt",10,"Sadness","Emotion"
"118",335,"Debt",10,"Negative","Sentiment"
"119",335,"Debt",10,"Sadness","Emotion"
"120",349,"Improvement",10,"Joy","Emotion"
"121",349,"Improvement",10,"Positive","Sentiment"
"122",349,"Improvement",10,"Trust","Emotion"
"123",382,"Justice",10,"Positive","Sentiment"
"124",382,"Justice",10,"Trust","Emotion"
"125",3,"Management",9,"Positive","Sentiment"
"126",3,"Budget",9,"Trust","Emotion"
"127",3,"Management",9,"Trust","Emotion"
"128",60,"Ordinance",9,"Trust","Emotion"
"129",72,"Police",9,"Fear","Emotion"
"130",72,"Police",9,"Positive","Sentiment"
"131",72,"Police",9,"Trust","Emotion"
"132",115,"Debt",9,"Negative","Sentiment"
"133",115,"Debt",9,"Sadness","Emotion"
"134",155,"Council",9,"Anticipation","Emotion"
"135",155,"Council",9,"Positive","Sentiment"
"136",155,"Council",9,"Trust","Emotion"
"137",197,"Technology",9,"Positive","Sentiment"
"138",218,"Community",9,"Positive","Sentiment"
"139",233,"Continue",9,"Anticipation","Emotion"
"140",233,"Continue",9,"Positive","Sentiment"
"141",233,"Continue",9,"Trust","Emotion"
"142",240,"Neighborhood",9,"Anticipation","Emotion"
"143",287,"Recreation",9,"Anticipation","Emotion"
"144",287,"Recreation",9,"Joy","Emotion"
"145",287,"Recreation",9,"Positive","Sentiment"
"146",290,"Recreation",9,"Anticipation","Emotion"
"147",290,"Recreation",9,"Joy","Emotion"
"148",290,"Recreation",9,"Positive","Sentiment"
"149",328,"Continue",9,"Anticipation","Emotion"
"150",328,"Continue",9,"Positive","Sentiment"
"151",328,"Continue",9,"Trust","Emotion"
"152",329,"Bonds",9,"Negative","Sentiment"
"153",334,"Bonds",9,"Negative","Sentiment"
"154",344,"Debt",9,"Negative","Sentiment"
"155",344,"Debt",9,"Sadness","Emotion"
"156",351,"Budget",9,"Trust","Emotion"
"157",397,"Council",9,"Anticipation","Emotion"
"158",397,"Council",9,"Positive","Sentiment"
"159",397,"Council",9,"Trust","Emotion"
"160",408,"Duke",9,"Positive","Sentiment"
"161",6,"Appropriation",8,"Negative","Sentiment"
"162",10,"Information",8,"Positive","Sentiment"
"163",13,"Tax",8,"Negative","Sentiment"
"164",13,"Tax",8,"Sadness","Emotion"
"165",13,"Budget",8,"Trust","Emotion"
"166",14,"Sewer",8,"Disgust","Emotion"
"167",17,"Award",8,"Anticipation","Emotion"
"168",17,"Award",8,"Joy","Emotion"
"169",17,"Award",8,"Positive","Sentiment"
"170",17,"Award",8,"Surprise","Emotion"
"171",17,"Award",8,"Trust","Emotion"
"172",37,"Community",8,"Positive","Sentiment"
"173",51,"Develop",8,"Anticipation","Emotion"
"174",51,"Develop",8,"Positive","Sentiment"
"175",55,"Champion",8,"Anticipation","Emotion"
"176",55,"Champion",8,"Joy","Emotion"
"177",55,"Vice",8,"Negative","Sentiment"
"178",55,"Champion",8,"Positive","Sentiment"
"179",55,"Champion",8,"Trust","Emotion"
"180",69,"Resources",8,"Joy","Emotion"
"181",69,"Resources",8,"Positive","Sentiment"
"182",69,"Resources",8,"Trust","Emotion"
"183",70,"Planning",8,"Anticipation","Emotion"
"184",70,"Planning",8,"Positive","Sentiment"
"185",70,"Planning",8,"Trust","Emotion"
"186",72,"Fire",8,"Fear","Emotion"
"187",73,"Public",8,"Anticipation","Emotion"
"188",73,"Public",8,"Positive","Sentiment"
"189",90,"Income",8,"Anticipation","Emotion"
"190",90,"Income",8,"Joy","Emotion"
"191",90,"Income",8,"Negative","Sentiment"
"192",90,"Income",8,"Positive","Sentiment"
"193",90,"Interest",8,"Positive","Sentiment"
"194",90,"Income",8,"Sadness","Emotion"
"195",90,"Income",8,"Trust","Emotion"
"196",96,"Base",8,"Trust","Emotion"
"197",109,"Actual",8,"Positive","Sentiment"
"198",113,"Maintenance",8,"Trust","Emotion"
"199",117,"Sewer",8,"Disgust","Emotion"
"200",123,"Sewer",8,"Disgust","Emotion"
"201",173,"Strategic",8,"Positive","Sentiment"
"202",189,"Resources",8,"Joy","Emotion"
"203",189,"Resources",8,"Positive","Sentiment"
"204",189,"Resources",8,"Trust","Emotion"
"205",213,"Information",8,"Positive","Sentiment"
"206",232,"Small",8,"Negative","Sentiment"
"207",260,"Fire",8,"Fear","Emotion"
"208",262,"Enforcement",8,"Negative","Sentiment"
"209",272,"Fire",8,"Fear","Emotion"
"210",272,"Maintenance",8,"Trust","Emotion"
"211",273,"Maintenance",8,"Trust","Emotion"
"212",286,"School",8,"Trust","Emotion"
"213",295,"Public",8,"Anticipation","Emotion"
"214",295,"Public",8,"Positive","Sentiment"
"215",295,"Maintenance",8,"Trust","Emotion"
"216",326,"Sewer",8,"Disgust","Emotion"
"217",382,"Grant",8,"Anticipation","Emotion"
"218",382,"Grant",8,"Joy","Emotion"
"219",382,"Grant",8,"Positive","Sentiment"
"220",382,"Grant",8,"Trust","Emotion"
"221",383,"Grant",8,"Anticipation","Emotion"
"222",383,"Grant",8,"Joy","Emotion"
"223",383,"Grant",8,"Positive","Sentiment"
"224",383,"Grant",8,"Trust","Emotion"
"225",418,"Tax",8,"Negative","Sentiment"
"226",418,"Tax",8,"Sadness","Emotion"
"227",8,"Improvement",7,"Joy","Emotion"
"228",8,"Improvement",7,"Positive","Sentiment"
"229",8,"Improvement",7,"Trust","Emotion"
"230",9,"Council",7,"Anticipation","Emotion"
"231",9,"Council",7,"Positive","Sentiment"
"232",9,"Council",7,"Trust","Emotion"
"233",11,"Council",7,"Anticipation","Emotion"
"234",11,"Council",7,"Positive","Sentiment"
"235",11,"Council",7,"Trust","Emotion"
"236",13,"General",7,"Positive","Sentiment"
"237",13,"General",7,"Trust","Emotion"
"238",15,"Plan",7,"Anticipation","Emotion"
"239",21,"Waste",7,"Disgust","Emotion"
"240",21,"Waste",7,"Negative","Sentiment"
"241",30,"Strategic",7,"Positive","Sentiment"
"242",33,"Plan",7,"Anticipation","Emotion"
"243",60,"Balanced",7,"Positive","Sentiment"
"244",70,"Community",7,"Positive","Sentiment"
"245",71,"Emergency",7,"Fear","Emotion"
"246",71,"Emergency",7,"Negative","Sentiment"
"247",71,"Emergency",7,"Sadness","Emotion"
"248",71,"Emergency",7,"Surprise","Emotion"
"249",78,"Debt",7,"Negative","Sentiment"
"250",78,"Debt",7,"Sadness","Emotion"
"251",79,"Sewer",7,"Disgust","Emotion"
"252",79,"Debt",7,"Negative","Sentiment"
"253",79,"Debt",7,"Sadness","Emotion"
"254",83,"Grant",7,"Anticipation","Emotion"
"255",83,"Grant",7,"Joy","Emotion"
"256",83,"Grant",7,"Positive","Sentiment"
"257",83,"Grant",7,"Trust","Emotion"
