"","page_number","word","sent_count","sentiment","category"
"1",17,"Budget",34,"Trust","Emotion"
"2",68,"Tax",28,"Negative","Sentiment"
"3",68,"Tax",28,"Sadness","Emotion"
"4",182,"Debt",25,"Negative","Sentiment"
"5",182,"Debt",25,"Sadness","Emotion"
"6",151,"Fire",22,"Fear","Emotion"
"7",18,"Budget",21,"Trust","Emotion"
"8",63,"Recreation",17,"Anticipation","Emotion"
"9",63,"Recreation",17,"Joy","Emotion"
"10",63,"Recreation",17,"Positive","Sentiment"
"11",69,"Tax",17,"Negative","Sentiment"
"12",69,"Tax",17,"Sadness","Emotion"
"13",91,"Budget",16,"Trust","Emotion"
"14",33,"Debt",15,"Negative","Sentiment"
"15",33,"Debt",15,"Sadness","Emotion"
"16",140,"Waste",15,"Disgust","Emotion"
"17",140,"Waste",15,"Negative","Sentiment"
"18",152,"Fire",15,"Fear","Emotion"
"19",21,"Budget",14,"Trust","Emotion"
"20",75,"Waste",14,"Disgust","Emotion"
"21",75,"Waste",14,"Negative","Sentiment"
"22",91,"Management",14,"Positive","Sentiment"
"23",91,"Management",14,"Trust","Emotion"
"24",184,"Debt",14,"Negative","Sentiment"
"25",184,"Debt",14,"Sadness","Emotion"
"26",27,"Population",13,"Positive","Sentiment"
"27",75,"Solid",13,"Positive","Sentiment"
"28",111,"General",13,"Positive","Sentiment"
"29",111,"General",13,"Trust","Emotion"
"30",183,"Council",13,"Anticipation","Emotion"
"31",183,"Council",13,"Positive","Sentiment"
"32",183,"Council",13,"Trust","Emotion"
"33",10,"Budget",12,"Trust","Emotion"
"34",13,"Center",12,"Positive","Sentiment"
"35",13,"Center",12,"Trust","Emotion"
"36",127,"Public",12,"Anticipation","Emotion"
"37",127,"Public",12,"Positive","Sentiment"
"38",132,"Increase",12,"Positive","Sentiment"
"39",141,"Waste",12,"Disgust","Emotion"
"40",141,"Waste",12,"Negative","Sentiment"
"41",172,"Center",12,"Positive","Sentiment"
"42",172,"Center",12,"Trust","Emotion"
"43",194,"Budget",12,"Trust","Emotion"
"44",207,"Trust",12,"Trust","Emotion"
"45",16,"Budget",11,"Trust","Emotion"
"46",18,"Council",11,"Anticipation","Emotion"
"47",18,"Council",11,"Positive","Sentiment"
"48",18,"Council",11,"Trust","Emotion"
"49",58,"Balance",11,"Positive","Sentiment"
"50",80,"Council",11,"Anticipation","Emotion"
"51",80,"Council",11,"Positive","Sentiment"
"52",80,"Council",11,"Trust","Emotion"
"53",108,"Public",11,"Anticipation","Emotion"
"54",108,"Public",11,"Positive","Sentiment"
"55",141,"Solid",11,"Positive","Sentiment"
"56",142,"Enforcement",11,"Negative","Sentiment"
"57",156,"Police",11,"Fear","Emotion"
"58",156,"Police",11,"Positive","Sentiment"
"59",156,"Police",11,"Trust","Emotion"
"60",163,"Attendance",11,"Anticipation","Emotion"
"61",183,"Bonds",11,"Negative","Sentiment"
"62",184,"Council",11,"Anticipation","Emotion"
"63",184,"Bonds",11,"Negative","Sentiment"
"64",184,"Council",11,"Positive","Sentiment"
"65",184,"Council",11,"Trust","Emotion"
"66",23,"Budget",10,"Trust","Emotion"
"67",49,"Appropriation",10,"Negative","Sentiment"
"68",100,"Technology",10,"Positive","Sentiment"
"69",131,"Increase",10,"Positive","Sentiment"
"70",147,"Emergency",10,"Fear","Emotion"
"71",147,"Emergency",10,"Negative","Sentiment"
"72",147,"Emergency",10,"Sadness","Emotion"
"73",147,"Emergency",10,"Surprise","Emotion"
"74",175,"Sewer",10,"Disgust","Emotion"
"75",183,"Participation",10,"Positive","Sentiment"
"76",185,"Debt",10,"Negative","Sentiment"
"77",185,"Debt",10,"Sadness","Emotion"
"78",191,"Maintenance",10,"Trust","Emotion"
"79",215,"Fee",10,"Anger","Emotion"
"80",215,"Fee",10,"Negative","Sentiment"
"81",219,"Improvement",10,"Joy","Emotion"
"82",219,"Improvement",10,"Positive","Sentiment"
"83",219,"Improvement",10,"Trust","Emotion"
"84",9,"Budget",9,"Trust","Emotion"
"85",46,"Appropriation",9,"Negative","Sentiment"
"86",47,"Center",9,"Positive","Sentiment"
"87",47,"Center",9,"Trust","Emotion"
"88",48,"Appropriation",9,"Negative","Sentiment"
"89",58,"General",9,"Positive","Sentiment"
"90",58,"General",9,"Trust","Emotion"
"91",59,"General",9,"Positive","Sentiment"
"92",59,"General",9,"Trust","Emotion"
"93",64,"Specialist",9,"Trust","Emotion"
"94",75,"Debt",9,"Negative","Sentiment"
"95",75,"Debt",9,"Sadness","Emotion"
"96",77,"Center",9,"Positive","Sentiment"
"97",77,"Center",9,"Trust","Emotion"
"98",107,"Trust",9,"Trust","Emotion"
"99",116,"Income",9,"Anticipation","Emotion"
"100",116,"Income",9,"Joy","Emotion"
"101",116,"Income",9,"Negative","Sentiment"
"102",116,"Income",9,"Positive","Sentiment"
"103",116,"Income",9,"Sadness","Emotion"
"104",116,"Income",9,"Trust","Emotion"
"105",142,"Increase",9,"Positive","Sentiment"
"106",169,"Center",9,"Positive","Sentiment"
"107",169,"Center",9,"Trust","Emotion"
"108",178,"Sewer",9,"Disgust","Emotion"
"109",190,"Budget",9,"Trust","Emotion"
"110",205,"Tax",9,"Negative","Sentiment"
"111",205,"Tax",9,"Sadness","Emotion"
"112",215,"Waste",9,"Disgust","Emotion"
"113",215,"Waste",9,"Negative","Sentiment"
"114",5,"Public",8,"Anticipation","Emotion"
"115",5,"Debt",8,"Negative","Sentiment"
"116",5,"Public",8,"Positive","Sentiment"
"117",5,"Debt",8,"Sadness","Emotion"
"118",9,"Tax",8,"Negative","Sentiment"
"119",9,"Tax",8,"Sadness","Emotion"
"120",12,"Budget",8,"Trust","Emotion"
"121",32,"Growth",8,"Positive","Sentiment"
"122",45,"General",8,"Positive","Sentiment"
"123",45,"General",8,"Trust","Emotion"
"124",47,"Supported",8,"Positive","Sentiment"
"125",59,"Public",8,"Anticipation","Emotion"
"126",59,"Public",8,"Positive","Sentiment"
"127",63,"Specialist",8,"Trust","Emotion"
"128",70,"Tax",8,"Negative","Sentiment"
"129",70,"Tax",8,"Sadness","Emotion"
"130",72,"General",8,"Positive","Sentiment"
"131",72,"General",8,"Trust","Emotion"
"132",77,"Convention",8,"Positive","Sentiment"
"133",86,"Budget",8,"Trust","Emotion"
"134",109,"Public",8,"Anticipation","Emotion"
"135",109,"Public",8,"Positive","Sentiment"
"136",121,"Neighborhood",8,"Anticipation","Emotion"
"137",123,"Planning",8,"Anticipation","Emotion"
"138",123,"Planning",8,"Positive","Sentiment"
"139",123,"Planning",8,"Trust","Emotion"
"140",124,"Planning",8,"Anticipation","Emotion"
"141",124,"Planning",8,"Positive","Sentiment"
"142",124,"Planning",8,"Trust","Emotion"
"143",140,"Solid",8,"Positive","Sentiment"
"144",148,"Radio",8,"Positive","Sentiment"
"145",150,"Emergency",8,"Fear","Emotion"
"146",150,"Emergency",8,"Negative","Sentiment"
"147",150,"Emergency",8,"Sadness","Emotion"
"148",150,"Emergency",8,"Surprise","Emotion"
"149",155,"Police",8,"Fear","Emotion"
"150",155,"Police",8,"Positive","Sentiment"
"151",155,"Police",8,"Trust","Emotion"
"152",165,"Recreation",8,"Anticipation","Emotion"
"153",165,"Recreation",8,"Joy","Emotion"
"154",165,"Recreation",8,"Positive","Sentiment"
"155",176,"Sewer",8,"Disgust","Emotion"
"156",183,"Improvement",8,"Joy","Emotion"
"157",183,"General",8,"Positive","Sentiment"
"158",183,"Improvement",8,"Positive","Sentiment"
"159",183,"General",8,"Trust","Emotion"
"160",183,"Improvement",8,"Trust","Emotion"
"161",195,"General",8,"Positive","Sentiment"
"162",195,"General",8,"Trust","Emotion"
"163",215,"Solid",8,"Positive","Sentiment"
"164",221,"Convention",8,"Positive","Sentiment"
"165",221,"Budget",8,"Trust","Emotion"
"166",2,"Budget",7,"Trust","Emotion"
"167",4,"Budget",7,"Trust","Emotion"
"168",6,"Budget",7,"Trust","Emotion"
"169",10,"Increase",7,"Positive","Sentiment"
"170",13,"Convention",7,"Positive","Sentiment"
"171",15,"Budget",7,"Trust","Emotion"
"172",23,"Accounts",7,"Trust","Emotion"
"173",30,"Time",7,"Anticipation","Emotion"
"174",33,"Tax",7,"Negative","Sentiment"
"175",33,"Tax",7,"Sadness","Emotion"
"176",41,"General",7,"Positive","Sentiment"
"177",41,"General",7,"Trust","Emotion"
"178",42,"Appropriation",7,"Negative","Sentiment"
"179",45,"Accounts",7,"Trust","Emotion"
"180",61,"Specialist",7,"Trust","Emotion"
"181",67,"Tax",7,"Negative","Sentiment"
"182",67,"Tax",7,"Sadness","Emotion"
"183",74,"Utility",7,"Positive","Sentiment"
"184",96,"Budget",7,"Trust","Emotion"
"185",100,"Information",7,"Positive","Sentiment"
"186",122,"Youth",7,"Anger","Emotion"
"187",122,"Youth",7,"Anticipation","Emotion"
"188",122,"Youth",7,"Fear","Emotion"
"189",122,"Youth",7,"Joy","Emotion"
"190",122,"Youth",7,"Positive","Sentiment"
"191",122,"Youth",7,"Surprise","Emotion"
"192",153,"Fire",7,"Fear","Emotion"
"193",161,"Center",7,"Positive","Sentiment"
"194",161,"Center",7,"Trust","Emotion"
"195",179,"System",7,"Trust","Emotion"
"196",192,"Center",7,"Positive","Sentiment"
"197",192,"Center",7,"Trust","Emotion"
"198",199,"Utility",7,"Positive","Sentiment"
"199",202,"Grant",7,"Anticipation","Emotion"
"200",202,"Income",7,"Anticipation","Emotion"
"201",202,"Grant",7,"Joy","Emotion"
"202",202,"Income",7,"Joy","Emotion"
"203",202,"Income",7,"Negative","Sentiment"
"204",202,"Grant",7,"Positive","Sentiment"
"205",202,"Income",7,"Positive","Sentiment"
"206",202,"Income",7,"Sadness","Emotion"
"207",202,"Grant",7,"Trust","Emotion"
"208",202,"Income",7,"Trust","Emotion"
"209",204,"Improvement",7,"Joy","Emotion"
"210",204,"Improvement",7,"Positive","Sentiment"
"211",204,"Improvement",7,"Trust","Emotion"
"212",221,"Greater",7,"Positive","Sentiment"
"213",7,"Budget",6,"Trust","Emotion"
"214",9,"Time",6,"Anticipation","Emotion"
"215",11,"Budget",6,"Trust","Emotion"
"216",12,"General",6,"Positive","Sentiment"
"217",12,"General",6,"Trust","Emotion"
"218",16,"General",6,"Positive","Sentiment"
"219",16,"General",6,"Trust","Emotion"
"220",20,"Budget",6,"Trust","Emotion"
"221",22,"Budget",6,"Trust","Emotion"
"222",26,"Council",6,"Anticipation","Emotion"
"223",26,"Council",6,"Positive","Sentiment"
"224",26,"Council",6,"Trust","Emotion"
"225",28,"Labor",6,"Anticipation","Emotion"
"226",28,"Labor",6,"Joy","Emotion"
"227",28,"Labor",6,"Positive","Sentiment"
"228",28,"Labor",6,"Surprise","Emotion"
"229",28,"Labor",6,"Trust","Emotion"
"230",32,"Public",6,"Anticipation","Emotion"
"231",32,"Public",6,"Positive","Sentiment"
"232",33,"Gross",6,"Disgust","Emotion"
"233",33,"Gross",6,"Negative","Sentiment"
"234",33,"General",6,"Positive","Sentiment"
"235",33,"General",6,"Trust","Emotion"
"236",41,"Established",6,"Joy","Emotion"
"237",41,"Established",6,"Positive","Sentiment"
"238",42,"General",6,"Positive","Sentiment"
"239",42,"General",6,"Trust","Emotion"
"240",45,"Improvement",6,"Joy","Emotion"
"241",45,"Improvement",6,"Positive","Sentiment"
"242",45,"Improvement",6,"Trust","Emotion"
"243",50,"Debt",6,"Negative","Sentiment"
"244",50,"Debt",6,"Sadness","Emotion"
"245",52,"Appropriation",6,"Negative","Sentiment"
"246",58,"Budget",6,"Trust","Emotion"
"247",61,"Public",6,"Anticipation","Emotion"
"248",61,"Deletion",6,"Negative","Sentiment"
"249",61,"Public",6,"Positive","Sentiment"
"250",63,"Director",6,"Positive","Sentiment"
"251",63,"Director",6,"Trust","Emotion"
"252",69,"County",6,"Trust","Emotion"
"253",70,"Fee",6,"Anger","Emotion"
"254",70,"Fee",6,"Negative","Sentiment"
"255",82,"Attorney",6,"Anger","Emotion"
"256",82,"Attorney",6,"Fear","Emotion"
"257",82,"Attorney",6,"Positive","Sentiment"
"258",82,"Attorney",6,"Trust","Emotion"
"259",84,"Budget",6,"Trust","Emotion"
"260",86,"Commission",6,"Trust","Emotion"
"261",92,"Management",6,"Positive","Sentiment"
"262",92,"Management",6,"Trust","Emotion"
"263",96,"Technology",6,"Positive","Sentiment"
"264",99,"Risk",6,"Anticipation","Emotion"
"265",99,"Risk",6,"Fear","Emotion"
