,page_number,word,sent_count,sentiment,category
1,23,Fire,24,Fear,Emotion
2,56,Police,14,Fear,Emotion
3,56,Police,14,Positive,Sentiment
4,56,Police,14,Trust,Emotion
5,67,Measure,14,Trust,Emotion
6,83,Airport,14,Anticipation,Emotion
7,105,Increase,14,Positive,Sentiment
8,14,Measure,12,Trust,Emotion
9,42,Measure,12,Trust,Emotion
10,92,Rail,12,Anger,Emotion
11,92,Rail,12,Anticipation,Emotion
12,92,Rail,12,Negative,Sentiment
13,29,Specialist,11,Trust,Emotion
14,48,Provide,11,Positive,Sentiment
15,48,Provide,11,Trust,Emotion
16,96,Increase,11,Positive,Sentiment
17,110,Increase,11,Positive,Sentiment
18,2,Measure,10,Trust,Emotion
19,12,Community,10,Positive,Sentiment
20,26,Provide,10,Positive,Sentiment
21,26,Provide,10,Trust,Emotion
22,40,Increase,10,Positive,Sentiment
23,52,Increase,10,Positive,Sentiment
24,58,Increase,10,Positive,Sentiment
25,4,Increase,9,Positive,Sentiment
26,8,Increase,9,Positive,Sentiment
27,20,Provide,9,Positive,Sentiment
28,20,Provide,9,Trust,Emotion
29,37,Increase,9,Positive,Sentiment
30,41,Technology,9,Positive,Sentiment
31,43,Information,9,Positive,Sentiment
32,48,Increase,9,Positive,Sentiment
33,54,Police,9,Fear,Emotion
34,54,Police,9,Positive,Sentiment
35,54,Police,9,Trust,Emotion
36,55,Officer,9,Positive,Sentiment
37,55,Officer,9,Trust,Emotion
38,63,Increase,9,Positive,Sentiment
39,66,Increase,9,Positive,Sentiment
40,88,Increase,9,Positive,Sentiment
41,1,Increase,8,Positive,Sentiment
42,10,Increase,8,Positive,Sentiment
43,13,Increase,8,Positive,Sentiment
44,16,Increase,8,Positive,Sentiment
45,18,Specialist,8,Trust,Emotion
46,20,Increase,8,Positive,Sentiment
47,22,Calls,8,Anticipation,Emotion
48,22,Calls,8,Negative,Sentiment
49,22,Calls,8,Trust,Emotion
50,25,Increase,8,Positive,Sentiment
51,26,Increase,8,Positive,Sentiment
52,32,Increase,8,Positive,Sentiment
53,35,Specialist,8,Trust,Emotion
54,47,Planning,8,Anticipation,Emotion
55,47,Planning,8,Positive,Sentiment
56,47,Planning,8,Trust,Emotion
57,52,Police,8,Fear,Emotion
58,52,Police,8,Positive,Sentiment
59,52,Police,8,Trust,Emotion
60,53,Police,8,Fear,Emotion
61,53,Police,8,Positive,Sentiment
62,53,Police,8,Trust,Emotion
63,62,Budget,8,Trust,Emotion
64,64,Budget,8,Trust,Emotion
65,79,Increase,8,Positive,Sentiment
66,81,Measure,8,Trust,Emotion
67,83,Officer,8,Positive,Sentiment
68,83,Officer,8,Trust,Emotion
69,86,Debt,8,Negative,Sentiment
70,86,Debt,8,Sadness,Emotion
71,88,Provide,8,Positive,Sentiment
72,88,Provide,8,Trust,Emotion
73,104,Storm,8,Anger,Emotion
74,104,Storm,8,Negative,Sentiment
75,106,Measure,8,Trust,Emotion
76,3,Attorney,7,Anger,Emotion
77,3,Attorney,7,Fear,Emotion
78,3,Attorney,7,Positive,Sentiment
79,3,Attorney,7,Trust,Emotion
80,6,Increase,7,Positive,Sentiment
81,11,Community,7,Positive,Sentiment
82,20,Fire,7,Fear,Emotion
83,38,Measure,7,Trust,Emotion
84,41,Innovation,7,Positive,Sentiment
85,43,Officer,7,Positive,Sentiment
86,43,Officer,7,Trust,Emotion
87,44,Increase,7,Positive,Sentiment
88,55,Administrative,7,Trust,Emotion
89,58,Provide,7,Positive,Sentiment
90,58,Provide,7,Trust,Emotion
91,99,Administrative,7,Trust,Emotion
92,107,Specialist,7,Trust,Emotion
93,110,Provide,7,Positive,Sentiment
94,110,Provide,7,Trust,Emotion
95,4,Provide,6,Positive,Sentiment
96,4,Provide,6,Trust,Emotion
97,18,Officer,6,Positive,Sentiment
98,18,Accountant,6,Trust,Emotion
99,18,Administrative,6,Trust,Emotion
100,18,Officer,6,Trust,Emotion
101,23,Administrative,6,Trust,Emotion
102,24,Management,6,Positive,Sentiment
103,24,Management,6,Trust,Emotion
104,25,Enhance,6,Positive,Sentiment
105,25,Provide,6,Positive,Sentiment
106,25,Provide,6,Trust,Emotion
107,26,General,6,Positive,Sentiment
108,26,General,6,Trust,Emotion
109,28,Administrative,6,Trust,Emotion
110,35,Center,6,Positive,Sentiment
111,35,Contact,6,Positive,Sentiment
112,35,Center,6,Trust,Emotion
113,37,Resources,6,Joy,Emotion
114,37,Resources,6,Positive,Sentiment
115,37,Resources,6,Trust,Emotion
116,39,Technology,6,Positive,Sentiment
117,48,Principal,6,Positive,Sentiment
118,48,Principal,6,Trust,Emotion
119,50,Plan,6,Anticipation,Emotion
120,50,Administrative,6,Trust,Emotion
121,51,Planning,6,Anticipation,Emotion
122,51,Planning,6,Positive,Sentiment
123,51,Planning,6,Trust,Emotion
124,52,Pay,6,Anticipation,Emotion
125,52,Pay,6,Joy,Emotion
126,52,Pay,6,Positive,Sentiment
127,52,Pay,6,Trust,Emotion
128,63,General,6,Positive,Sentiment
129,63,General,6,Trust,Emotion
130,68,Administrative,6,Trust,Emotion
131,83,Administrative,6,Trust,Emotion
132,84,Airport,6,Anticipation,Emotion
133,84,Specialist,6,Trust,Emotion
134,97,Budget,6,Trust,Emotion
135,101,Analyst,6,Anticipation,Emotion
136,101,Analyst,6,Positive,Sentiment
137,101,Analyst,6,Trust,Emotion
138,105,Debt,6,Negative,Sentiment
139,105,Provide,6,Positive,Sentiment
140,105,Debt,6,Sadness,Emotion
141,105,Provide,6,Trust,Emotion
142,1,Legal,5,Positive,Sentiment
143,1,Provide,5,Positive,Sentiment
144,1,Budget,5,Trust,Emotion
145,1,Legal,5,Trust,Emotion
146,1,Provide,5,Trust,Emotion
147,2,Attorney,5,Anger,Emotion
148,2,Attorney,5,Fear,Emotion
149,2,Attorney,5,Positive,Sentiment
150,2,Attorney,5,Trust,Emotion
151,9,Increase,5,Positive,Sentiment
