"","page_number","word","sent_count","sentiment","category"
"1",12,"Budget",34,"Trust","Emotion"
"2",11,"Budget",32,"Trust","Emotion"
"3",197,"Maintenance",26,"Trust","Emotion"
"4",10,"Budget",23,"Trust","Emotion"
"5",194,"Sewer",22,"Disgust","Emotion"
"6",142,"Tax",21,"Negative","Sentiment"
"7",142,"Tax",21,"Sadness","Emotion"
"8",198,"Maintenance",21,"Trust","Emotion"
"9",201,"Regulatory",21,"Fear","Emotion"
"10",201,"Regulatory",21,"Negative","Sentiment"
"11",230,"Budget",21,"Trust","Emotion"
"12",213,"Fee",19,"Anger","Emotion"
"13",213,"Fee",19,"Negative","Sentiment"
"14",205,"Fee",18,"Anger","Emotion"
"15",205,"Fee",18,"Negative","Sentiment"
"16",12,"Council",16,"Anticipation","Emotion"
"17",12,"Council",16,"Positive","Sentiment"
"18",12,"Council",16,"Trust","Emotion"
"19",175,"Plan",16,"Anticipation","Emotion"
"20",175,"Community",16,"Positive","Sentiment"
"21",200,"Debt",16,"Negative","Sentiment"
"22",200,"Debt",16,"Sadness","Emotion"
"23",24,"Budget",15,"Trust","Emotion"
"24",56,"Tax",15,"Negative","Sentiment"
"25",56,"Tax",15,"Sadness","Emotion"
"26",87,"Planning",15,"Anticipation","Emotion"
"27",87,"Planning",15,"Positive","Sentiment"
"28",87,"Planning",15,"Trust","Emotion"
"29",223,"Fee",15,"Anger","Emotion"
"30",223,"Fee",15,"Negative","Sentiment"
"31",40,"Budget",14,"Trust","Emotion"
"32",42,"Management",14,"Positive","Sentiment"
"33",42,"Management",14,"Trust","Emotion"
"34",60,"Develop",14,"Anticipation","Emotion"
"35",60,"Develop",14,"Positive","Sentiment"
"36",172,"Tax",14,"Negative","Sentiment"
"37",172,"Tax",14,"Sadness","Emotion"
"38",193,"Main",14,"Positive","Sentiment"
"39",197,"Increase",14,"Positive","Sentiment"
"40",10,"Council",13,"Anticipation","Emotion"
"41",10,"Council",13,"Positive","Sentiment"
"42",10,"Council",13,"Trust","Emotion"
"43",48,"Plan",13,"Anticipation","Emotion"
"44",59,"Neighborhood",13,"Anticipation","Emotion"
"45",207,"Fee",13,"Anger","Emotion"
"46",207,"Fee",13,"Negative","Sentiment"
"47",225,"Budget",13,"Trust","Emotion"
"48",230,"Council",13,"Anticipation","Emotion"
"49",230,"Council",13,"Positive","Sentiment"
"50",230,"Council",13,"Trust","Emotion"
"51",61,"Plan",12,"Anticipation","Emotion"
"52",70,"Fire",12,"Fear","Emotion"
"53",132,"Budget",12,"Trust","Emotion"
"54",171,"Budget",12,"Trust","Emotion"
"55",212,"Fee",12,"Anger","Emotion"
"56",212,"Fee",12,"Negative","Sentiment"
"57",6,"Debt",11,"Negative","Sentiment"
"58",6,"Debt",11,"Sadness","Emotion"
"59",9,"Plan",11,"Anticipation","Emotion"
"60",136,"Accounts",11,"Trust","Emotion"
"61",142,"General",11,"Positive","Sentiment"
"62",142,"General",11,"Trust","Emotion"
"63",177,"Debt",11,"Negative","Sentiment"
"64",177,"Debt",11,"Sadness","Emotion"
"65",181,"Gold",11,"Positive","Sentiment"
"66",207,"Tree",11,"Anger","Emotion"
"67",207,"Tree",11,"Anticipation","Emotion"
"68",207,"Tree",11,"Disgust","Emotion"
"69",207,"Tree",11,"Joy","Emotion"
"70",207,"Tree",11,"Positive","Sentiment"
"71",207,"Tree",11,"Surprise","Emotion"
"72",207,"Tree",11,"Trust","Emotion"
"73",11,"Council",10,"Anticipation","Emotion"
"74",11,"Council",10,"Positive","Sentiment"
"75",11,"Council",10,"Trust","Emotion"
"76",12,"General",10,"Positive","Sentiment"
"77",12,"General",10,"Trust","Emotion"
"78",13,"Balanced",10,"Positive","Sentiment"
"79",21,"Budget",10,"Trust","Emotion"
"80",67,"Community",10,"Positive","Sentiment"
"81",156,"Debt",10,"Negative","Sentiment"
"82",156,"Debt",10,"Sadness","Emotion"
"83",177,"Plan",10,"Anticipation","Emotion"
"84",177,"General",10,"Positive","Sentiment"
"85",177,"General",10,"Trust","Emotion"
"86",201,"Recovery",10,"Positive","Sentiment"
"87",203,"Fee",10,"Anger","Emotion"
"88",203,"Fee",10,"Negative","Sentiment"
"89",209,"Fee",10,"Anger","Emotion"
"90",209,"Fee",10,"Negative","Sentiment"
"91",44,"Increase",9,"Positive","Sentiment"
"92",57,"Focus",9,"Positive","Sentiment"
"93",61,"Growth",9,"Positive","Sentiment"
"94",70,"Community",9,"Positive","Sentiment"
"95",71,"Fire",9,"Fear","Emotion"
"96",87,"Fee",9,"Anger","Emotion"
"97",87,"Fee",9,"Negative","Sentiment"
"98",133,"Debt",9,"Negative","Sentiment"
"99",133,"Debt",9,"Sadness","Emotion"
"100",149,"Debt",9,"Negative","Sentiment"
"101",149,"Debt",9,"Sadness","Emotion"
"102",175,"General",9,"Positive","Sentiment"
"103",175,"General",9,"Trust","Emotion"
"104",177,"Community",9,"Positive","Sentiment"
"105",197,"Budget",9,"Trust","Emotion"
"106",199,"Community",9,"Positive","Sentiment"
"107",201,"Fee",9,"Anger","Emotion"
"108",201,"Fee",9,"Negative","Sentiment"
"109",203,"Plan",9,"Anticipation","Emotion"
"110",209,"Plan",9,"Anticipation","Emotion"
"111",212,"Fire",9,"Fear","Emotion"
"112",215,"Fee",9,"Anger","Emotion"
"113",215,"Fee",9,"Negative","Sentiment"
"114",226,"General",9,"Positive","Sentiment"
"115",226,"General",9,"Trust","Emotion"
"116",230,"Plan",9,"Anticipation","Emotion"
"117",233,"Plan",9,"Anticipation","Emotion"
"118",10,"Mayor",8,"Positive","Sentiment"
"119",48,"General",8,"Positive","Sentiment"
"120",48,"General",8,"Trust","Emotion"
"121",76,"Planning",8,"Anticipation","Emotion"
"122",76,"Planning",8,"Positive","Sentiment"
"123",76,"Planning",8,"Trust","Emotion"
"124",91,"Planning",8,"Anticipation","Emotion"
"125",91,"Planning",8,"Positive","Sentiment"
"126",91,"Planning",8,"Trust","Emotion"
"127",101,"Storm",8,"Anger","Emotion"
"128",101,"Storm",8,"Negative","Sentiment"
"129",115,"Management",8,"Positive","Sentiment"
"130",115,"Management",8,"Trust","Emotion"
"131",143,"Tax",8,"Negative","Sentiment"
"132",143,"Tax",8,"Sadness","Emotion"
"133",148,"Airport",8,"Anticipation","Emotion"
"134",170,"Budget",8,"Trust","Emotion"
"135",173,"Payment",8,"Negative","Sentiment"
"136",192,"Storm",8,"Anger","Emotion"
"137",192,"Storm",8,"Negative","Sentiment"
"138",195,"Maintenance",8,"Trust","Emotion"
"139",198,"Budget",8,"Trust","Emotion"
"140",204,"Fee",8,"Anger","Emotion"
"141",204,"Fee",8,"Negative","Sentiment"
"142",205,"Waste",8,"Disgust","Emotion"
"143",205,"Waste",8,"Negative","Sentiment"
"144",207,"Plan",8,"Anticipation","Emotion"
"145",229,"Approve",8,"Joy","Emotion"
"146",229,"Approve",8,"Positive","Sentiment"
"147",229,"Approve",8,"Trust","Emotion"
"148",232,"Budget",8,"Trust","Emotion"
"149",13,"Budget",7,"Trust","Emotion"
"150",15,"Budget",7,"Trust","Emotion"
"151",21,"Tax",7,"Negative","Sentiment"
"152",21,"General",7,"Positive","Sentiment"
"153",21,"Tax",7,"Sadness","Emotion"
"154",21,"General",7,"Trust","Emotion"
"155",23,"Plan",7,"Anticipation","Emotion"
"156",43,"Storm",7,"Anger","Emotion"
"157",43,"Storm",7,"Negative","Sentiment"
"158",43,"Budget",7,"Trust","Emotion"
"159",48,"Budget",7,"Trust","Emotion"
"160",50,"Tax",7,"Negative","Sentiment"
"161",50,"Tax",7,"Sadness","Emotion"
"162",54,"System",7,"Trust","Emotion"
"163",58,"Community",7,"Positive","Sentiment"
"164",61,"Land",7,"Positive","Sentiment"
"165",73,"Waste",7,"Disgust","Emotion"
"166",73,"Waste",7,"Negative","Sentiment"
"167",91,"Airport",7,"Anticipation","Emotion"
"168",92,"Maintenance",7,"Trust","Emotion"
"169",95,"Planning",7,"Anticipation","Emotion"
"170",95,"Planning",7,"Positive","Sentiment"
"171",95,"Planning",7,"Trust","Emotion"
"172",124,"Measure",7,"Trust","Emotion"
"173",126,"County",7,"Trust","Emotion"
"174",134,"Accounts",7,"Trust","Emotion"
"175",137,"Accounts",7,"Trust","Emotion"
"176",142,"Increase",7,"Positive","Sentiment"
"177",142,"Budget",7,"Trust","Emotion"
"178",153,"Debt",7,"Negative","Sentiment"
"179",153,"Debt",7,"Sadness","Emotion"
"180",174,"Payment",7,"Negative","Sentiment"
"181",181,"Pay",7,"Anticipation","Emotion"
"182",181,"Pay",7,"Joy","Emotion"
"183",181,"Tax",7,"Negative","Sentiment"
"184",181,"Pay",7,"Positive","Sentiment"
"185",181,"Tax",7,"Sadness","Emotion"
"186",181,"Pay",7,"Trust","Emotion"
"187",186,"Neighborhood",7,"Anticipation","Emotion"
"188",190,"Terminal",7,"Fear","Emotion"
"189",190,"Terminal",7,"Negative","Sentiment"
"190",190,"Terminal",7,"Sadness","Emotion"
"191",197,"Offset",7,"Anticipation","Emotion"
"192",197,"Offset",7,"Positive","Sentiment"
"193",199,"Plan",7,"Anticipation","Emotion"
"194",202,"Regulatory",7,"Fear","Emotion"
"195",202,"Regulatory",7,"Negative","Sentiment"
"196",203,"Land",7,"Positive","Sentiment"
"197",203,"Recovery",7,"Positive","Sentiment"
"198",205,"Solid",7,"Positive","Sentiment"
"199",206,"Sewer",7,"Disgust","Emotion"
"200",215,"Sewer",7,"Disgust","Emotion"
"201",216,"Daily",7,"Anticipation","Emotion"
"202",225,"General",7,"Positive","Sentiment"
"203",225,"General",7,"Trust","Emotion"
"204",226,"Budget",7,"Trust","Emotion"
"205",228,"Cash",7,"Anger","Emotion"
"206",228,"Cash",7,"Anticipation","Emotion"
"207",228,"Cash",7,"Fear","Emotion"
"208",228,"Cash",7,"Joy","Emotion"
"209",228,"Cash",7,"Positive","Sentiment"
"210",228,"Cash",7,"Trust","Emotion"
"211",5,"Plan",6,"Anticipation","Emotion"
"212",9,"Budget",6,"Trust","Emotion"
"213",10,"Policy",6,"Trust","Emotion"
"214",12,"Plan",6,"Anticipation","Emotion"
"215",12,"Mayor",6,"Positive","Sentiment"
"216",14,"Budget",6,"Trust","Emotion"
"217",22,"Tax",6,"Negative","Sentiment"
"218",22,"Tax",6,"Sadness","Emotion"
"219",24,"Management",6,"Positive","Sentiment"
"220",24,"Management",6,"Trust","Emotion"
"221",25,"Change",6,"Fear","Emotion"
"222",26,"Change",6,"Fear","Emotion"
"223",29,"Tax",6,"Negative","Sentiment"
"224",29,"Tax",6,"Sadness","Emotion"
"225",31,"Administrative",6,"Trust","Emotion"
"226",40,"Plan",6,"Anticipation","Emotion"
"227",44,"Fee",6,"Anger","Emotion"
"228",44,"Change",6,"Fear","Emotion"
"229",44,"Fee",6,"Negative","Sentiment"
"230",46,"Pay",6,"Anticipation","Emotion"
"231",46,"Pay",6,"Joy","Emotion"
"232",46,"Pay",6,"Positive","Sentiment"
"233",46,"Pay",6,"Trust","Emotion"
"234",47,"Income",6,"Anticipation","Emotion"
"235",47,"Plan",6,"Anticipation","Emotion"
"236",47,"Income",6,"Joy","Emotion"
"237",47,"Income",6,"Negative","Sentiment"
"238",47,"Income",6,"Positive","Sentiment"
"239",47,"Income",6,"Sadness","Emotion"
"240",47,"Income",6,"Trust","Emotion"
"241",57,"Strategic",6,"Positive","Sentiment"
"242",59,"Plan",6,"Anticipation","Emotion"
"243",67,"Police",6,"Fear","Emotion"
"244",67,"Police",6,"Positive","Sentiment"
"245",67,"Police",6,"Trust","Emotion"
"246",72,"Waste",6,"Disgust","Emotion"
"247",72,"Waste",6,"Negative","Sentiment"
"248",90,"Budget",6,"Trust","Emotion"
"249",95,"Budget",6,"Trust","Emotion"
"250",103,"Risk",6,"Anticipation","Emotion"
"251",103,"Risk",6,"Fear","Emotion"
"252",103,"Risk",6,"Negative","Sentiment"
"253",115,"Budget",6,"Trust","Emotion"
"254",119,"Technology",6,"Positive","Sentiment"
"255",122,"Management",6,"Positive","Sentiment"
"256",122,"Management",6,"Trust","Emotion"
"257",123,"Management",6,"Positive","Sentiment"
"258",123,"Management",6,"Trust","Emotion"
"259",125,"Community",6,"Positive","Sentiment"
"260",130,"General",6,"Positive","Sentiment"
"261",130,"General",6,"Trust","Emotion"
"262",132,"Change",6,"Fear","Emotion"
"263",132,"Actual",6,"Positive","Sentiment"
"264",136,"Tax",6,"Negative","Sentiment"
"265",136,"Tax",6,"Sadness","Emotion"
"266",138,"Center",6,"Positive","Sentiment"
"267",138,"Center",6,"Trust","Emotion"
"268",142,"Fee",6,"Anger","Emotion"
"269",142,"Fee",6,"Negative","Sentiment"
"270",147,"General",6,"Positive","Sentiment"
"271",147,"General",6,"Trust","Emotion"
"272",154,"Storm",6,"Anger","Emotion"
"273",154,"Storm",6,"Negative","Sentiment"
"274",155,"Debt",6,"Negative","Sentiment"
"275",155,"Debt",6,"Sadness","Emotion"
"276",156,"General",6,"Positive","Sentiment"
"277",156,"Interest",6,"Positive","Sentiment"
"278",156,"General",6,"Trust","Emotion"
"279",157,"Convention",6,"Positive","Sentiment"
"280",163,"Debt",6,"Negative","Sentiment"
"281",163,"Debt",6,"Sadness","Emotion"
"282",167,"Grant",6,"Anticipation","Emotion"
"283",167,"Grant",6,"Joy","Emotion"
"284",167,"Grant",6,"Positive","Sentiment"
"285",167,"Grant",6,"Trust","Emotion"
"286",173,"Tax",6,"Negative","Sentiment"
"287",173,"Tax",6,"Sadness","Emotion"
"288",179,"Pay",6,"Anticipation","Emotion"
"289",179,"Pay",6,"Joy","Emotion"
"290",179,"Pay",6,"Positive","Sentiment"
"291",179,"Pay",6,"Trust","Emotion"
"292",183,"Income",6,"Anticipation","Emotion"
"293",183,"Income",6,"Joy","Emotion"
"294",183,"Income",6,"Negative","Sentiment"
"295",183,"Income",6,"Positive","Sentiment"
"296",183,"Income",6,"Sadness","Emotion"
"297",183,"Income",6,"Trust","Emotion"
"298",185,"Storm",6,"Anger","Emotion"
"299",185,"Storm",6,"Negative","Sentiment"
"300",201,"Land",6,"Positive","Sentiment"
"301",218,"Evergreen",6,"Joy","Emotion"
"302",218,"Evergreen",6,"Positive","Sentiment"
"303",218,"Evergreen",6,"Trust","Emotion"
"304",227,"Budget",6,"Trust","Emotion"
"305",229,"Cash",6,"Anger","Emotion"
"306",229,"Cash",6,"Anticipation","Emotion"
"307",229,"Cash",6,"Fear","Emotion"
"308",229,"Cash",6,"Joy","Emotion"
"309",229,"Authorized",6,"Positive","Sentiment"
"310",229,"Cash",6,"Positive","Sentiment"
"311",229,"Cash",6,"Trust","Emotion"
"312",232,"Council",6,"Anticipation","Emotion"
"313",232,"Council",6,"Positive","Sentiment"
"314",232,"Council",6,"Trust","Emotion"
"315",233,"Budget",6,"Trust","Emotion"
"316",5,"Focus",5,"Positive","Sentiment"
"317",6,"Plan",5,"Anticipation","Emotion"
"318",12,"Community",5,"Positive","Sentiment"
"319",12,"March",5,"Positive","Sentiment"
"320",12,"Committee",5,"Trust","Emotion"
"321",13,"General",5,"Positive","Sentiment"
"322",13,"General",5,"Trust","Emotion"
"323",23,"General",5,"Positive","Sentiment"
"324",23,"General",5,"Trust","Emotion"
"325",24,"General",5,"Positive","Sentiment"
"326",24,"General",5,"Trust","Emotion"
"327",28,"General",5,"Positive","Sentiment"
"328",28,"General",5,"Trust","Emotion"
"329",32,"Public",5,"Anticipation","Emotion"
"330",32,"Public",5,"Positive","Sentiment"
"331",34,"Customer",5,"Positive","Sentiment"
"332",39,"Waste",5,"Disgust","Emotion"
"333",39,"Waste",5,"Negative","Sentiment"
"334",40,"Pay",5,"Anticipation","Emotion"
"335",40,"Fire",5,"Fear","Emotion"
"336",40,"Pay",5,"Joy","Emotion"
"337",40,"Pay",5,"Positive","Sentiment"
"338",40,"Pay",5,"Trust","Emotion"
"339",43,"Airport",5,"Anticipation","Emotion"
"340",45,"Fee",5,"Anger","Emotion"
"341",45,"Sewer",5,"Disgust","Emotion"
"342",45,"Fee",5,"Negative","Sentiment"
"343",46,"Budget",5,"Trust","Emotion"
"344",48,"Time",5,"Anticipation","Emotion"
"345",48,"Community",5,"Positive","Sentiment"
"346",48,"Full",5,"Positive","Sentiment"
"347",51,"Council",5,"Anticipation","Emotion"
"348",51,"Council",5,"Positive","Sentiment"
"349",51,"Council",5,"Trust","Emotion"
"350",52,"Rail",5,"Anger","Emotion"
"351",52,"Rail",5,"Anticipation","Emotion"
"352",52,"Rail",5,"Negative","Sentiment"
"353",54,"University",5,"Anticipation","Emotion"
"354",54,"University",5,"Positive","Sentiment"
"355",56,"County",5,"Trust","Emotion"
"356",57,"Vision",5,"Anticipation","Emotion"
"357",57,"Vision",5,"Positive","Sentiment"
"358",59,"Community",5,"Positive","Sentiment"
"359",60,"Waste",5,"Disgust","Emotion"
"360",60,"Waste",5,"Negative","Sentiment"
"361",61,"Framework",5,"Trust","Emotion"
"362",62,"Plan",5,"Anticipation","Emotion"
"363",62,"Small",5,"Negative","Sentiment"
"364",62,"Growth",5,"Positive","Sentiment"
"365",64,"Budget",5,"Trust","Emotion"
"366",65,"General",5,"Positive","Sentiment"
"367",65,"Provide",5,"Positive","Sentiment"
"368",65,"General",5,"Trust","Emotion"
"369",65,"Provide",5,"Trust","Emotion"
"370",70,"Emergency",5,"Fear","Emotion"
"371",70,"Emergency",5,"Negative","Sentiment"
"372",70,"Emergency",5,"Sadness","Emotion"
"373",70,"Emergency",5,"Surprise","Emotion"
"374",73,"Budget",5,"Trust","Emotion"
"375",76,"Budget",5,"Trust","Emotion"
"376",76,"Maintenance",5,"Trust","Emotion"
"377",83,"Management",5,"Positive","Sentiment"
"378",83,"Management",5,"Trust","Emotion"
"379",87,"Budget",5,"Trust","Emotion"
"380",88,"Planning",5,"Anticipation","Emotion"
"381",88,"Planning",5,"Positive","Sentiment"
"382",88,"Planning",5,"Trust","Emotion"
"383",89,"Budget",5,"Trust","Emotion"
"384",93,"Passenger",5,"Anticipation","Emotion"
"385",101,"Budget",5,"Trust","Emotion"
"386",102,"Risk",5,"Anticipation","Emotion"
"387",102,"Risk",5,"Fear","Emotion"
"388",102,"Risk",5,"Negative","Sentiment"
"389",102,"Management",5,"Positive","Sentiment"
"390",102,"Management",5,"Trust","Emotion"
"391",104,"Council",5,"Anticipation","Emotion"
"392",104,"Council",5,"Positive","Sentiment"
"393",104,"Council",5,"Trust","Emotion"
"394",105,"Budget",5,"Trust","Emotion"
"395",108,"Budget",5,"Trust","Emotion"
"396",110,"Council",5,"Anticipation","Emotion"
"397",110,"Council",5,"Positive","Sentiment"
"398",110,"Budget",5,"Trust","Emotion"
"399",110,"Council",5,"Trust","Emotion"
"400",112,"Community",5,"Positive","Sentiment"
"401",120,"Technology",5,"Positive","Sentiment"
"402",120,"Budget",5,"Trust","Emotion"
"403",123,"Budget",5,"Trust","Emotion"
"404",130,"Time",5,"Anticipation","Emotion"
"405",130,"Tax",5,"Negative","Sentiment"
"406",130,"Level",5,"Positive","Sentiment"
"407",130,"Tax",5,"Sadness","Emotion"
"408",130,"Level",5,"Trust","Emotion"
"409",130,"School",5,"Trust","Emotion"
"410",134,"Resources",5,"Joy","Emotion"
"411",134,"Resources",5,"Positive","Sentiment"
"412",134,"Resources",5,"Trust","Emotion"
"413",138,"Tax",5,"Negative","Sentiment"
"414",138,"Tax",5,"Sadness","Emotion"
"415",139,"Management",5,"Positive","Sentiment"
"416",139,"Management",5,"Trust","Emotion"
"417",155,"Storm",5,"Anger","Emotion"
"418",155,"Storm",5,"Negative","Sentiment"
"419",157,"Center",5,"Positive","Sentiment"
"420",157,"Center",5,"Trust","Emotion"
"421",160,"Debt",5,"Negative","Sentiment"
"422",160,"Fame",5,"Positive","Sentiment"
"423",160,"Debt",5,"Sadness","Emotion"
"424",161,"Tax",5,"Negative","Sentiment"
"425",161,"Tax",5,"Sadness","Emotion"
"426",161,"Maintenance",5,"Trust","Emotion"
"427",162,"Debt",5,"Negative","Sentiment"
"428",162,"Debt",5,"Sadness","Emotion"
"429",174,"Tax",5,"Negative","Sentiment"
"430",174,"Tax",5,"Sadness","Emotion"
"431",176,"Plan",5,"Anticipation","Emotion"
"432",176,"Community",5,"Positive","Sentiment"
"433",176,"General",5,"Positive","Sentiment"
"434",176,"General",5,"Trust","Emotion"
"435",177,"Included",5,"Positive","Sentiment"
"436",179,"Plan",5,"Anticipation","Emotion"
"437",179,"General",5,"Positive","Sentiment"
"438",179,"General",5,"Trust","Emotion"
"439",180,"Tax",5,"Negative","Sentiment"
