"","page_number","word","sent_count","sentiment","category"
"1",403,"Budget",28,"Trust","Emotion"
"2",269,"Fire",27,"Fear","Emotion"
"3",10,"Budget",24,"Trust","Emotion"
"4",116,"County",24,"Trust","Emotion"
"5",298,"Recreation",24,"Anticipation","Emotion"
"6",298,"Recreation",24,"Joy","Emotion"
"7",298,"Center",24,"Positive","Sentiment"
"8",298,"Recreation",24,"Positive","Sentiment"
"9",298,"Center",24,"Trust","Emotion"
"10",317,"Waste",24,"Disgust","Emotion"
"11",317,"Waste",24,"Negative","Sentiment"
"12",62,"Debt",23,"Negative","Sentiment"
"13",62,"Debt",23,"Sadness","Emotion"
"14",101,"Balance",21,"Positive","Sentiment"
"15",60,"Bonds",20,"Negative","Sentiment"
"16",46,"Budget",19,"Trust","Emotion"
"17",122,"Sewer",19,"Disgust","Emotion"
"18",47,"Budget",17,"Trust","Emotion"
"19",111,"Tax",16,"Negative","Sentiment"
"20",111,"Tax",16,"Sadness","Emotion"
"21",264,"Fire",16,"Fear","Emotion"
"22",321,"Waste",16,"Disgust","Emotion"
"23",321,"Waste",16,"Negative","Sentiment"
"24",100,"Tax",15,"Negative","Sentiment"
"25",100,"Tax",15,"Sadness","Emotion"
"26",238,"Community",15,"Positive","Sentiment"
"27",11,"Budget",14,"Trust","Emotion"
"28",57,"Bonds",14,"Negative","Sentiment"
"29",233,"Youth",14,"Anger","Emotion"
"30",233,"Youth",14,"Anticipation","Emotion"
"31",233,"Youth",14,"Fear","Emotion"
"32",233,"Youth",14,"Joy","Emotion"
"33",233,"Youth",14,"Positive","Sentiment"
"34",233,"Youth",14,"Surprise","Emotion"
"35",263,"Fire",14,"Fear","Emotion"
"36",268,"Fire",14,"Fear","Emotion"
"37",316,"Waste",14,"Disgust","Emotion"
"38",316,"Waste",14,"Negative","Sentiment"
"39",424,"University",14,"Anticipation","Emotion"
"40",424,"University",14,"Positive","Sentiment"
"41",16,"Increase",13,"Positive","Sentiment"
"42",76,"Waste",13,"Disgust","Emotion"
"43",76,"Waste",13,"Negative","Sentiment"
"44",99,"Tax",13,"Negative","Sentiment"
"45",99,"Tax",13,"Sadness","Emotion"
"46",260,"Emergency",13,"Fear","Emotion"
"47",260,"Emergency",13,"Negative","Sentiment"
"48",260,"Emergency",13,"Sadness","Emotion"
