"","page_number","word","sent_count","sentiment","category"
"1",342,"Debt",27,"Negative","Sentiment"
"2",342,"Debt",27,"Sadness","Emotion"
"3",401,"Budget",26,"Trust","Emotion"
"4",338,"Debt",25,"Negative","Sentiment"
"5",338,"Debt",25,"Sadness","Emotion"
"6",384,"Grant",25,"Anticipation","Emotion"
"7",384,"Grant",25,"Joy","Emotion"
"8",384,"Grant",25,"Positive","Sentiment"
"9",384,"Grant",25,"Trust","Emotion"
"10",95,"Balance",24,"Positive","Sentiment"
"11",345,"Debt",24,"Negative","Sentiment"
"12",345,"Debt",24,"Sadness","Emotion"
"13",82,"Budget",22,"Trust","Emotion"
"14",305,"Waste",21,"Disgust","Emotion"
"15",305,"Waste",21,"Negative","Sentiment"
"16",49,"Budget",19,"Trust","Emotion"
"17",340,"Debt",19,"Negative","Sentiment"
"18",340,"Debt",19,"Sadness","Emotion"
"19",364,"General",19,"Positive","Sentiment"
"20",364,"General",19,"Trust","Emotion"
"21",50,"Budget",18,"Trust","Emotion"
"22",138,"Sewer",18,"Disgust","Emotion"
"23",128,"Tax",17,"Negative","Sentiment"
"24",128,"Tax",17,"Sadness","Emotion"
"25",131,"County",17,"Trust","Emotion"
"26",347,"Interest",17,"Positive","Sentiment"
"27",106,"Emergency",16,"Fear","Emotion"
"28",106,"Emergency",16,"Negative","Sentiment"
"29",106,"Emergency",16,"Sadness","Emotion"
"30",106,"Emergency",16,"Surprise","Emotion"
"31",110,"Fire",16,"Fear","Emotion"
"32",127,"Tax",16,"Negative","Sentiment"
"33",127,"Tax",16,"Sadness","Emotion"
"34",143,"Waste",16,"Disgust","Emotion"
"35",143,"Waste",16,"Negative","Sentiment"
"36",304,"Waste",16,"Disgust","Emotion"
"37",304,"Waste",16,"Negative","Sentiment"
"38",344,"Credit",16,"Positive","Sentiment"
"39",344,"Credit",16,"Trust","Emotion"
"40",373,"General",16,"Positive","Sentiment"
"41",373,"General",16,"Trust","Emotion"
"42",1,"Budget",15,"Trust","Emotion"
"43",283,"Management",15,"Positive","Sentiment"
"44",283,"Management",15,"Trust","Emotion"
"45",285,"Recreation",15,"Anticipation","Emotion"
"46",285,"Recreation",15,"Joy","Emotion"
"47",285,"Recreation",15,"Positive","Sentiment"
"48",341,"Debt",15,"Negative","Sentiment"
"49",341,"Debt",15,"Sadness","Emotion"
"50",344,"Debt",15,"Negative","Sentiment"
"51",344,"Debt",15,"Sadness","Emotion"
"52",364,"Bonds",15,"Negative","Sentiment"
"53",365,"Bonds",15,"Negative","Sentiment"
"54",365,"General",15,"Positive","Sentiment"
"55",365,"General",15,"Trust","Emotion"
"56",382,"Grant",15,"Anticipation","Emotion"
"57",382,"Grant",15,"Joy","Emotion"
"58",382,"Grant",15,"Positive","Sentiment"
"59",382,"Grant",15,"Trust","Emotion"
"60",412,"School",15,"Trust","Emotion"
"61",83,"Budget",14,"Trust","Emotion"
"62",92,"General",14,"Positive","Sentiment"
"63",92,"General",14,"Trust","Emotion"
"64",126,"Actual",14,"Positive","Sentiment"
"65",141,"Sewer",14,"Disgust","Emotion"
"66",143,"Solid",14,"Positive","Sentiment"
"67",226,"County",14,"Trust","Emotion"
"68",339,"Debt",14,"Negative","Sentiment"
"69",339,"Debt",14,"Sadness","Emotion"
"70",376,"Bonds",14,"Negative","Sentiment"
"71",411,"University",14,"Anticipation","Emotion"
"72",411,"University",14,"Positive","Sentiment"
"73",62,"Waste",13,"Disgust","Emotion"
"74",62,"Waste",13,"Negative","Sentiment"
"75",109,"Fire",13,"Fear","Emotion"
"76",344,"Rating",13,"Anger","Emotion"
"77",344,"Rating",13,"Fear","Emotion"
"78",344,"Rating",13,"Negative","Sentiment"
"79",344,"Rating",13,"Sadness","Emotion"
"80",350,"Risk",13,"Anticipation","Emotion"
"81",350,"Risk",13,"Fear","Emotion"
"82",350,"Risk",13,"Negative","Sentiment"
"83",375,"Sewer",13,"Disgust","Emotion"
"84",376,"Sewer",13,"Disgust","Emotion"
"85",382,"Balance",13,"Positive","Sentiment"
"86",93,"Tax",12,"Negative","Sentiment"
"87",93,"Tax",12,"Sadness","Emotion"
"88",94,"Tax",12,"Negative","Sentiment"
"89",94,"Tax",12,"Sadness","Emotion"
"90",109,"Emergency",12,"Fear","Emotion"
"91",109,"Emergency",12,"Negative","Sentiment"
"92",109,"Emergency",12,"Sadness","Emotion"
"93",109,"Emergency",12,"Surprise","Emotion"
"94",127,"County",12,"Trust","Emotion"
"95",226,"Planning",12,"Anticipation","Emotion"
"96",226,"Planning",12,"Positive","Sentiment"
"97",226,"Planning",12,"Trust","Emotion"
"98",270,"Fleet",12,"Positive","Sentiment"
"99",287,"Fee",12,"Anger","Emotion"
"100",287,"Fee",12,"Negative","Sentiment"
"101",341,"Interest",12,"Positive","Sentiment"
"102",367,"General",12,"Positive","Sentiment"
"103",367,"General",12,"Trust","Emotion"
"104",379,"Grant",12,"Anticipation","Emotion"
"105",379,"Grant",12,"Joy","Emotion"
