"","page_number","word","sent_count","sentiment","category"
"1",9,"Budget",25,"Trust","Emotion"
"2",209,"Budget",22,"Trust","Emotion"
"3",198,"Fee",19,"Anger","Emotion"
"4",198,"Fee",19,"Negative","Sentiment"
"5",183,"Sewer",17,"Disgust","Emotion"
"6",84,"Planning",16,"Anticipation","Emotion"
"7",84,"Planning",16,"Positive","Sentiment"
"8",84,"Planning",16,"Trust","Emotion"
"9",190,"Fee",16,"Anger","Emotion"
"10",190,"Fee",16,"Negative","Sentiment"
"11",18,"Budget",15,"Trust","Emotion"
"12",35,"Increase",15,"Positive","Sentiment"
"13",37,"Center",15,"Positive","Sentiment"
"14",37,"Center",15,"Trust","Emotion"
"15",122,"Budget",15,"Trust","Emotion"
"16",128,"Tax",15,"Negative","Sentiment"
"17",128,"Tax",15,"Sadness","Emotion"
"18",165,"Debt",15,"Negative","Sentiment"
"19",165,"Debt",15,"Sadness","Emotion"
"20",13,"Budget",14,"Trust","Emotion"
"21",32,"Tax",14,"Negative","Sentiment"
"22",32,"Tax",14,"Sadness","Emotion"
"23",34,"Sewer",14,"Disgust","Emotion"
"24",37,"Tax",14,"Negative","Sentiment"
"25",37,"Tax",14,"Sadness","Emotion"
"26",189,"Fee",14,"Anger","Emotion"
"27",189,"Fee",14,"Negative","Sentiment"
"28",49,"Fire",13,"Fear","Emotion"
"29",49,"Community",13,"Positive","Sentiment"
"30",70,"Fire",13,"Fear","Emotion"
"31",182,"Main",13,"Positive","Sentiment"
"32",209,"Council",13,"Anticipation","Emotion"
"33",209,"Council",13,"Positive","Sentiment"
"34",209,"Council",13,"Trust","Emotion"
"35",65,"Crime",12,"Anger","Emotion"
"36",65,"Crime",12,"Negative","Sentiment"
"37",123,"Tax",12,"Negative","Sentiment"
"38",123,"Tax",12,"Sadness","Emotion"
"39",190,"Regulatory",12,"Fear","Emotion"
"40",190,"Regulatory",12,"Negative","Sentiment"
"41",9,"Council",11,"Anticipation","Emotion"
"42",9,"Council",11,"Positive","Sentiment"
"43",9,"Council",11,"Trust","Emotion"
"44",14,"Growth",11,"Positive","Sentiment"
