"","page_number","word","sent_count","sentiment","category"
"1",16,"Budget",34,"Trust","Emotion"
"2",64,"Tax",25,"Negative","Sentiment"
"3",64,"Tax",25,"Sadness","Emotion"
"4",180,"Debt",25,"Negative","Sentiment"
"5",180,"Debt",25,"Sadness","Emotion"
"6",17,"Budget",21,"Trust","Emotion"
"7",148,"Fire",21,"Fear","Emotion"
"8",137,"Waste",20,"Disgust","Emotion"
"9",137,"Waste",20,"Negative","Sentiment"
"10",170,"Center",19,"Positive","Sentiment"
"11",170,"Center",19,"Trust","Emotion"
"12",22,"Budget",18,"Trust","Emotion"
"13",7,"Budget",17,"Trust","Emotion"
"14",120,"Planning",17,"Anticipation","Emotion"
"15",120,"Planning",17,"Positive","Sentiment"
"16",120,"Planning",17,"Trust","Emotion"
"17",65,"Tax",16,"Negative","Sentiment"
"18",65,"Tax",16,"Sadness","Emotion"
"19",31,"Debt",15,"Negative","Sentiment"
"20",31,"Debt",15,"Sadness","Emotion"
"21",95,"Technology",15,"Positive","Sentiment"
"22",103,"Public",15,"Anticipation","Emotion"
"23",103,"Public",15,"Positive","Sentiment"
"24",149,"Fire",15,"Fear","Emotion"
"25",10,"Budget",14,"Trust","Emotion"
"26",20,"Budget",14,"Trust","Emotion"
"27",71,"Debt",14,"Negative","Sentiment"
"28",71,"Debt",14,"Sadness","Emotion"
"29",85,"Budget",14,"Trust","Emotion"
"30",43,"Council",13,"Anticipation","Emotion"
"31",43,"Council",13,"Positive","Sentiment"
"32",43,"Council",13,"Trust","Emotion"
"33",86,"Budget",13,"Trust","Emotion"
"34",173,"Sewer",13,"Disgust","Emotion"
"35",204,"Trust",13,"Trust","Emotion"
"36",213,"Tree",13,"Anger","Emotion"
"37",213,"Tree",13,"Anticipation","Emotion"
"38",213,"Tree",13,"Disgust","Emotion"
"39",213,"Tree",13,"Joy","Emotion"
"40",213,"Tree",13,"Positive","Sentiment"
"41",213,"Tree",13,"Surprise","Emotion"
"42",213,"Tree",13,"Trust","Emotion"
"43",44,"Debt",12,"Negative","Sentiment"
"44",44,"Debt",12,"Sadness","Emotion"
"45",137,"Solid",12,"Positive","Sentiment"
"46",144,"Budget",12,"Trust","Emotion"
"47",174,"Utility",12,"Positive","Sentiment"
"48",186,"Budget",12,"Trust","Emotion"
"49",190,"Budget",12,"Trust","Emotion"
