"","page_number","word","sent_count","sentiment","category"
"1",362,"Budget",29,"Trust","Emotion"
"2",10,"Budget",24,"Trust","Emotion"
"3",113,"County",23,"Trust","Emotion"
"4",107,"Tax",21,"Negative","Sentiment"
"5",107,"Tax",21,"Sadness","Emotion"
"6",241,"Fire",20,"Fear","Emotion"
"7",67,"Budget",19,"Trust","Emotion"
"8",274,"Recreation",18,"Anticipation","Emotion"
"9",274,"Recreation",18,"Joy","Emotion"
"10",274,"Recreation",18,"Positive","Sentiment"
"11",289,"Waste",18,"Disgust","Emotion"
"12",289,"Waste",18,"Negative","Sentiment"
"13",68,"Budget",17,"Trust","Emotion"
"14",118,"Sewer",17,"Disgust","Emotion"
"15",242,"Fire",17,"Fear","Emotion"
"16",288,"Waste",17,"Disgust","Emotion"
"17",288,"Waste",17,"Negative","Sentiment"
"18",274,"Center",15,"Positive","Sentiment"
"19",274,"Center",15,"Trust","Emotion"
"20",384,"Council",15,"Anticipation","Emotion"
"21",384,"Council",15,"Positive","Sentiment"
"22",384,"Council",15,"Trust","Emotion"
"23",387,"University",15,"Anticipation","Emotion"
"24",387,"University",15,"Positive","Sentiment"
"25",11,"Budget",14,"Trust","Emotion"
"26",18,"Increase",14,"Positive","Sentiment"
"27",96,"Tax",14,"Negative","Sentiment"
"28",96,"Tax",14,"Sadness","Emotion"
"29",149,"Youth",14,"Anger","Emotion"
"30",149,"Youth",14,"Anticipation","Emotion"
"31",149,"Youth",14,"Fear","Emotion"
"32",149,"Youth",14,"Joy","Emotion"
"33",149,"Youth",14,"Positive","Sentiment"
"34",149,"Youth",14,"Surprise","Emotion"
"35",196,"County",14,"Trust","Emotion"
"36",222,"Community",14,"Positive","Sentiment"
"37",257,"Fleet",14,"Positive","Sentiment"
"38",95,"Tax",13,"Negative","Sentiment"
"39",95,"Tax",13,"Sadness","Emotion"
"40",119,"Sewer",13,"Disgust","Emotion"
"41",165,"Equity",13,"Positive","Sentiment"
"42",218,"Community",13,"Positive","Sentiment"
"43",240,"Fire",13,"Fear","Emotion"
"44",272,"Management",13,"Positive","Sentiment"
"45",272,"Management",13,"Trust","Emotion"
"46",27,"Waste",12,"Disgust","Emotion"
"47",27,"Waste",12,"Negative","Sentiment"
"48",97,"Balance",12,"Positive","Sentiment"
"49",111,"Fire",12,"Fear","Emotion"
"50",223,"Community",12,"Positive","Sentiment"
"51",237,"Emergency",12,"Fear","Emotion"
"52",237,"Emergency",12,"Negative","Sentiment"
"53",237,"Emergency",12,"Sadness","Emotion"
"54",237,"Emergency",12,"Surprise","Emotion"
"55",259,"Maintenance",12,"Trust","Emotion"
"56",31,"Budget",11,"Trust","Emotion"
"57",115,"Debt",11,"Negative","Sentiment"
"58",115,"Debt",11,"Sadness","Emotion"
"59",196,"Planning",11,"Anticipation","Emotion"
