"","page_number","word","sent_count","sentiment","category"
"1",40,"Budget",34,"Trust","Emotion"
"2",213,"Sewer",31,"Disgust","Emotion"
"3",222,"Regulatory",24,"Fear","Emotion"
"4",222,"Regulatory",24,"Negative","Sentiment"
"5",217,"Maintenance",22,"Trust","Emotion"
"6",278,"Budget",22,"Trust","Emotion"
"7",218,"Maintenance",20,"Trust","Emotion"
"8",234,"Fee",20,"Anger","Emotion"
"9",234,"Fee",20,"Negative","Sentiment"
"10",80,"Neighborhood",18,"Anticipation","Emotion"
"11",92,"Planning",18,"Anticipation","Emotion"
"12",92,"Planning",18,"Positive","Sentiment"
"13",92,"Planning",18,"Trust","Emotion"
"14",244,"Fee",18,"Anger","Emotion"
"15",244,"Fee",18,"Negative","Sentiment"
"16",250,"Medical",18,"Anticipation","Emotion"
"17",250,"Medical",18,"Fear","Emotion"
"18",250,"Medical",18,"Positive","Sentiment"
"19",250,"Medical",18,"Trust","Emotion"
"20",155,"Tax",17,"Negative","Sentiment"
"21",155,"Tax",17,"Sadness","Emotion"
"22",55,"Tax",16,"Negative","Sentiment"
"23",55,"Tax",16,"Sadness","Emotion"
"24",188,"Community",16,"Positive","Sentiment"
"25",220,"Debt",16,"Negative","Sentiment"
"26",220,"Debt",16,"Sadness","Emotion"
"27",93,"Planning",15,"Anticipation","Emotion"
"28",93,"Planning",15,"Positive","Sentiment"
"29",93,"Planning",15,"Trust","Emotion"
"30",185,"Tax",15,"Negative","Sentiment"
"31",185,"Tax",15,"Sadness","Emotion"
"32",188,"Plan",15,"Anticipation","Emotion"
"33",40,"Council",14,"Anticipation","Emotion"
"34",40,"Council",14,"Positive","Sentiment"
"35",40,"Council",14,"Trust","Emotion"
"36",74,"Disposal",14,"Negative","Sentiment"
"37",244,"Regulatory",14,"Fear","Emotion"
"38",244,"Regulatory",14,"Negative","Sentiment"
"39",48,"Board",13,"Anticipation","Emotion"
"40",198,"Gold",13,"Positive","Sentiment"
"41",248,"Pay",13,"Anticipation","Emotion"
"42",248,"Pay",13,"Joy","Emotion"
"43",248,"Pay",13,"Positive","Sentiment"
"44",248,"Pay",13,"Trust","Emotion"
"45",278,"Council",13,"Anticipation","Emotion"
"46",278,"Council",13,"Positive","Sentiment"
"47",278,"Council",13,"Trust","Emotion"
"48",42,"Budget",12,"Trust","Emotion"
"49",57,"Community",12,"Positive","Sentiment"
"50",62,"Increase",12,"Positive","Sentiment"
"51",95,"Airport",12,"Anticipation","Emotion"
"52",144,"Actual",12,"Positive","Sentiment"
"53",217,"Increase",12,"Positive","Sentiment"
"54",248,"Police",12,"Fear","Emotion"
"55",248,"Police",12,"Positive","Sentiment"
"56",248,"Police",12,"Trust","Emotion"
"57",250,"Plan",12,"Anticipation","Emotion"
"58",48,"Committee",11,"Trust","Emotion"
"59",58,"Community",11,"Positive","Sentiment"
"60",72,"Fire",11,"Fear","Emotion"
"61",136,"Management",11,"Positive","Sentiment"
"62",136,"Management",11,"Trust","Emotion"
"63",212,"Main",11,"Positive","Sentiment"
"64",213,"Sanitary",11,"Positive","Sentiment"
"65",222,"Fee",11,"Anger","Emotion"
"66",222,"Fee",11,"Negative","Sentiment"
"67",222,"Recovery",11,"Positive","Sentiment"
"68",228,"Fee",11,"Anger","Emotion"
"69",228,"Fee",11,"Negative","Sentiment"
"70",251,"Plan",11,"Anticipation","Emotion"
"71",281,"Budget",11,"Trust","Emotion"
"72",5,"Budget",10,"Trust","Emotion"
"73",12,"Budget",10,"Trust","Emotion"
"74",13,"Economy",10,"Trust","Emotion"
"75",37,"Debt",10,"Negative","Sentiment"
"76",37,"Debt",10,"Sadness","Emotion"
"77",99,"Planning",10,"Anticipation","Emotion"
"78",99,"Planning",10,"Positive","Sentiment"
"79",99,"Planning",10,"Trust","Emotion"
"80",119,"Budget",10,"Trust","Emotion"
"81",133,"Management",10,"Positive","Sentiment"
"82",133,"Management",10,"Trust","Emotion"
"83",149,"Accounts",10,"Trust","Emotion"
"84",169,"Debt",10,"Negative","Sentiment"
"85",169,"Debt",10,"Sadness","Emotion"
"86",184,"Budget",10,"Trust","Emotion"
"87",210,"Terminal",10,"Fear","Emotion"
"88",210,"Terminal",10,"Negative","Sentiment"
"89",210,"Terminal",10,"Sadness","Emotion"
"90",228,"Tree",10,"Anger","Emotion"
"91",228,"Tree",10,"Anticipation","Emotion"
"92",228,"Tree",10,"Disgust","Emotion"
"93",228,"Tree",10,"Joy","Emotion"
"94",228,"Tree",10,"Positive","Sentiment"
"95",228,"Tree",10,"Surprise","Emotion"
"96",228,"Tree",10,"Trust","Emotion"
"97",249,"Pay",10,"Anticipation","Emotion"
"98",249,"Pay",10,"Joy","Emotion"
"99",249,"Pay",10,"Positive","Sentiment"
"100",249,"Pay",10,"Trust","Emotion"
"101",281,"Plan",10,"Anticipation","Emotion"
