"","page_number","word","sent_count","sentiment","category"
"1",150,"Center",37,"Positive","Sentiment"
"2",150,"Center",37,"Trust","Emotion"
"3",15,"Budget",30,"Trust","Emotion"
"4",175,"Debt",30,"Negative","Sentiment"
"5",175,"Debt",30,"Sadness","Emotion"
"6",74,"Tax",24,"Negative","Sentiment"
"7",74,"Tax",24,"Sadness","Emotion"
"8",177,"Bonds",24,"Negative","Sentiment"
"9",150,"Community",23,"Positive","Sentiment"
"10",16,"Budget",22,"Trust","Emotion"
"11",75,"Tax",21,"Negative","Sentiment"
"12",75,"Tax",21,"Sadness","Emotion"
"13",145,"Fire",21,"Fear","Emotion"
"14",177,"Council",21,"Anticipation","Emotion"
"15",177,"Council",21,"Positive","Sentiment"
"16",177,"Council",21,"Trust","Emotion"
"17",249,"Leave",19,"Negative","Sentiment"
"18",249,"Leave",19,"Sadness","Emotion"
"19",249,"Leave",19,"Surprise","Emotion"
"20",240,"Grant",18,"Anticipation","Emotion"
"21",240,"Grant",18,"Joy","Emotion"
"22",240,"Grant",18,"Positive","Sentiment"
"23",240,"Grant",18,"Trust","Emotion"
"24",250,"Holiday",18,"Anticipation","Emotion"
"25",250,"Holiday",18,"Joy","Emotion"
"26",250,"Holiday",18,"Positive","Sentiment"
"27",85,"Council",17,"Anticipation","Emotion"
"28",85,"Council",17,"Positive","Sentiment"
"29",85,"Council",17,"Trust","Emotion"
"30",158,"Center",17,"Positive","Sentiment"
"31",158,"Center",17,"Trust","Emotion"
"32",157,"Center",16,"Positive","Sentiment"
"33",157,"Center",16,"Trust","Emotion"
"34",230,"Major",16,"Positive","Sentiment"
"35",31,"Debt",15,"Negative","Sentiment"
"36",31,"Debt",15,"Sadness","Emotion"
"37",176,"Council",15,"Anticipation","Emotion"
"38",176,"Council",15,"Positive","Sentiment"
"39",176,"Council",15,"Trust","Emotion"
"40",247,"Vacation",15,"Anticipation","Emotion"
"41",247,"Vacation",15,"Joy","Emotion"
"42",247,"Vacation",15,"Positive","Sentiment"
"43",249,"Sick",15,"Disgust","Emotion"
"44",249,"Sick",15,"Negative","Sentiment"
