"","page_number","word","sent_count","sentiment","category"
"1",18,"Budget",34,"Trust","Emotion"
"2",6,"Appropriation",33,"Negative","Sentiment"
"3",146,"Fire",27,"Fear","Emotion"
"4",47,"Debt",25,"Negative","Sentiment"
"5",47,"Debt",25,"Sadness","Emotion"
"6",218,"Trust",24,"Trust","Emotion"
"7",63,"Tax",22,"Negative","Sentiment"
"8",63,"Tax",22,"Sadness","Emotion"
"9",162,"Budget",21,"Trust","Emotion"
"10",49,"General",19,"Positive","Sentiment"
"11",49,"General",19,"Trust","Emotion"
"12",88,"Objective",18,"Anticipation","Emotion"
"13",88,"Objective",18,"Positive","Sentiment"
"14",88,"Objective",18,"Trust","Emotion"
"15",70,"Debt",16,"Negative","Sentiment"
"16",70,"Debt",16,"Sadness","Emotion"
"17",148,"Fire",16,"Fear","Emotion"
"18",59,"Pay",15,"Anticipation","Emotion"
"19",59,"Pay",15,"Joy","Emotion"
"20",59,"Pay",15,"Positive","Sentiment"
"21",59,"Pay",15,"Trust","Emotion"
"22",64,"Tax",15,"Negative","Sentiment"
"23",64,"Tax",15,"Sadness","Emotion"
"24",163,"Objective",15,"Anticipation","Emotion"
"25",163,"Objective",15,"Positive","Sentiment"
"26",163,"Objective",15,"Trust","Emotion"
"27",222,"Improvement",15,"Joy","Emotion"
"28",222,"Improvement",15,"Positive","Sentiment"
"29",222,"Improvement",15,"Trust","Emotion"
"30",20,"Budget",14,"Trust","Emotion"
"31",10,"Budget",13,"Trust","Emotion"
"32",17,"Budget",13,"Trust","Emotion"
"33",19,"Budget",13,"Trust","Emotion"
"34",53,"Council",13,"Anticipation","Emotion"
"35",53,"Council",13,"Positive","Sentiment"
"36",53,"Council",13,"Trust","Emotion"
"37",135,"Objective",13,"Anticipation","Emotion"
"38",135,"Objective",13,"Positive","Sentiment"
"39",135,"Objective",13,"Trust","Emotion"
"40",155,"Center",13,"Positive","Sentiment"
"41",155,"Center",13,"Trust","Emotion"
"42",34,"Council",12,"Anticipation","Emotion"
"43",34,"Bonds",12,"Negative","Sentiment"
"44",34,"Council",12,"Positive","Sentiment"
"45",34,"Council",12,"Trust","Emotion"
"46",85,"Objective",12,"Anticipation","Emotion"
"47",85,"Objective",12,"Positive","Sentiment"
"48",85,"Objective",12,"Trust","Emotion"
"49",118,"Planning",12,"Anticipation","Emotion"
"50",118,"Planning",12,"Positive","Sentiment"
"51",118,"Planning",12,"Trust","Emotion"
"52",131,"Budget",12,"Trust","Emotion"
"53",166,"Center",12,"Positive","Sentiment"
"54",166,"Center",12,"Trust","Emotion"
"55",179,"Budget",12,"Trust","Emotion"
"56",211,"Sewer",12,"Disgust","Emotion"
"57",16,"Budget",11,"Trust","Emotion"
"58",37,"Appropriation",11,"Negative","Sentiment"
"59",48,"Balance",11,"Positive","Sentiment"
"60",57,"Director",11,"Positive","Sentiment"
"61",57,"Director",11,"Trust","Emotion"
"62",59,"Minimum",11,"Negative","Sentiment"
"63",80,"Budget",11,"Trust","Emotion"
"64",99,"Budget",11,"Trust","Emotion"
"65",101,"Public",11,"Anticipation","Emotion"
"66",101,"Public",11,"Positive","Sentiment"
"67",103,"Budget",11,"Trust","Emotion"
"68",150,"Police",11,"Fear","Emotion"
"69",150,"Police",11,"Positive","Sentiment"
"70",150,"Police",11,"Trust","Emotion"
"71",157,"Objective",11,"Anticipation","Emotion"
"72",157,"Objective",11,"Positive","Sentiment"
"73",157,"Objective",11,"Trust","Emotion"
"74",180,"Maintenance",11,"Trust","Emotion"
"75",34,"Debt",10,"Negative","Sentiment"
"76",34,"Participation",10,"Positive","Sentiment"
"77",34,"Debt",10,"Sadness","Emotion"
"78",51,"Council",10,"Anticipation","Emotion"
"79",51,"Council",10,"Positive","Sentiment"
"80",51,"Council",10,"Trust","Emotion"
"81",65,"Waste",10,"Disgust","Emotion"
"82",65,"Waste",10,"Negative","Sentiment"
"83",120,"Objective",10,"Anticipation","Emotion"
"84",120,"Objective",10,"Positive","Sentiment"
"85",120,"Objective",10,"Trust","Emotion"
"86",140,"Budget",10,"Trust","Emotion"
"87",147,"Fire",10,"Fear","Emotion"
"88",155,"Convention",10,"Positive","Sentiment"
"89",156,"Center",10,"Positive","Sentiment"
"90",156,"Budget",10,"Trust","Emotion"
"91",156,"Center",10,"Trust","Emotion"
"92",157,"Center",10,"Positive","Sentiment"
"93",157,"Center",10,"Trust","Emotion"
"94",174,"Tax",10,"Negative","Sentiment"
"95",174,"Tax",10,"Sadness","Emotion"
"96",18,"Council",9,"Anticipation","Emotion"
"97",18,"Council",9,"Positive","Sentiment"
"98",18,"Council",9,"Trust","Emotion"
"99",33,"Appropriation",9,"Negative","Sentiment"
"100",34,"General",9,"Positive","Sentiment"
"101",34,"General",9,"Trust","Emotion"
"102",58,"Director",9,"Positive","Sentiment"
"103",58,"Director",9,"Trust","Emotion"
"104",59,"Increase",9,"Positive","Sentiment"
"105",79,"Budget",9,"Trust","Emotion"
"106",94,"Technology",9,"Positive","Sentiment"
"107",112,"Community",9,"Positive","Sentiment"
"108",116,"Budget",9,"Trust","Emotion"
"109",123,"Public",9,"Anticipation","Emotion"
"110",123,"Public",9,"Positive","Sentiment"
"111",137,"Budget",9,"Trust","Emotion"
"112",144,"Budget",9,"Trust","Emotion"
"113",159,"Recreation",9,"Anticipation","Emotion"
"114",159,"Recreation",9,"Joy","Emotion"
"115",159,"Recreation",9,"Positive","Sentiment"
"116",162,"Recreation",9,"Anticipation","Emotion"
"117",162,"Recreation",9,"Joy","Emotion"
"118",162,"Recreation",9,"Positive","Sentiment"
"119",167,"Public",9,"Anticipation","Emotion"
"120",167,"Public",9,"Positive","Sentiment"
"121",190,"Tax",9,"Negative","Sentiment"
"122",190,"Tax",9,"Sadness","Emotion"
"123",205,"Grant",9,"Anticipation","Emotion"
"124",205,"Grant",9,"Joy","Emotion"
"125",205,"Grant",9,"Positive","Sentiment"
"126",205,"Grant",9,"Trust","Emotion"
"127",1,"Budget",8,"Trust","Emotion"
"128",12,"Budget",8,"Trust","Emotion"
"129",22,"Council",8,"Anticipation","Emotion"
"130",22,"Council",8,"Positive","Sentiment"
"131",22,"Council",8,"Trust","Emotion"
"132",34,"Improvement",8,"Joy","Emotion"
"133",34,"Improvement",8,"Positive","Sentiment"
"134",34,"Improvement",8,"Trust","Emotion"
"135",48,"General",8,"Positive","Sentiment"
"136",48,"General",8,"Trust","Emotion"
"137",59,"Maximum",8,"Positive","Sentiment"
"138",65,"Fee",8,"Anger","Emotion"
"139",65,"Fee",8,"Negative","Sentiment"
"140",65,"Solid",8,"Positive","Sentiment"
"141",73,"Council",8,"Anticipation","Emotion"
"142",73,"Council",8,"Positive","Sentiment"
"143",73,"Council",8,"Trust","Emotion"
"144",85,"Budget",8,"Trust","Emotion"
"145",88,"Create",8,"Joy","Emotion"
"146",88,"Create",8,"Positive","Sentiment"
"147",104,"Budget",8,"Trust","Emotion"
"148",108,"Budget",8,"Trust","Emotion"
"149",126,"Plan",8,"Anticipation","Emotion"
"150",139,"Waste",8,"Disgust","Emotion"
"151",139,"Waste",8,"Negative","Sentiment"
"152",148,"Budget",8,"Trust","Emotion"
"153",157,"Convention",8,"Positive","Sentiment"
"154",159,"Maintenance",8,"Trust","Emotion"
"155",165,"Center",8,"Positive","Sentiment"
"156",165,"Center",8,"Trust","Emotion"
"157",174,"County",8,"Trust","Emotion"
"158",176,"Risk",8,"Anticipation","Emotion"
"159",176,"Risk",8,"Fear","Emotion"
"160",176,"Risk",8,"Negative","Sentiment"
"161",225,"Convention",8,"Positive","Sentiment"
"162",225,"Budget",8,"Trust","Emotion"
"163",5,"Budget",7,"Trust","Emotion"
"164",12,"Included",7,"Positive","Sentiment"
"165",13,"Included",7,"Positive","Sentiment"
"166",14,"Time",7,"Anticipation","Emotion"
"167",14,"Crew",7,"Trust","Emotion"
"168",19,"Council",7,"Anticipation","Emotion"
"169",19,"Council",7,"Positive","Sentiment"
"170",19,"Council",7,"Trust","Emotion"
"171",20,"Accounts",7,"Trust","Emotion"
"172",41,"Appropriation",7,"Negative","Sentiment"
"173",57,"Planning",7,"Anticipation","Emotion"
"174",57,"Planning",7,"Positive","Sentiment"
"175",57,"Planning",7,"Trust","Emotion"
"176",62,"Tax",7,"Negative","Sentiment"
"177",62,"Tax",7,"Sadness","Emotion"
"178",64,"Fee",7,"Anger","Emotion"
"179",64,"Fee",7,"Negative","Sentiment"
"180",66,"General",7,"Positive","Sentiment"
"181",66,"General",7,"Trust","Emotion"
"182",73,"Budget",7,"Trust","Emotion"
"183",77,"Budget",7,"Trust","Emotion"
"184",84,"Public",7,"Anticipation","Emotion"
"185",84,"Public",7,"Positive","Sentiment"
"186",87,"Budget",7,"Trust","Emotion"
"187",92,"Budget",7,"Trust","Emotion"
"188",94,"Information",7,"Positive","Sentiment"
"189",95,"Budget",7,"Trust","Emotion"
"190",96,"Objective",7,"Anticipation","Emotion"
"191",96,"Objective",7,"Positive","Sentiment"
"192",96,"Technology",7,"Positive","Sentiment"
"193",96,"Objective",7,"Trust","Emotion"
"194",102,"Budget",7,"Trust","Emotion"
"195",108,"Objective",7,"Anticipation","Emotion"
"196",108,"Objective",7,"Positive","Sentiment"
"197",108,"Objective",7,"Trust","Emotion"
"198",110,"Budget",7,"Trust","Emotion"
"199",111,"Budget",7,"Trust","Emotion"
"200",113,"Budget",7,"Trust","Emotion"
"201",122,"Public",7,"Anticipation","Emotion"
"202",122,"Management",7,"Positive","Sentiment"
"203",122,"Public",7,"Positive","Sentiment"
"204",122,"Management",7,"Trust","Emotion"
"205",125,"Budget",7,"Trust","Emotion"
"206",129,"Budget",7,"Trust","Emotion"
"207",134,"Budget",7,"Trust","Emotion"
"208",136,"Budget",7,"Trust","Emotion"
